koi,koi,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands
K06085.01,K06085.01,0.216,1718.0,0.5,0.000293,0.000237,7.58e-16,7.65e-18,0.116,0.496,3.31e-22,3.64e-23,0.00535,0.000444,7.92e-22,3.38e-23,0.0,0.0,0.0,0.0,0.991,0.503,1.113,0.01,0.497,11404644.0,5.902597384,,FALSE POSITIVE,1.0,1.0,False,True,False,False,3042.4216,,False,1.0
K06086.01,K06086.01,0.194,1457.0,0.5,0.00934,0.0487,8.91e-10,3.47e-11,3.86e-05,0.000859,1.65e-07,4.49e-08,0.000986,0.000368,1.37e-24,2.61e-25,0.0,0.0,0.0,0.0,0.28,0.95,0.2904,0.025,0.0499,11408935.0,15.995095616,,FALSE POSITIVE,1.0,1.0,False,True,False,False,1972.5769,,False,1.0
K06087.01,K06087.01,0.364,3149.0,0.5,0.415,0.0998,0.0172,2e-05,0.611,0.89,0.155,0.00191,0.416,0.00687,0.0015,1.98e-05,0.0,0.0,0.0,0.0,0.166,0.00117,1.782,0.001,0.999,11519226.0,22.16130881,,FALSE POSITIVE,1.0,1.0,False,True,False,False,418.5574,,False,1.0
K06088.01,K06088.01,0.133,806.0,0.5,1.82e-06,0.000141,0.000998,0.005,6.08e-30,1.73e-27,3.05e-05,0.000764,0.0879,0.953,0.00215,0.0137,0.0,0.0,0.00816,0.027,2.11e-69,1.01e-66,0.09924,0.067,1.0,11756821.0,2.745121138,,FALSE POSITIVE,8.8e-102,1.0,False,True,False,False,975.0745,,False,1.0
K06089.01,K06089.01,0.684,2914.0,0.5,0.249,0.646,0.272,0.0488,0.000289,0.00436,0.122,0.231,1.41e-05,3.19e-06,9.79e-05,2.6e-05,0.0,0.0,0.0,0.0,0.75,0.0693,1.393,0.001,0.931,11769146.0,282.96569827,,FALSE POSITIVE,1.0,1.0,False,True,False,False,11985.075,,False,1.0
K06090.01,K06090.01,0.36,4311.0,0.5,0.0107,0.086,0.152,0.0104,0.0184,0.654,0.354,0.189,0.151,0.0506,0.0199,0.00346,0.0,0.0,0.0,0.0,0.0328,0.00716,0.7388,0.001,0.993,11812199.0,37.32043248,,FALSE POSITIVE,1.5e-95,1.0,False,True,True,False,200.806,,False,1.0
K06091.01,K06091.01,0.225,1569.0,0.5,0.524,0.15,0.000338,8.04e-07,0.512,0.791,7.95e-06,1.39e-07,0.00738,0.000179,4.15e-30,5.93e-32,0.0,0.0,0.0,0.0,3.51,0.0592,4.554,0.001,0.941,11826400.0,5.889372406,,FALSE POSITIVE,1.0,1.0,False,True,False,False,11758.617,,False,1.0
K06092.01,K06092.01,0.379,21864.0,0.5,2.34e-12,1.44e-09,4.03e-12,2.28e-11,3.99e-07,0.00144,2.25e-12,8.82e-11,0.0337,0.867,1.8e-21,1.74e-20,0.0,0.0,0.00833,0.0507,0.00399,0.0813,0.04602,0.001,0.919,12010534.0,2.581594003,,FALSE POSITIVE,1.0,1.0,False,True,False,False,5514.075,,False,1.0
K06093.01,K06093.01,0.008,40.0,2.91,7.11e-29,8.8e-28,3.1e-07,1.44e-08,4.93e-40,2.17e-38,6.55e-12,1.87e-12,0.000133,0.00829,1.29e-06,5.71e-05,0.00264,0.000882,1.13e-05,3.77e-06,0.0267,0.991,0.02949,0.109,0.00924,2019477.0,20.5718722,,FALSE POSITIVE,0.13,0.0,False,False,True,False,10.360011,,False,2.0
K06093.02,K06093.02,0.009,54.0,3.9,7.87e-17,1.71e-15,0.00067,2.82e-05,1.01e-19,1.01e-17,1.9e-07,9e-08,0.000143,0.0144,0.000346,0.0289,3.75e-05,1.31e-05,0.00187,0.000653,0.0218,0.956,0.02487,0.135,0.0439,2019477.0,27.2498383,,FALSE POSITIVE,0.22,0.0,False,False,True,False,10.269689,,False,2.0
K06094.01,K06094.01,,,,,,,,,,,,,,,,,,,,,,,,,2161623.0,2.283467238,,FALSE POSITIVE,1.0,1.0,False,True,False,False,1269.8484,BadRoweFitError,,1.0
K06095.01,K06095.01,0.425,17079.0,0.5,7.28e-09,2.92e-09,0.91,0.0253,2.27e-08,4.15e-08,0.556,0.101,9.84,0.859,0.34,0.0145,0.0,0.0,0.0,0.0,0.00327,5.95e-05,11.65,0.001,1.0,2707097.0,0.692807208,,FALSE POSITIVE,1.0,0.97,False,True,False,False,230.67717,,False,1.0
K06096.01,K06096.01,0.385,12772.0,0.5,0.206,0.131,0.205,0.00144,0.228,0.715,0.00111,5.22e-05,0.0132,0.00202,5.41e-08,4.63e-09,0.0,0.0,0.0,0.0,6.8,0.15,7.453,0.001,0.85,2719873.0,17.279291167,,FALSE POSITIVE,1.0,1.0,False,True,False,False,5061.4214,,False,1.0
K06098.01,K06098.01,0.155,1000.0,0.5,,,,,,,,,,,,,,,,,,,,,,2997455.0,1.129848386,,FALSE POSITIVE,9.5e-24,1.0,False,True,True,False,425.73465,AllWithinRocheError,False,1.0
K06099.01,K06099.01,0.298,6462.0,3.9,0.422,0.0665,0.0957,0.000137,0.999,0.739,8.59e-05,8.14e-07,0.00122,0.00268,6.92e-19,8.75e-19,0.0,0.0,0.0,0.0,7.36,0.192,8.878,0.004,0.808,3003991.0,7.244778914,,FALSE POSITIVE,,0.0,False,True,False,False,6746.2485,,False,1.0
K06100.01,K06100.01,0.006,21.0,1.77,3.38e-41,3.51e-38,1.41e-13,2.72e-11,2.99e-104,1.36e-100,1.9e-15,2.37e-12,1.32e-105,4.24e-101,1.01e-31,2.19e-27,0.0,0.0,0.00826,1.0,1.02e-51,8.08e-47,0.00826,0.082,1.0,3229028.0,0.730961373,,FALSE POSITIVE,0.56,0.56,False,True,False,True,14.6953125,,False,1.0
K06101.01,K06101.01,0.551,301.0,0.5,1.67,0.268,0.103,0.000109,0.551,0.597,0.135,0.00135,4.06e-06,1.11e-07,1.08e-08,1.74e-10,0.0,0.0,0.0,0.0,17.3,0.134,19.76,0.001,0.866,3230787.0,17.734022106,,CANDIDATE,1.0,1.0,False,False,False,False,17410.076,,False,1.0
K06103.01,K06103.01,0.028,136.0,0.6,1.15e-05,1.32e-05,5.73e-05,4.1e-07,0.000194,0.00106,0.000343,2.75e-05,0.00025,3.37e-05,4.86e-07,1.01e-07,0.000534,0.000108,0.0,0.0,0.37,0.999,0.3714,0.091,0.00124,3634051.0,453.543999,,CANDIDATE,,0.0,False,False,False,False,37.387207,,False,2.0
K06103.02,K06103.02,0.361,192.0,1.32,0.000464,0.0545,0.00265,0.00357,0.00167,0.815,0.00273,0.0306,0.00139,0.0603,0.000487,0.012,0.0036,0.0242,0.0,0.0,9.39e-05,0.000325,0.01308,0.001,1.0,3634051.0,122.8056263,,CANDIDATE,0.63,0.91,False,False,False,False,9.504027,,False,2.0
K06104.01,K06104.01,0.024,141.0,1.56,1.68e-16,7.26e-16,6.87e-07,2.6e-08,1.03e-15,1.57e-14,3.39e-11,9.1e-12,0.00088,0.00638,2.71e-06,1.22e-05,4.72e-05,4.57e-06,0.0,0.0,0.048,0.994,0.04893,0.208,0.0064,3761319.0,16.2483414,,CANDIDATE,,0.0,False,False,False,False,13.901856,,False,1.0
K06107.01,K06107.01,0.442,4895.0,0.5,23.8,0.0703,0.733,2.11e-05,49.2,0.92,0.253,7.73e-05,0.0659,2.94e-05,3.36e-07,7.92e-11,0.0,0.0,0.0,0.0,44.7,0.00978,118.8,0.001,0.99,4035675.0,2.873661405,,FALSE POSITIVE,,0.0,False,True,False,False,4471.7227,,False,1.0
K06109.01,K06109.01,0.576,439.0,0.5,,,,,,,,,,,,,,,,,,,,,,4144236.0,22.913446964,,CANDIDATE,1.0,1.0,False,False,False,False,28562.91,2017-08-16,False,2.0
K06110.01,K06110.01,0.018,506.0,1.71,2.32e-06,1.28e-06,0.119,0.00196,6.64e-07,1.11e-06,0.0349,0.00302,0.275,0.283,1.04,0.652,0.0,0.0,0.0,0.0,0.0254,0.0595,1.494,0.133,0.941,4150701.0,8.65315402,,FALSE POSITIVE,0.0,1.0,False,True,False,True,11.820908,,False,1.0
K06112.01,K06112.01,0.586,235.0,0.5,3.59,0.49,0.249,0.000741,0.00132,0.000719,0.189,0.00499,5.76e-12,3.49e-13,1.74e-10,5.24e-12,0.0,0.0,0.0,0.0,26.5,0.503,30.53,0.001,0.497,4285087.0,2.243015793,,CANDIDATE,1.0,1.0,False,False,False,False,38386.785,,False,1.0
K06113.01,K06113.01,0.417,24352.0,0.5,1.7,0.246,1.04,0.00171,0.644,0.695,0.455,0.00626,0.0792,0.000934,0.00147,1.04e-05,0.0,0.0,0.0,0.0,9.26,0.0502,13.18,0.001,0.95,4346875.0,4.694218678,,FALSE POSITIVE,1.0,1.0,False,True,False,False,5757.863,,False,1.0
K06114.01,K06114.01,0.112,208.0,1.08,,,,,,,,,,,,,,,,,,,,,,4459068.0,24.955998762,,FALSE POSITIVE,1.0,1.0,False,True,False,False,1046.4514,2017-08-16,False,1.0
K06116.01,K06116.01,0.067,1040.0,0.5,1.65,0.039,1.55,0.00144,6.4,0.713,3.69,0.0303,3.37,0.0125,0.198,0.000539,0.0,0.0,0.0,0.0,2.62,0.204,19.48,0.052,0.796,4547480.0,4.426942191,,FALSE POSITIVE,1.0,1.0,False,True,False,False,108.38839,,False,1.0
K06117.01,K06117.01,0.41,276.0,0.5,,,,,,,,,,,,,,,,,,,,,,4737267.0,9.524077754,,FALSE POSITIVE,1.0,1.0,False,True,False,False,12753.664,2017-08-16,False,1.0
K06119.01,K06119.01,0.283,5790.0,0.5,0.802,0.111,0.141,0.000155,1.16,0.859,0.00304,2.04e-05,0.00419,4.9e-05,5.53e-28,3.23e-30,0.0,0.0,0.0,0.0,4.64,0.0295,6.75,0.001,0.97,4740676.0,3.45424162,,FALSE POSITIVE,1.0,1.0,False,True,False,False,14347.051,,False,1.0
K06120.01,K06120.01,0.015,152.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.86,True,True,True,True,,2017-08-16,False,
K06121.01,K06121.01,0.671,5958.0,0.5,1.44e-46,5.1e-47,0.00523,0.00119,1.71e-74,3.4e-74,0.411,0.999,5.26e-177,2.1e-178,4.11e-08,1.09e-09,0.0,0.0,0.00857,2.39e-05,7.64e-20,1.83e-21,0.4248,0.001,1.0,4826439.0,1.237147433,,CANDIDATE,1.0,1.0,False,False,False,False,20783.107,,False,1.0
K06122.01,K06122.01,0.013,58.0,0.5,0.0232,0.000186,0.72,0.00144,0.185,0.00773,1.02,0.0177,3.2,0.0788,4.31,0.0806,0.00222,3.35e-06,0.0,0.0,1.06,0.814,10.52,0.127,0.186,4933476.0,1.286206575,,FALSE POSITIVE,0.0,1.0,False,True,True,False,14.45408,,False,1.0
K06123.01,K06123.01,0.303,13556.0,0.5,14.3,0.0743,1.28,7.12e-05,31.8,0.92,0.323,0.000162,0.56,0.000137,6.04e-06,7.1e-10,0.0,0.0,0.0,0.0,31.9,0.00541,80.16,0.001,0.995,4990977.0,2.649025636,,FALSE POSITIVE,1.0,1.0,False,True,False,False,4267.561,,False,1.0
K06124.01,K06124.01,0.383,659.0,0.5,3.71e-11,7.28e-07,0.00166,0.194,4.72e-15,3.89e-10,0.000889,0.806,1.22e-11,4.4e-08,1.17e-09,2.62e-06,0.0,0.0,0.0,0.0,2.33e-07,0.00025,0.002549,0.001,1.0,5034333.0,6.932277158,,FALSE POSITIVE,1.0,1.0,False,True,False,False,329.71234,,False,1.0
K06125.01,K06125.01,0.482,20750.0,0.5,3.7,0.17,2.06e-06,3.76e-10,3.33,0.821,0.00153,2.33e-06,0.000953,6.75e-06,1.72e-18,4.8e-21,0.0,0.0,0.0,0.0,5.89,0.00923,12.92,0.001,0.991,5039441.0,2.151384228,,FALSE POSITIVE,1.0,1.0,False,True,False,False,22622.781,,False,1.0
K06126.01,K06126.01,0.235,392.0,1.05,1.4e-123,5.38e-120,3.4e-36,6.04e-35,3.55e-241,5.91e-237,2.86e-54,3.93e-52,8.73e-237,3.01e-233,8.15e-120,1.45e-116,0.0,0.0,0.0131,1.0,2.14e-109,3.2e-107,0.0131,0.001,1.0,,,,,1.0,1.0,True,True,True,True,,,False,
K06128.01,K06128.01,0.024,183.0,1.47,5.71e-103,4.21e-99,1.6e-20,2.57e-19,8.39e-269,2.71e-264,2.68e-40,5.76e-38,3.41e-107,2.95e-103,3.59e-127,1.6e-123,0.0,0.0,0.0105,1.0,8.05e-80,1.24e-75,0.0105,0.086,1.0,5385548.0,12.42555382,,FALSE POSITIVE,1.0,0.0,True,False,True,True,20.16334,,False,1.0
K06129.01,K06129.01,0.104,1930.0,4.0,2.3e-32,1.63e-30,4.25e-14,1.94e-14,0.000219,0.0948,0.0113,0.123,2.85e-175,1.28e-172,2e-30,6e-28,0.0,0.0,0.0,0.0,0.146,0.783,0.1575,0.001,0.217,,,,,0.0,1.0,True,True,True,True,,,False,
K06130.01,K06130.01,0.018,85.0,0.5,6.01e-27,4.48e-26,1.92e-07,3.31e-07,9.75e-27,2.86e-25,1.64e-08,1.8e-07,0.0125,0.0292,0.429,0.969,0.0,0.0,0.00201,0.00133,6.02e-08,1.46e-05,0.4435,0.129,1.0,5428657.0,1.542879534,,CANDIDATE,1.0,1.0,False,False,False,False,21.134243,,False,1.0
K06132.01,K06132.01,0.072,1026.0,0.5,4.4e-05,1.71e-05,1.08e-06,5.85e-09,0.0054,0.00975,0.000738,4.56e-05,0.00013,9.49e-06,1.34e-08,5.5e-10,0.0,0.0,0.0,0.0,1.18,0.99,1.186,0.079,0.00983,5629353.0,33.3199167,,CANDIDATE,1.0,1.0,False,False,False,False,62.926563,,False,3.0
K06132.02,K06132.02,0.032,279.0,0.57,0.000666,9.74e-05,0.000943,2.88e-06,0.00979,0.00641,0.01,0.000329,0.0165,0.000593,0.000168,4.27e-06,2.9e-05,8.26e-08,0.0,0.0,2.94,0.993,2.978,0.056,0.00744,5629353.0,7.5844126,,CANDIDATE,0.76,1.0,False,False,False,False,24.599592,,False,3.0
K06132.03,K06132.03,0.022,276.0,1.26,8.65e-07,5.78e-06,0.000282,2.18e-05,0.00021,0.00629,3.71e-10,2.45e-10,2.94e-05,0.000185,1.76e-06,6.01e-06,0.00475,0.000513,0.0,0.0,0.0459,0.993,0.05117,0.113,0.00702,5629353.0,11.8674823,,CANDIDATE,0.72,1.0,False,False,False,False,12.666742,,False,3.0
K06134.01,K06134.01,0.603,74.0,0.5,2.11e-06,1.85e-06,8.91e-07,1.33e-08,2.71e-16,8.62e-16,0.408,0.0484,7.9e-56,3.91e-56,2.29e-07,5.97e-08,0.0,0.0,0.0,0.0,6.36,0.952,6.768,0.001,0.0484,5738698.0,2.404387089,,FALSE POSITIVE,1.0,1.0,False,True,False,False,75567.516,,False,1.0
K06135.01,K06135.01,0.263,1461.0,0.5,4.38,0.0861,0.0251,8.14e-06,8.14,0.897,0.148,0.000478,0.0831,0.000132,1.12e-05,1.22e-08,0.0,0.0,0.0,0.0,12.7,0.0161,25.48,0.001,0.984,5768927.0,4.390513515,,FALSE POSITIVE,1.0,1.0,False,True,False,False,4680.193,,False,1.0
K06136.01,K06136.01,0.008,72.0,0.57,0.0216,0.0411,0.0624,0.0895,0.0376,0.253,0.0425,0.54,0.0251,0.0356,0.0259,0.0343,0.00174,0.000122,0.000201,1.41e-05,0.00011,0.00621,0.2172,0.215,0.994,5814635.0,3.86963822,,FALSE POSITIVE,1.0,1.0,False,True,False,False,27.60442,,False,1.0
K06137.01,K06137.01,0.013,102.0,3.6,0.000306,8.66e-05,4.02e-06,6.14e-09,0.00251,0.00301,3.09e-07,4.47e-09,0.000424,0.000855,4.17e-05,5.45e-05,0.00155,6.51e-06,0.0,0.0,0.635,0.996,0.6398,0.211,0.00401,,,,,,0.0,True,True,True,True,,,False,
K06137.02,K06137.02,0.011,84.0,1.44,9.05e-05,3.21e-06,0.00125,4.61e-07,0.0054,0.000767,8.78e-05,2.81e-07,0.00618,0.000375,0.000396,1.71e-05,0.000796,5.52e-07,0.0,0.0,3.22,0.999,3.234,0.205,0.00116,,,,,,0.0,True,True,True,True,,,False,
K06138.01,K06138.01,0.496,6342.0,0.5,0.00163,0.0258,0.00293,0.000199,1.68e-15,1.17e-13,0.00916,0.00391,2.45e-09,8.14e-09,6.39e-25,1.07e-24,0.0,0.0,0.0,0.0,1.04,0.97,1.054,0.001,0.0299,5817566.0,4.206063883,,FALSE POSITIVE,1.0,1.0,False,True,False,False,469.31192,,False,1.0
K06139.01,K06139.01,0.395,809.0,10.2,,,,,,,,,,,,,,,,,,,,,,5952403.0,0.905678069,,FALSE POSITIVE,0.0,1.0,False,True,False,True,126.54769,AllWithinRocheError,False,1.0
K06140.01,K06140.01,0.667,13549.0,0.5,,,,,,,,,,,,,,,,,,,,,,5955321.0,11.637857195,,FALSE POSITIVE,1.0,1.0,False,True,False,False,15874.998,2017-08-16,False,1.0
K06144.01,K06144.01,0.53,54249.0,0.5,6.12e-27,4.53e-24,1.16e-27,1.37e-27,8.02e-51,3e-47,6.13e-45,5.56e-44,3.25e-08,2.77e-06,1.91e-21,5.92e-20,0.0,0.0,0.00907,0.117,0.0499,0.883,0.05897,0.001,0.117,6197038.0,9.7516884,,FALSE POSITIVE,1.0,1.0,False,True,False,False,6326.0425,,False,1.0
K06145.01,K06145.01,0.025,188.0,0.84,8.87e-06,3.02e-06,0.012,0.000104,0.000888,0.00136,0.0278,0.00238,0.0208,0.00535,0.0561,0.01,6.34e-05,6.98e-07,0.0,0.0,0.545,0.981,0.6627,0.169,0.0192,6221385.0,19.672266,,CANDIDATE,1.0,1.0,False,False,False,False,14.124366,,False,3.0
K06145.02,K06145.02,0.023,228.0,1.05,4.88e-12,1.52e-11,1.02e-10,2.87e-12,8.85e-07,1.16e-05,8.22e-15,2.08e-15,7.07e-05,0.000211,1.56e-06,2.5e-06,0.00452,0.000386,0.0,0.0,0.0728,0.999,0.07739,0.19,0.000612,6221385.0,32.657212,,CANDIDATE,1.0,1.0,False,False,False,False,13.400174,,False,3.0
K06145.03,K06145.03,0.017,147.0,0.78,7.69e-06,9.02e-07,0.0557,9.72e-05,0.000765,0.000402,0.0517,0.00125,0.112,0.00833,0.0888,0.00521,0.00175,4.7e-06,0.0,0.0,0.963,0.985,1.274,0.217,0.0153,6221385.0,7.3143123,,CANDIDATE,1.0,1.0,False,False,False,False,9.002306,,False,3.0
K06146.01,K06146.01,0.277,3075.0,0.5,0.666,0.0852,0.000445,4.48e-07,1.22,0.882,1.26e-06,8.13e-09,0.00745,0.000114,5.29e-34,4.84e-36,0.0,0.0,0.0,0.0,4.43,0.0326,6.324,0.001,0.967,6362386.0,4.592401123,,FALSE POSITIVE,1.0,1.0,False,True,False,False,15789.472,,False,1.0
K06147.01,K06147.01,0.329,11437.0,0.5,,,,,,,,,,,,,,,,,,,,,,6449358.0,5.776794223,,FALSE POSITIVE,1.0,1.0,False,True,False,False,36480.27,2017-08-16,False,1.0
K06149.01,K06149.01,0.015,20.0,0.5,1.69e-82,1.22e-83,2.53e-22,4.67e-24,0.0,0.0,1.08e-54,1.69e-55,0.141,0.0189,0.0036,0.000568,0.0,0.0,0.00794,0.00016,0.12,0.98,0.2725,0.079,0.0196,6674908.0,0.503199976,,FALSE POSITIVE,1.6e-95,1.0,False,False,True,False,30.52658,,False,1.0
K06152.01,K06152.01,0.021,1306.0,0.5,0.00125,0.0591,0.00479,0.00524,2.2e-05,0.0891,1.18e-05,0.0177,0.0987,0.647,0.0387,0.182,0.0,0.0,0.0,0.0,2.95e-13,8.83e-12,0.1435,0.114,1.0,6967278.0,395.051927,,FALSE POSITIVE,1.5e-13,1.0,True,False,False,False,18.874378,,False,1.0
K06153.01,K06153.01,0.691,107944.0,0.5,3.75e-120,6.78e-120,7.57e-10,1.41e-11,4.78e-27,6.74e-26,0.203,0.032,2.29e-16,1.38e-17,2.45e-14,6.79e-16,0.0,0.0,0.0,0.0,19.1,0.968,19.3,0.001,0.032,7108433.0,1.519172042,,FALSE POSITIVE,1.0,1.0,False,True,False,False,4765.063,,False,1.0
K06155.01,K06155.01,0.583,296.0,0.5,2.37,0.466,1.09,0.0151,3.18e-08,2.79e-08,1.44,0.161,9.92e-13,7.33e-14,3.14e-05,1.58e-06,0.0,0.0,0.0,0.0,12.1,0.359,17.0,0.001,0.641,7129465.0,2.745910766,,FALSE POSITIVE,1.0,1.0,False,True,False,False,18616.658,,False,1.0
K06156.01,K06156.01,0.301,6561.0,0.5,0.0792,0.0126,1.44,0.00451,0.137,0.134,0.0619,0.00134,0.063,0.00118,2.13e-08,1.75e-10,0.0,0.0,0.0,0.0,18.6,0.847,20.38,0.01,0.153,7174617.0,1.608363624,,FALSE POSITIVE,1.0,1.0,False,True,False,False,4046.9937,,False,1.0
K06159.01,K06159.01,0.266,51965.0,0.87,,,,,,,,,,,,,,,,,,,,,,7422883.0,11.41430927,,FALSE POSITIVE,1.0,1.0,False,True,False,False,460.7661,2017-08-16,False,1.0
K06161.01,K06161.01,0.328,92.0,0.5,1.59e-130,1.14e-126,1.15e-32,2.69e-31,2.02e-180,6.57e-176,2.87e-50,6.12e-48,9.35e-131,7.27e-128,3.15e-70,1.27e-67,0.0,0.0,0.0105,1.0,3.77e-63,8.77e-61,0.0105,0.001,1.0,7622059.0,10.40321412,,CANDIDATE,1.0,1.0,False,False,False,False,44.539654,,False,1.0
K06162.01,K06162.01,0.501,21616.0,0.5,6.12,0.156,0.144,3.33e-05,5.78,0.795,0.131,0.000335,0.0806,0.000119,3.06e-07,2.47e-10,0.0,0.0,0.0,0.0,63.6,0.0484,75.86,0.001,0.952,7750740.0,5.874195201,,FALSE POSITIVE,1.0,1.0,False,True,False,False,11701.747,,False,1.0
K06163.01,K06163.01,0.017,453.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,1.0,0.0,0.0,0.0,0.0,0.0061,0.11,1.0,7779942.0,19.7943838,,FALSE POSITIVE,,0.0,True,False,False,False,27.613054,,False,1.0
K06164.01,K06164.01,0.012,124.0,1.8,2.26e-11,1.95e-11,0.00048,1.85e-06,1.13e-07,4.27e-07,0.000128,4.39e-06,0.00023,0.000355,0.000336,0.000327,0.00355,9.53e-05,0.0,0.0,0.267,0.999,0.2717,0.169,0.000785,7835312.0,29.5129453,,CANDIDATE,1.0,0.12,False,False,False,False,8.794555,,False,1.0
K06165.01,K06165.01,0.306,487.0,1.02,,,,,,,,,,,,,,,,,,,,,,7838906.0,5.614894819,,FALSE POSITIVE,0.67,1.0,False,True,True,False,434.67773,AllWithinRocheError,False,2.0
K06165.02,K06165.02,0.039,248.0,1.29,0.0506,0.306,0.0667,0.00276,1.38e-07,9.93e-07,0.000121,0.00228,0.202,0.605,0.0425,0.0836,0.0,0.0,0.0,0.0,7.29e-05,5.28e-05,0.362,0.001,1.0,7838906.0,35.4260967,,CANDIDATE,0.38,0.22,False,False,False,False,17.630756,,False,2.0
K06166.01,K06166.01,0.033,361.0,0.5,0.000238,0.000228,3.74e-07,4.75e-09,0.000214,0.00113,2.03e-06,2.98e-07,0.000187,2.92e-05,6.3e-07,7.25e-08,0.00132,3.23e-05,0.0,0.0,0.177,0.999,0.179,0.188,0.00142,7908367.0,12.2057513,,CANDIDATE,1.0,1.0,False,False,False,False,18.800566,,False,2.0
K06166.02,K06166.02,0.029,237.0,0.5,8.59e-09,2.62e-10,0.000562,4.76e-07,0.00604,0.000738,0.000174,1.27e-06,0.0807,0.000632,0.00105,5.04e-06,0.0,0.0,0.0,0.0,3.73,0.999,3.819,0.201,0.00138,7908367.0,6.6513802,,CANDIDATE,1.0,1.0,False,False,False,False,20.394815,,False,2.0
K06167.01,K06167.01,0.245,3570.0,0.5,4.99e-17,2.29e-14,1.28e-16,4.25e-16,1.56e-27,4.29e-24,6.41e-21,2.81e-19,3.96e-07,1.5e-05,1.44e-35,2.36e-34,0.0,0.0,0.00846,0.105,0.00338,0.895,0.01184,0.009,0.105,7940533.0,3.905532661,,FALSE POSITIVE,1.0,1.0,False,True,False,False,3657.4756,,False,1.0
K06169.01,K06169.01,0.009,11.0,2.43,7.42999999998e-313,1.39e-309,1.64e-49,3.48e-47,1.87e-300,9.81e-297,2.88e-44,5.64e-41,0.0,0.0,6.4e-149,1.93e-144,0.0,0.0,0.00823,0.966,4.8e-07,0.0344,0.00823,0.096,0.966,8043882.0,0.779600891,,FALSE POSITIVE,1.0,0.0,False,False,False,True,13.90868,,False,1.0
K06171.01,K06171.01,0.609,148.0,0.63,6.07e-30,8.3e-29,2.66e-14,9.94e-15,8.01e-40,4.09e-38,0.00193,0.00531,2.79e-82,8.47e-82,1.94e-24,3.21e-24,0.0,0.0,0.00872,0.00247,0.633,0.992,0.6437,0.001,0.00778,8095099.0,2.103238866,,FALSE POSITIVE,,0.0,False,True,False,False,15414.986,,False,1.0
K06175.01,K06175.01,0.116,1154.0,0.72,0.412,0.152,0.144,0.000229,0.581,0.837,0.177,0.00215,0.0111,0.000762,3.73e-07,1.38e-08,0.0,0.0,0.0,0.0,0.937,0.00854,2.262,0.001,0.991,8197761.0,9.86867621,,CANDIDATE,1.0,0.95,False,False,False,False,143.20277,,False,1.0
K06177.01,K06177.01,0.006,24.0,0.5,0.0175,0.000422,0.473,0.00222,0.0725,0.00567,1.01,0.0234,0.366,0.0314,2.4,0.132,0.0,0.0,0.0,0.0,0.192,0.805,4.531,0.134,0.195,8265156.0,0.978365286,,FALSE POSITIVE,5.9e-96,0.67,False,True,True,False,11.84372,,False,1.0
K06178.01,K06178.01,0.015,116.0,1.59,1.2e-07,2.89e-08,0.00298,7.58e-06,5.38e-06,5.61e-06,0.00153,3.26e-05,0.00183,0.00023,0.00439,0.00037,0.00249,1.62e-05,0.0,0.0,0.674,0.999,0.6872,0.183,0.000662,8355178.0,13.0327791,,CANDIDATE,1.0,0.22,False,False,False,False,9.832877,,False,1.0
K06179.01,K06179.01,0.019,197.0,1.5,5.13e-11,4.64e-11,0.000417,4.08e-06,8.38e-09,3.01e-08,0.000119,1.18e-05,0.0023,0.00348,0.00236,0.00216,9.09e-05,2.71e-06,0.0,0.0,0.146,0.994,0.1513,0.217,0.00565,8374077.0,16.2959751,,CANDIDATE,1.0,0.64,False,False,False,False,11.687524,,False,1.0
K06181.01,K06181.01,0.042,824.0,0.54,2.51e-08,1.91e-07,0.000119,1.65e-06,0.0406,0.99,0.00119,0.000173,1.77e-05,1.02e-05,0.000422,0.000176,0.0,0.0,0.0,0.0,0.0163,0.00935,0.05865,0.001,0.991,8517303.0,24.0763833,,CANDIDATE,1.0,1.0,False,False,False,False,20.549898,,False,1.0
K06182.01,K06182.01,0.013,230.0,3.3,3.78e-13,7.39e-13,0.000353,1.04e-05,6.01e-17,4.25e-16,2.46e-06,5.24e-07,0.00305,0.0791,0.00657,0.095,0.00139,0.000138,0.000468,4.64e-05,0.12,0.826,0.1318,0.108,0.174,8590149.0,19.2401414,,CANDIDATE,0.95,0.01,False,False,False,False,7.4201474,,False,1.0
K06183.01,K06183.01,0.653,208.0,0.5,0.758,0.0465,2.0,0.117,0.0275,0.00758,1.44,0.773,8.89e-08,2.03e-09,0.00157,3.7e-05,0.0,0.0,0.0,0.0,6.42,0.0556,10.65,0.001,0.944,8590780.0,4.326946402,,CANDIDATE,1.0,1.0,False,False,False,False,52245.51,,False,1.0
