koi,koi,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands
K00317.01,K00317.01,0.02,54.0,0.69,3.22e-15,5.8e-14,1.27e-06,1.21e-07,5.58e-14,3.55e-12,2.61e-28,1.59e-28,1.14e-35,8.59e-35,3.12e-28,1.85e-27,0.0015,0.000934,0.0,0.0,0.00909,0.999,0.01059,0.19,0.000934,8121310.0,22.20813214,,CANDIDATE,1.0,1.0,False,False,False,False,52.78545,,False,1.0
K00317.02,K00317.02,0.006,34.0,1.35,9.48e-12,8.16e-11,0.00712,0.000203,3.05e-14,9.09e-13,6.7e-06,1.92e-06,0.000857,0.00667,0.00247,0.0106,1.51e-05,1.99e-06,2.89e-06,3.79e-07,0.0555,0.982,0.06597,0.093,0.0175,,,,,0.99,0.56,True,True,True,True,,,False,
K00318.01,K00318.01,0.041,383.0,0.5,1.6e-05,0.00302,0.00189,0.00113,2.48e-05,0.0192,0.000153,0.000881,0.000922,0.00855,5.84e-13,2.86e-12,0.0,0.0,0.0,0.0,0.00323,0.967,0.006236,0.062,0.0328,8156120.0,38.58422849,,CANDIDATE,1.0,1.0,False,False,False,False,68.62445,,True,1.0
K00319.01,K00319.01,0.047,40.0,0.5,0.0182,0.03,0.00527,2.35e-05,0.083,0.401,0.00406,0.000145,0.00257,0.000353,3.07e-07,1.89e-08,0.0,0.0,0.0,0.0,0.206,0.569,0.3191,0.069,0.431,8684730.0,46.1511692,,CANDIDATE,1.0,1.0,False,False,False,False,242.45021,,True,1.0
K00320.01,K00320.01,0.218,12.0,0.5,6.29e-05,0.00014,0.21,0.00999,0.0191,0.197,0.533,0.273,0.116,0.0631,0.708,0.457,0.0,0.0,0.0,0.0,1.63e-08,4.22e-09,1.586,0.001,1.0,8700558.0,4.791802688,,FALSE POSITIVE,4.9e-57,1.0,False,True,True,False,40.434883,,False,1.0
K00321.01,K00321.01,0.013,18.0,0.5,9.19e-16,8.46e-16,7.14e-05,1.21e-06,8.52e-25,2.65e-24,3.42e-07,4.52e-08,0.0283,0.00515,1.91e-06,2.35e-07,0.0,0.0,4.13e-06,1.5e-07,0.0765,0.995,0.1049,0.135,0.00516,8753657.0,2.426300839,,CONFIRMED,1.0,1.0,False,False,False,False,66.03108,,False,2.0
K00321.02,K00321.02,0.007,14.0,0.81,3.81e-18,1.72e-19,0.00135,1.21e-06,8.18e-20,1.3e-20,5.45e-06,3.01e-08,0.00051,1.19e-05,1.23e-05,2.8e-07,0.000558,1.54e-06,0.0,0.0,4.69,1.0,4.692,0.045,1.49e-05,8753657.0,4.62333557,,CONFIRMED,1.0,1.0,False,False,False,False,21.402206,,False,2.0
K00322.01,K00322.01,,,,,,,,,,,,,,,,,,,,,,,,,8948424.0,5.888835182,,FALSE POSITIVE,1.0,0.03,False,True,False,False,185.80415,BadRoweFitError,,1.0
K00323.01,K00323.01,0.021,25.0,0.5,3.12e-05,4.75e-07,0.0108,2.2e-06,0.000142,8.16e-06,0.00786,1.23e-05,0.00423,7.21e-06,6.87e-08,1.04e-10,0.0,0.0,0.0,0.0,4.42,1.0,4.443,0.202,3.03e-05,9139084.0,5.835983111,,CANDIDATE,1.0,1.0,False,False,False,False,103.39216,,False,1.0
K00324.01,K00324.01,0.012,83.0,0.51,1.08e-49,2.22e-45,7.43e-07,0.00121,2.03e-54,1.51e-49,3.08e-05,0.344,3.5e-34,4.1e-30,9.94e-05,0.655,0.0,0.0,0.0,0.0,5.47e-40,8.55e-34,0.0001309,0.182,1.0,9641041.0,1.089077452,,FALSE POSITIVE,0.81,0.0,False,True,False,True,40.2844,,False,1.0
K00325.01,K00325.01,0.038,39.0,1.74,8.53e-05,0.00014,0.101,0.00144,0.0259,0.177,0.182,0.0216,0.356,0.69,0.069,0.11,0.0,0.0,0.0,0.0,3.11e-09,1.36e-08,0.734,0.089,1.0,9724984.0,7.863363082,,FALSE POSITIVE,0.0,1.0,False,False,True,True,87.587265,,False,1.0
K00326.01,K00326.01,0.029,130.0,0.51,2.08e-35,1.87e-35,5.3e-17,1.78e-18,8.66e-35,2.57e-34,1.23e-16,9.13e-18,0.0702,0.0106,0.000217,2.38e-05,0.0,0.0,0.0,0.0,0.117,0.989,0.1874,0.204,0.0107,9880467.0,8.97347856,,CANDIDATE,0.0,1.0,False,False,False,False,43.96616,,False,2.0
K00326.02,K00326.02,0.024,529.0,1.14,1.21e-12,2.16e-11,0.000517,0.000243,2.12e-20,1.32e-18,1.42e-05,1.85e-05,0.0364,0.664,0.0308,0.331,0.0,0.0,0.0,0.0,3.91e-05,0.00516,0.06777,0.164,0.995,9880467.0,108.540322,,CANDIDATE,0.0,1.0,False,False,False,False,13.635788,,False,2.0
K00327.01,K00327.01,0.012,15.0,0.5,7.51e-14,2.43e-16,0.000172,2.24e-08,2.63e-17,3.62e-19,1.65e-06,1.54e-09,9.64e-05,4.99e-08,0.000105,5.35e-08,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0.14,1.27e-07,9881662.0,3.254274054,,CONFIRMED,1.0,1.0,False,False,False,False,48.903107,,False,2.0
K00327.02,K00327.02,0.013,85.0,1.44,3.25e-06,1.79e-06,8.49e-06,2.28e-08,3.2e-08,5.84e-08,0.000321,6.98e-06,2.17e-05,8.9e-06,1.57e-07,2.33e-08,0.0018,8.05e-05,0.0,0.0,0.455,1.0,0.4572,0.162,9.83e-05,9881662.0,91.3515867,,CONFIRMED,1.0,0.82,False,False,False,False,16.52816,,False,2.0
K00328.01,K00328.01,0.246,16.0,0.5,0.0455,0.00976,1.29,0.00398,1.12,0.903,0.483,0.0185,1.02,0.0335,1.31,0.0317,0.0,0.0,0.0,0.0,6.29e-05,5.23e-06,5.269,0.004,1.0,9895004.0,2.250826923,,FALSE POSITIVE,1.6e-54,1.0,False,False,True,False,114.18536,,False,1.0
K00329.01,K00329.01,0.212,76.0,1.8,4.65e-29,3.67e-27,0.002,0.00108,1.32e-35,4.37e-33,4.29e-07,2.45e-06,0.000505,0.054,0.0126,0.945,0.0,0.0,0.0,0.0,5.92e-32,3.66e-31,0.01511,0.002,1.0,10031885.0,8.58971857,,FALSE POSITIVE,1.0,0.0,False,True,True,True,38.61615,,False,1.0
K00330.01,K00330.01,0.016,31.0,0.69,1.71e-17,2.75e-18,1.14e-06,1.3e-09,2e-40,1.24e-40,2.65e-11,2.16e-13,7.76e-07,1.17e-08,5.16e-19,6.51e-21,1.01e-06,3.46e-09,5.29e-06,1.82e-08,0.947,1.0,0.947,0.193,3.46e-08,11361646.0,7.97419807,,CANDIDATE,1.0,1.0,False,False,False,False,44.255653,,False,2.0
K00330.02,K00330.02,0.007,12.0,1.62,1.02e-36,9.55e-36,6.49e-11,9.91e-12,7.28e-32,2.43e-30,1.4e-11,1.96e-11,4.48e-37,4.33e-36,1.15e-16,9.11e-16,0.0043,0.00103,0.000171,4.11e-05,0.0176,0.999,0.02207,0.065,0.00107,11361646.0,1.88897906,,CANDIDATE,1.0,0.99,False,False,False,False,15.800153,,False,2.0
K00331.01,K00331.01,0.021,47.0,0.72,3.29e-15,3.85e-16,2.33e-09,1.42e-12,4.02e-19,1.88e-19,4.79e-15,2.9e-17,0.000532,1.84e-05,1.01e-10,1.96e-12,7.4e-05,2.69e-07,0.0,0.0,1.37,1.0,1.371,0.206,1.87e-05,10285631.0,18.68404933,,CANDIDATE,1.0,1.0,False,False,False,False,41.605434,,False,1.0
K00331.02,K00331.02,0.132,77.0,5.1,0.0291,0.000573,1.18,0.000202,0.274,0.0258,2.23,0.0039,2.59,0.674,1.98,0.294,1.39e-05,4.9e-09,0.0,0.0,0.0345,0.00117,8.318,0.051,0.999,,,,,1.0,0.22,True,True,True,True,,,False,
K00332.01,K00332.01,0.015,21.0,0.6,3.97e-28,1.15e-29,7.35e-06,2.37e-09,5.51e-60,6.25e-61,3.27e-14,2.68e-17,0.0064,5.9e-05,6.07e-06,4.82e-08,0.0,0.0,0.0,0.0,2.56,1.0,2.566,0.191,5.9e-05,10290666.0,5.458498316,,CANDIDATE,1.0,1.0,False,False,False,False,57.42929,,False,2.0
K00332.02,K00332.02,0.006,21.0,1.5,4.43e-24,3.38e-24,0.000934,4.38e-06,6.4e-27,1.7e-26,1.88e-05,5.65e-07,0.000756,0.000799,0.00254,0.00221,0.000381,8.39e-06,0.000667,1.47e-05,0.591,0.997,0.5963,0.049,0.00303,10290666.0,6.8667851,,CANDIDATE,1.0,0.5,False,False,False,False,10.048632,,False,2.0
K00333.01,K00333.01,0.019,60.0,0.51,5.75e-10,1.86e-09,7.83e-12,9.24e-14,1.18e-07,1.55e-06,1.42e-19,1.29e-20,7.03e-21,8.12e-22,1.98e-15,1.46e-16,0.00451,0.000228,0.0,0.0,0.0737,1.0,0.07821,0.159,0.000229,10337258.0,13.28535633,,CANDIDATE,1.0,1.0,False,False,False,False,45.08931,,False,1.0
K00334.01,K00334.01,0.011,69.0,0.5,1.15e-09,3.63e-10,0.0766,0.00018,1.66e-05,2.3e-05,0.0242,0.000499,0.0264,0.000183,0.0278,0.000172,4.96e-07,2.27e-09,0.0,0.0,0.792,0.999,0.947,0.151,0.00106,10383687.0,8.48790294,,FALSE POSITIVE,1.6e-102,0.88,False,True,True,True,39.12202,,False,1.0
K00335.01,K00335.01,0.03,54.0,0.5,4.44e-34,2.35e-33,2.18e-24,4.02e-26,8.16e-44,1.61e-42,1.22e-22,1.19e-23,0.00122,0.00118,2.98e-08,1.25e-08,0.0,0.0,0.0,0.0,0.0306,0.999,0.03182,0.205,0.00118,10470206.0,46.56681423,,FALSE POSITIVE,8.1e-11,1.0,False,False,True,False,85.6184,,True,1.0
K00336.01,K00336.01,0.01,121.0,0.5,0.00318,0.0237,0.283,0.02,0.0125,0.373,0.517,0.278,0.165,0.0385,0.376,0.0537,0.0,0.0,0.0,0.0,0.0045,0.213,1.361,0.197,0.787,10518725.0,19.5148227,,FALSE POSITIVE,0.0,0.05,False,True,True,True,16.630795,,False,1.0
K00337.01,K00337.01,0.018,58.0,0.5,1.39e-10,3.06e-11,1.35e-09,2.6e-12,4.34e-10,3.93e-10,8.99e-06,1.65e-07,5.96e-05,1.29e-06,3.38e-09,4.44e-11,0.00077,7.35e-06,0.0,0.0,0.535,1.0,0.5358,0.215,8.8e-06,10545066.0,19.78297415,,CANDIDATE,1.0,1.0,False,False,False,False,31.562994,,False,1.0
K00338.01,K00338.01,0.018,33.0,0.5,1.11e-16,1.94e-18,0.000578,1.07e-07,2.9e-22,1.78e-23,1.92e-06,2.57e-09,0.00296,1.2e-05,1.54e-06,4.95e-09,9.2e-06,6.96e-09,0.0,0.0,7.72,1.0,7.724,0.147,1.21e-05,10552611.0,7.01062745,,CONFIRMED,1.0,1.0,False,False,False,False,44.16948,,False,2.0
K00338.02,K00338.02,0.009,29.0,2.82,5.14e-17,3.06e-18,0.000172,2.94e-07,2.53e-17,6.28e-18,2.26e-06,3.93e-08,0.0016,0.00157,7.72e-05,6.48e-05,0.00065,3.13e-06,0.000189,9.12e-07,2.71,0.998,2.713,0.04,0.00164,10552611.0,3.10763873,,CONFIRMED,1.0,0.78,False,False,False,False,13.456809,,False,2.0
K00339.01,K00339.01,0.016,20.0,0.5,6.33e-19,3.32e-21,0.000124,1.26e-08,7.6e-07,1.41e-08,0.000143,9.99e-08,0.00449,1.32e-06,4.02e-07,8.55e-11,0.0,0.0,0.0,0.0,10.4,1.0,10.4,0.211,1.45e-06,10587105.0,1.980357663,,CANDIDATE,1.0,1.0,False,False,False,False,57.641773,,False,3.0
K00339.02,K00339.02,0.02,59.0,0.9,8.7e-05,1.11e-05,0.0042,4.1e-06,0.000548,0.000274,0.000141,9.59e-07,0.024,0.000289,0.000662,5.13e-06,0.0,0.0,0.0,0.0,1.34,0.999,1.37,0.208,0.000584,10587105.0,12.8345022,,CANDIDATE,1.0,1.0,False,False,False,False,27.169544,,False,3.0
K00339.03,K00339.03,0.019,70.0,0.99,2.27e-10,3.19e-10,0.0018,1.31e-05,4.13e-05,0.000236,4.6e-05,3.57e-06,0.00124,0.000336,0.000235,3.39e-05,5.93e-07,3.42e-08,0.0,0.0,0.12,0.999,0.1234,0.211,0.000622,10587105.0,35.8657306,,CANDIDATE,1.0,1.0,False,False,False,False,19.15022,,False,3.0
K00340.01,K00340.01,0.138,1027.0,0.5,0.0182,0.111,5.11e-09,9.18e-11,0.00627,0.159,1.04e-22,1.48e-23,5.56e-06,4.7e-06,1.75e-52,1.14e-52,0.0,0.0,0.0108,0.00193,0.0921,0.728,0.1274,0.045,0.272,10616571.0,23.673092809,,FALSE POSITIVE,0.46,1.0,False,True,False,False,1032.2548,,False,1.0
K00341.01,K00341.01,0.027,38.0,0.5,3.34e-06,1.78e-08,0.000109,8.02e-09,0.018,0.000339,1.04e-09,4.96e-13,0.00708,6.77e-06,8.12e-10,5.93e-13,0.0,0.0,0.0,0.0,19.8,1.0,19.83,0.199,0.000346,10878263.0,7.170732075,,CONFIRMED,1.0,1.0,False,False,False,False,98.753914,,True,2.0
K00341.02,K00341.02,0.017,33.0,3.0,7.27e-07,1.77e-09,0.00154,8.48e-08,4.88e-07,4.86e-09,0.0144,6.76e-06,0.0235,0.000543,2.07e-06,4.64e-08,0.0,0.0,0.0,0.0,26.4,0.999,26.44,0.181,0.00055,10878263.0,4.699653236,,CONFIRMED,1.0,0.64,False,False,False,False,40.231815,,True,2.0
K00343.01,K00343.01,0.021,26.0,0.5,5.63e-08,1.64e-10,0.000174,1.25e-08,1.35e-06,1.54e-08,3.21e-08,1.47e-11,0.00161,5.5e-07,1.93e-07,7.13e-11,0.0,0.0,0.0,0.0,20.5,1.0,20.5,0.204,5.78e-07,10982872.0,4.761705259,,CONFIRMED,1.0,1.0,False,False,False,False,89.85808,,False,3.0
K00343.02,K00343.02,0.015,18.0,0.5,1.19e-12,2.3e-14,0.000621,1.57e-07,6.11e-09,4.68e-10,0.000251,6.91e-07,0.0313,7.54e-05,1.56e-06,2.45e-09,0.0,0.0,0.0,0.0,2.69,1.0,2.722,0.199,7.63e-05,10982872.0,2.024145594,,CONFIRMED,1.0,1.0,False,False,False,False,64.16789,,False,3.0
K00343.03,K00343.03,0.013,63.0,1.47,2.25e-06,8.68e-07,0.000249,3.81e-07,1.16e-05,1.87e-05,0.000207,2.96e-06,0.000453,0.000141,6.52e-06,1.15e-06,1.86e-05,2.55e-07,0.0,0.0,0.68,1.0,0.6809,0.163,0.000165,10982872.0,41.8087668,,CONFIRMED,1.0,0.88,False,False,False,False,15.144208,,False,3.0
K00344.01,K00344.01,0.03,71.0,0.5,5.12e-05,1.91e-06,2.26e-08,5.39e-12,2.2e-07,2.7e-08,4.36e-15,8.07e-18,0.000129,3.23e-07,3.96e-07,5.62e-10,0.0,0.0,0.0,0.0,4.42,1.0,4.42,0.194,2.26e-06,11015108.0,39.30941904,,CANDIDATE,1.0,1.0,False,False,False,False,97.52001,,False,1.0
K00345.01,K00345.01,0.034,74.0,0.5,4.42e-08,2.87e-09,1.43e-08,2.25e-12,6.47e-07,1.27e-07,1.02e-17,1.34e-20,8.52e-05,3.8e-07,9.57e-09,2.39e-11,1.34e-06,4.45e-09,0.0,0.0,3.3,1.0,3.3,0.2,5.15e-07,11074541.0,29.88485741,,CANDIDATE,1.0,1.0,False,False,False,False,108.92433,,True,1.0
K00346.01,K00346.01,0.031,65.0,0.5,0.000995,2.49e-05,0.000133,2.23e-08,0.00106,8.16e-05,4.67e-07,5.25e-10,0.0166,6.78e-05,2.44e-07,6.72e-10,0.0,0.0,0.0,0.0,7.23,1.0,7.249,0.203,0.000174,11100383.0,12.92491623,,CANDIDATE,1.0,1.0,False,False,False,False,80.35423,,False,1.0
K00347.01,K00347.01,0.194,658.0,0.5,7.52,0.109,0.378,0.000182,12.1,0.879,0.675,0.00293,0.145,0.00022,0.000221,1.81e-07,0.0,0.0,0.0,0.0,7.06,0.00899,27.88,0.001,0.991,11189127.0,2.671942966,,FALSE POSITIVE,1.0,1.0,False,True,False,False,1907.5547,,False,1.0
K00348.01,K00348.01,0.043,84.0,0.5,7.97e-06,4.26e-06,0.000974,2.17e-06,7.15e-07,1.18e-06,0.0189,0.000335,0.0125,0.000698,1.31e-07,5.13e-09,0.0,0.0,0.0,0.0,0.481,0.999,0.5134,0.163,0.00104,11194032.0,28.51120525,,CANDIDATE,1.0,1.0,False,False,False,False,139.83766,,False,1.0
K00349.01,K00349.01,0.022,54.0,0.51,0.0258,0.000785,0.0189,3.56e-06,0.23,0.0265,0.000799,1.22e-06,0.0172,2.19e-05,4.15e-05,3.9e-08,0.0,0.0,0.0,0.0,5.29,0.973,5.583,0.207,0.0273,11394027.0,14.3868109,,CANDIDATE,1.0,1.0,False,False,False,False,53.534405,,False,1.0
K00350.01,K00350.01,0.018,60.0,1.98,0.00779,0.00247,4.11e-06,7.87e-09,0.0202,0.0264,1.07e-08,1.93e-10,0.000324,5.64e-05,3.63e-07,4.25e-08,0.0,0.0,0.0,0.0,0.536,0.971,0.5643,0.211,0.0289,11395587.0,12.99063496,,CANDIDATE,1.0,1.0,False,False,False,False,29.238974,,True,1.0
K00351.01,K00351.01,0.083,1422.0,0.5,0.00296,0.00624,4.69e-10,1.01e-11,0.0103,0.0906,5.95e-08,9.63e-09,1.95e-05,1.55e-06,1.98e-06,7.31e-08,0.0,0.0,0.0,0.0,0.322,0.903,0.3353,0.074,0.0968,11442793.0,331.6011081,,CONFIRMED,1.0,1.0,False,True,False,False,243.4213,,True,1.0
K00351.02,K00351.02,0.059,271.0,0.5,1.29e-08,6.16e-07,1.7e-14,7.19e-15,3.27e-07,6.46e-05,8.62e-16,3.13e-15,8.02e-45,1.12e-44,8.5e-12,1.04e-11,4.85e-07,2.03e-06,0.0,0.0,0.0184,1.0,0.0184,0.053,6.72e-05,,,,,1.0,0.94,True,True,True,True,,,True,
K00351.03,K00351.03,0.022,126.0,0.93,1.37e-07,5.45e-05,1.15e-06,3.06e-06,2.23e-08,3.53e-05,8.64e-06,0.00024,1.16e-08,6.01e-07,2.7e-35,5.16e-34,0.00544,0.0871,0.0,0.0,0.00056,0.913,0.00601,0.195,0.0874,,,,,1.0,1.0,True,True,True,True,,,True,
K00351.04,K00351.04,0.02,118.0,1.35,1.62e-05,3.04e-05,1.29e-07,1.57e-09,3.55e-06,2.54e-05,7.65e-13,8.79e-14,3.31e-06,2.22e-06,6.86e-10,1.7e-10,0.00422,0.000497,0.0,0.0,0.113,0.999,0.1172,0.202,0.000555,,,,,1.0,0.99,True,True,True,True,,,True,
K00351.05,K00351.05,0.012,42.0,1.65,1.16e-08,6.36e-08,1e-06,4.54e-08,5.78e-09,1.32e-07,5.1e-05,1.99e-05,1.46e-11,2.74e-11,1.03e-19,1.21e-19,0.00312,0.0003,0.0,0.0,0.0405,1.0,0.04367,0.153,0.00032,,,,,1.0,0.64,True,True,True,True,,,True,
K00351.06,K00351.06,0.01,32.0,1.32,2.91e-12,1.64e-13,0.00434,2.5e-06,6.79e-12,1.53e-12,0.000188,1.15e-06,0.00157,2.33e-05,0.000332,4.12e-06,0.000294,4.33e-07,0.0,0.0,2.99,1.0,2.997,0.128,3.15e-05,,,,,1.0,0.78,True,True,True,True,,,False,
K00351.07,K00351.07,0.026,163.0,2.13,1.64e-05,5.11e-05,0.000105,4.87e-06,1.41e-05,0.00018,0.000101,3.28e-05,8.97e-05,0.000165,1.12e-05,1.2e-05,0.00414,0.000984,0.0,0.0,0.0885,0.999,0.09298,0.153,0.00143,,,,,1.0,1.0,True,True,True,True,,,True,
K00352.01,K00352.01,0.023,55.0,0.51,0.00139,0.000157,0.000278,1.44e-07,0.00887,0.00378,0.0213,9.46e-05,0.00342,1.94e-05,9.29e-06,4.02e-08,0.0,0.0,0.0,0.0,2.28,0.996,2.315,0.187,0.00405,11521793.0,27.08247084,,CONFIRMED,1.0,1.0,False,False,False,False,37.06911,,False,2.0
K00352.02,K00352.02,0.021,106.0,2.31,0.012,0.0389,0.0164,0.000632,0.0297,0.342,0.0363,0.00899,0.068,0.259,0.0325,0.0938,0.00262,0.000164,0.0,0.0,0.017,0.257,0.2145,0.199,0.743,11521793.0,16.00749754,,CONFIRMED,1.0,0.67,False,False,False,False,12.869471,,False,2.0
K00353.01,K00353.01,0.065,435.0,0.5,0.0256,0.0521,0.0187,0.000216,0.0456,0.337,0.00197,0.000163,0.00755,0.000704,8.69e-09,4.59e-10,0.0,0.0,0.0,0.0,0.205,0.61,0.3044,0.077,0.39,11566064.0,152.1059397,,CANDIDATE,1.0,1.0,False,False,False,False,85.174225,,False,2.0
K00353.02,K00353.02,0.016,164.0,0.75,0.000526,0.000819,2.31e-07,1.74e-09,0.00143,0.00863,0.00706,0.0004,1.22e-06,2.3e-07,3.41e-09,3.06e-10,0.000214,6.97e-06,0.0,0.0,0.155,0.99,0.1642,0.182,0.00985,11566064.0,30.6529373,,CANDIDATE,0.7,1.0,False,False,False,False,17.232073,,False,2.0
K00353.03,K00353.03,0.011,71.0,1.32,3.34e-06,0.0013,0.0116,0.0228,4.09e-06,0.00582,0.00539,0.0789,0.00293,0.293,0.00162,0.0909,0.0,0.0,0.0,0.0,0.000286,0.507,0.02183,0.218,0.493,,,,,0.56,0.95,True,True,True,True,,,False,
K00354.01,K00354.01,0.022,44.0,0.5,3.82e-12,1.36e-13,1.54e-07,2.26e-11,1.25e-09,1.44e-10,4.42e-10,5.22e-13,0.000967,3.64e-06,2.18e-07,6.12e-10,0.0,0.0,0.0,0.0,4.28,1.0,4.281,0.217,3.64e-06,11568987.0,15.95994513,,CANDIDATE,1.0,1.0,False,False,False,False,57.33605,,False,2.0
K00354.02,K00354.02,0.011,24.0,1.74,5.51e-17,4.23e-16,0.0169,0.000951,1.87e-22,4.84e-21,0.000799,0.000341,0.00504,0.0504,0.106,0.948,0.0,0.0,6.92e-06,1.89e-06,5.61e-10,1.99e-08,0.1287,0.103,1.0,11568987.0,7.37862283,,CANDIDATE,0.67,0.78,False,False,False,False,18.666702,,False,2.0
K00355.01,K00355.01,0.017,19.0,0.5,1.9e-05,1.14e-07,0.000117,1.44e-08,0.000163,3.91e-06,1.02e-06,7.76e-10,0.00221,1.38e-06,5.3e-10,3.79e-13,0.0,0.0,0.0,0.0,9.34,1.0,9.343,0.211,5.42e-06,11621223.0,4.903321551,,CANDIDATE,1.0,1.0,False,False,False,False,72.22377,,False,1.0
K00356.01,K00356.01,0.031,17.0,0.5,1.38e-06,1.2e-09,6.85e-05,1.66e-09,0.000174,6.6e-07,9.94e-06,1.99e-09,0.0156,2.02e-06,6.37e-20,7.25e-24,0.0,0.0,0.0,0.0,53.6,1.0,53.62,0.18,2.68e-06,11624249.0,1.827082299,,CANDIDATE,1.0,1.0,False,False,False,False,268.04587,,False,1.0
K00358.01,K00358.01,0.206,1221.0,0.5,0.162,0.107,0.0126,6.4e-05,0.209,0.685,0.00498,0.000205,0.00257,0.000115,1.06e-14,3.63e-16,0.0,0.0,0.0,0.0,1.82,0.207,2.211,0.006,0.793,12017140.0,22.845241161,,FALSE POSITIVE,1.0,1.0,False,True,False,False,3663.0823,,False,1.0
K00359.01,K00359.01,0.024,85.0,2.1,6.54e-36,5.76e-34,0.000379,0.000531,7.38e-28,2.85e-25,2.76e-05,0.000462,0.00741,0.911,0.00103,0.0878,0.0,0.0,1.72e-05,6.04e-05,5.5e-20,6.56e-17,0.008864,0.203,1.0,12106929.0,5.93720286,,FALSE POSITIVE,1.0,0.0,False,True,False,True,54.007694,,False,1.0
K00360.01,K00360.01,0.013,47.0,5.4,6.51e-40,3.88e-39,0.000647,7.47e-05,8.52e-38,1.78e-36,1.99e-07,1.4e-07,0.00185,0.109,0.0188,0.889,0.0,0.0,0.00852,0.00214,9.02e-50,5.13e-48,0.02982,0.144,1.0,12107021.0,5.93719804,,FALSE POSITIVE,0.46,0.0,False,True,True,True,35.942677,,False,1.0
K00361.01,K00361.01,0.013,22.0,0.51,2.61e-11,7.55e-14,0.000523,6.41e-08,3.61e-17,4.38e-19,1.47e-05,1.81e-08,0.0464,2.31e-05,8.44e-06,4.08e-09,0.0,0.0,3.87e-05,9.22e-09,14.5,1.0,14.55,0.136,2.32e-05,12404954.0,3.247555219,,CANDIDATE,1.0,1.0,False,False,False,False,42.643757,,False,1.0
K00362.01,K00362.01,0.13,192.0,0.5,0.0266,0.0296,7.35e-12,2.56e-14,0.00101,0.0049,6.24e-12,2.05e-13,2.12e-07,2.6e-08,4.45e-22,2.78e-23,0.0,0.0,0.0,0.0,0.991,0.965,1.019,0.033,0.0345,1571511.0,14.022450658,,FALSE POSITIVE,1.0,1.0,False,True,False,False,2636.644,,False,1.0
K00363.01,K00363.01,0.246,23.0,0.5,8.15e-25,4.79e-22,3.82e-07,8.42e-06,3.39e-18,7.51e-15,0.000121,0.018,5.45e-16,8.46e-14,0.00732,0.982,0.0,0.0,0.0,0.0,1.57e-36,1.87e-34,0.007441,0.002,1.0,2438070.0,2.442944564,,FALSE POSITIVE,9.3e-101,1.0,False,False,True,True,137.59482,,False,1.0
K00365.01,K00365.01,0.023,45.0,0.72,0.000384,1.53e-05,9.08e-08,1.47e-11,0.000179,2.12e-05,3.13e-09,2.28e-12,6.91e-05,9.81e-07,3.99e-10,2.01e-12,0.0,0.0,0.0,0.0,4.9,1.0,4.901,0.216,3.75e-05,11623629.0,81.73780699,,CANDIDATE,1.0,1.0,False,False,False,False,82.74136,,False,1.0
K00366.01,K00366.01,0.063,114.0,0.5,0.01,0.0575,0.00256,6.33e-05,0.00849,0.207,2.17e-10,2.09e-11,0.00403,0.00246,3.09e-14,7.88e-15,0.0,0.0,0.0,0.0,0.104,0.733,0.1291,0.049,0.267,3545478.0,75.11221874,,CANDIDATE,1.0,1.0,False,False,False,False,268.98148,,True,1.0
K00367.01,K00367.01,0.042,55.0,0.5,0.104,0.0155,1.44e-05,4.82e-09,0.444,0.242,0.00139,5.44e-06,1.86e-05,2.31e-07,8.18e-15,5.92e-17,0.0,0.0,0.0,0.0,2.33,0.742,2.879,0.085,0.258,4815520.0,31.578659338,,CANDIDATE,1.0,1.0,False,False,False,False,302.05548,,False,1.0
K00368.01,K00368.01,0.084,42.0,0.5,0.00119,0.0122,3.78e-08,1.03e-09,0.00955,0.412,6.77e-09,1.02e-09,6.19e-06,4.04e-06,3.5e-22,1.25e-22,0.0,0.0,0.0,0.0,0.319,0.576,0.3297,0.006,0.424,6603043.0,110.32165434,,FALSE POSITIVE,1.0,1.0,False,True,False,False,1688.5786,,False,1.0
K00369.01,K00369.01,0.01,20.0,2.01,0.00629,0.000281,0.0344,3.22e-05,0.0224,0.00392,0.013,6.42e-05,0.0728,0.0029,0.00072,2.44e-05,0.0,0.0,0.0,0.0,2.05,0.993,2.2,0.172,0.00722,7175184.0,5.88528169,,CONFIRMED,1.0,1.0,False,False,False,False,33.50181,,False,2.0
K00369.02,K00369.02,0.01,21.0,0.96,0.00366,0.000323,0.0209,7.01e-06,0.0137,0.00433,0.00131,3.98e-06,0.0288,0.000246,8.77e-05,4.43e-07,0.0,0.0,0.0,0.0,3.05,0.995,3.118,0.169,0.00491,7175184.0,10.10463505,,CONFIRMED,1.0,1.0,False,False,False,False,27.36118,,False,2.0
