kepoi_name,kepid,fpp_koi_period,fpp_ror,fpp_prad,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_spec_occrate,fpp_prob,fpp_score,fpp_fail_reason,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_slogg,fpp_slogg_err1,fpp_slogg_err2,fpp_smet,fpp_smet_err1,fpp_smet_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2,fpp_max_av,fpp_pr_steff_mu,fpp_pr_steff_sig,fpp_pr_slogg_mu,fpp_pr_slogg_sig,fpp_pr_smet_mu,fpp_pr_smet_sig
K06694.01,6364294,5.244,0.009,0.77,24,2.25,0,0,8e-289,0,2.9e-68,2.4e-63,0.044,1,9e-05,,6311,69.672,-72.692,4.58,0.015,-0.017,-1.06,0.104,-0.142,0.79,0.023,-0.021,0.86,0.021,-0.022,9.16,0.154,-0.113,1164,41.658,-38.985,0.32,0.017,-0.036,0.35,nan,nan,nan,nan,nan,nan
K06696.01,6367628,1.890,0.934,84.13,4529,0.50,0,0,0,0,1.5e-305,0,0.001,1,0,,5528,104.485,-102.848,4.55,0.048,-0.066,-0.21,0.189,-0.223,0.83,0.074,-0.071,0.87,0.061,-0.074,9.54,0.38,-0.365,320,30.025,-30.018,0.22,0.086,-0.089,0.36,nan,nan,nan,nan,nan,nan
K06698.01,6372268,5.224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,UnphysicalMCMC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06699.01,6384840,2.499,0.010,1.15,82,4.80,0,3.3e-11,4.3e-05,2.7e-90,7.4e-09,0.00037,0.112,0.00052,1,,6487,229.262,-246.109,4.42,0.055,-0.048,-0.40,0.168,-0.179,1.06,0.091,-0.095,1.07,0.069,-0.075,9.18,0.168,-0.099,1314,125.497,-131.492,1.13,0.127,-0.151,1.33,nan,nan,nan,nan,nan,nan
K06700.01,6386784,1.996,0.004,0.80,8,5.10,1.7e-20,6.4e-17,0.0022,5.1e-09,2.9e-07,6e-05,0.061,0.0023,1,,7196,242.609,-234.824,4.10,0.112,-0.119,-0.07,0.161,-0.145,1.83,0.381,-0.294,1.56,0.169,-0.162,9.12,0.094,-0.071,610,129.687,-101.908,0.59,0.123,-0.128,1.36,nan,nan,nan,nan,nan,nan
K06701.01,6390236,0.899,0.005,0.83,16,4.00,4.5e-21,5e-19,0.00013,1.2e-06,0.00018,1,0.075,1,1,,6548,214.001,-206.936,4.19,0.136,-0.227,0.01,0.131,-0.164,1.52,0.641,-0.284,1.32,0.26,-0.152,9.29,0.143,-0.132,332,140.755,-64.945,0.35,0.139,-0.132,1.04,nan,nan,nan,nan,nan,nan
K06702.01,6421188,16.434,0.204,19.78,2450,0.50,4.2e-86,0.72,2.5e-05,8e-29,6.5e-06,1.3e-21,0.032,0.72,1,,6166,85.719,-100.252,4.51,0.037,-0.044,-0.52,0.172,-0.161,0.89,0.074,-0.054,0.94,0.062,-0.045,9.23,0.231,-0.151,632,53.329,-43.063,0.25,0.035,-0.064,0.30,nan,nan,nan,nan,nan,nan
K06703.01,6421483,2.158,0.475,41.80,13943,0.50,0,4.6e-316,3.6e-75,5.2e-295,1.3e-168,1.7e-06,0.001,1,0,,5275,57.271,-72.703,4.56,0.034,-0.071,-0.07,0.159,-0.175,0.81,0.056,-0.053,0.85,0.043,-0.05,9.64,0.394,-0.412,276,20.077,-19.762,0.23,0.043,-0.071,0.29,nan,nan,nan,nan,nan,nan
K06705.01,6423922,0.995,0.018,0.92,20,3.30,0,0,9.5e-154,2e-158,1.3e-170,2.9e-49,0.079,1,0,,3469,39.395,-40.193,4.78,0.022,-0.021,0.47,0.02,-0.04,0.47,0.02,-0.022,0.48,0.02,-0.024,9.80,0.275,-0.466,124,8.109,-8.379,0.21,0.03,-0.047,0.25,nan,nan,nan,nan,nan,nan
K06707.01,6436505,43.536,0.022,1.53,318,3.00,2.4e-81,1.5e-08,0.0071,2.6e-23,7.2e-06,0.0076,0.148,0.015,1,,5322,46.272,-45.023,4.67,0.024,-0.028,-0.83,0.184,-0.161,0.64,0.033,-0.028,0.70,0.032,-0.027,9.34,0.291,-0.219,836,46.77,-42.179,0.19,0.011,-0.022,0.20,nan,nan,nan,nan,nan,nan
K06707.02,nan,nan,0.015,1.04,197,2.04,1.2e-95,7e-17,0.0027,5.1e-26,3.4e-06,0.0022,0.101,0.0063,1,,5323,47.045,-45.899,4.67,0.024,-0.026,-0.83,0.177,-0.158,0.64,0.031,-0.027,0.70,0.031,-0.027,9.35,0.297,-0.219,835,45.562,-39.625,0.19,0.01,-0.021,0.20,nan,nan,nan,nan,nan,nan
K06708.01,6437993,1.398,0.006,0.54,17,0.66,0,0,0,0,0,0,0.001,1,0,,5237,49.066,-58.928,4.55,0.032,-0.069,0.04,0.156,-0.178,0.82,0.058,-0.041,0.86,0.04,-0.044,9.66,0.379,-0.41,247,17.096,-14.006,0.20,0.033,-0.058,0.25,nan,nan,nan,nan,nan,nan
K06709.01,6442246,2.213,0.004,0.43,13,1.89,1.3e-252,9.2e-21,0.041,4.3e-54,1.9e-08,0.26,0.001,0.32,0.98,,6194,72.477,-75.83,4.46,0.05,-0.051,-0.35,0.223,-0.203,0.98,0.092,-0.085,1.00,0.087,-0.068,9.25,0.227,-0.146,549,53.463,-49.282,0.23,0.019,-0.038,0.26,nan,nan,nan,nan,nan,nan
K06710.01,6443392,0.777,0.423,44.79,19318,0.50,1.8e-18,2.4e-05,1,5.9e-07,0.00045,2.8e-05,0.001,1,1,,5797,64.691,-70.42,4.46,0.052,-0.105,-0.04,0.15,-0.185,0.97,0.121,-0.074,0.99,0.047,-0.061,9.58,0.27,-0.35,332,41.846,-27.163,0.30,0.023,-0.049,0.34,nan,nan,nan,nan,nan,nan
K06711.01,6447326,4.318,0.015,1.21,45,1.11,0,0,0,0,0,0,0.113,1,0,,6065,65.088,-68.977,4.61,0.015,-0.019,-1.02,0.107,-0.115,0.74,0.025,-0.019,0.81,0.023,-0.02,9.28,0.148,-0.131,1086,43.315,-36.729,0.31,0.014,-0.031,0.33,nan,nan,nan,nan,nan,nan
K06712.01,6448768,16.487,0.205,22.80,4468,0.50,8.4e-196,0.9,1.2e-05,4.1e-41,1e-06,7.2e-09,0.013,0.9,1,,6106,62.92,-64.514,4.44,0.042,-0.057,-0.19,0.112,-0.128,1.02,0.075,-0.066,1.04,0.051,-0.056,9.36,0.233,-0.209,618,46.183,-42.34,0.33,0.044,-0.055,0.40,6020,81,3.86,0.22,-0.24,0.15
K06713.01,6449291,5.777,0.013,1.26,37,2.28,1.5e-75,2e-34,0.27,4.2e-17,7.9e-09,0.72,0.124,1,0.99,,5554,63.595,-74.735,4.52,0.035,-0.077,-0.02,0.149,-0.163,0.89,0.074,-0.051,0.93,0.039,-0.05,9.55,0.354,-0.348,446,38.502,-27.782,0.37,0.038,-0.066,0.42,nan,nan,nan,nan,nan,nan
K06714.01,6449552,20.149,0.683,77.68,104477,0.50,2.4e-06,0.059,0.002,1.3e-19,1.3e-08,2.6e-13,0.001,0.061,1,,6337,272.065,-223.271,4.42,0.071,-0.072,-0.35,0.178,-0.185,1.04,0.131,-0.123,1.05,0.095,-0.093,9.25,0.219,-0.142,1010,144.834,-127.412,0.87,0.164,-0.146,0.41,nan,nan,nan,nan,nan,nan
K06715.01,6452742,0.688,0.454,39.61,1088,0.50,0,1.2e-91,1.7e-14,4.1e-168,3.7e-26,0.99,0.001,1,0.99,,5889,64.533,-71.191,4.57,0.022,-0.037,-0.53,0.147,-0.164,0.80,0.051,-0.032,0.86,0.047,-0.038,9.31,0.267,-0.199,722,48.971,-34.256,0.36,0.019,-0.04,0.39,nan,nan,nan,nan,nan,nan
K06716.01,6464285,0.844,0.527,48.16,62499,0.50,0.00017,0.98,1.4e-05,5e-07,0.0026,2.6e-12,0.001,0.98,1,,5459,137.256,-118.42,4.54,0.048,-0.099,-0.14,0.175,-0.19,0.84,0.097,-0.074,0.87,0.06,-0.067,9.62,0.368,-0.418,422,51.518,-39.999,0.39,0.12,-0.108,1.39,nan,nan,nan,nan,nan,nan
K06717.01,6466939,1.143,0.655,60.50,1389,0.50,3.6e-58,1.2e-36,5.7e-14,0.0084,0.99,0.00017,0.001,0.99,1,,5479,127.34,-127.742,4.54,0.048,-0.088,-0.13,0.163,-0.169,0.85,0.091,-0.069,0.89,0.054,-0.064,9.60,0.364,-0.395,545,62.687,-48.172,0.52,0.111,-0.113,0.77,nan,nan,nan,nan,nan,nan
K06718.01,6468938,7.217,0.678,97.22,60547,0.50,0.0025,0.98,0.00026,3.9e-07,3.4e-07,1.8e-13,0.001,0.98,1,,6604,257.341,-255.036,4.29,0.092,-0.092,-0.12,0.17,-0.191,1.31,0.225,-0.185,1.24,0.16,-0.126,9.23,0.165,-0.113,696,126.297,-107.598,0.60,0.161,-0.151,0.98,nan,nan,nan,nan,nan,nan
K06719.01,6471229,1.752,0.011,1.27,38,4.00,1.1e-315,1.6e-71,0.0011,4.1e-52,1e-30,0.019,0.124,1,0.02,,6509,200.469,-215.925,4.42,0.065,-0.065,-0.46,0.195,-0.167,1.06,0.122,-0.112,1.06,0.089,-0.081,9.23,0.204,-0.136,756,95.612,-87.301,0.57,0.115,-0.133,0.76,nan,nan,nan,nan,nan,nan
K06720.01,6471230,1.752,0.007,0.88,19,4.00,2.2e-35,6e-13,0.54,2.5e-12,4.1e-06,0.36,0.083,0.92,0.98,,6232,218.856,-200.122,4.37,0.087,-0.101,-0.08,0.159,-0.181,1.15,0.194,-0.146,1.12,0.109,-0.1,9.36,0.203,-0.19,572,105.921,-77.37,0.51,0.137,-0.132,0.76,nan,nan,nan,nan,nan,nan
K06721.01,6521174,8.279,0.012,0.93,89,1.23,1.2e-86,2.8e-12,0.0038,2e-11,9.5e-05,0.0071,0.074,0.011,1,,5488,49.607,-51.371,4.62,0.025,-0.028,-0.58,0.171,-0.198,0.71,0.039,-0.036,0.77,0.047,-0.037,9.38,0.306,-0.248,708,41.783,-38.996,0.25,0.013,-0.031,0.27,nan,nan,nan,nan,nan,nan
K06722.01,6521542,2.213,0.634,56.62,190,0.50,0,2.1e-90,9.6e-19,5.7e-131,1.3e-32,5e-05,0.001,0.0025,1,,5965,62.886,-66.047,4.56,0.025,-0.039,-0.54,0.171,-0.171,0.82,0.06,-0.036,0.88,0.059,-0.039,9.28,0.257,-0.175,638,50.187,-32.289,0.24,0.015,-0.031,0.26,nan,nan,nan,nan,nan,nan
K06723.01,6522353,0.845,0.009,0.68,44,0.57,0,2e-20,5e-05,6.6e-102,9.7e-10,0.0022,0.032,0.0025,1,,5301,47.02,-49.263,4.63,0.022,-0.028,-0.50,0.198,-0.172,0.69,0.047,-0.03,0.75,0.057,-0.036,9.33,0.345,-0.229,783,54.93,-40.419,0.31,0.013,-0.03,0.33,nan,nan,nan,nan,nan,nan
K06724.01,6522750,17.446,0.615,64.78,111718,0.87,0.02,0.83,1.6e-05,0.0082,0.076,6e-08,0.001,0.94,1,,5813,61.395,-59.056,4.48,0.024,-0.03,0.00,0.098,-0.104,0.97,0.038,-0.037,1.02,0.033,-0.037,9.38,0.214,-0.212,188,8.186,-7.645,0.10,0.054,-0.053,0.33,5759,78,4.48,0.04,0.02,0.15
K06725.01,6523216,14.313,0.135,13.41,1025,0.50,0,0.66,3.3e-11,0,1.5e-08,6.7e-58,0.071,0.66,1,,6011,52.381,-46.979,4.46,0.078,-0.099,-0.54,0.092,-0.099,0.91,0.101,-0.073,0.87,0.04,-0.037,9.79,0.191,-0.418,495,55.963,-39.21,0.03,0.036,-0.021,0.31,5750,77,3.70,0.16,-0.70,0.15
K06726.01,6531485,0.677,0.421,31.95,11681,0.50,1.1e-184,1.5e-12,0.99,1.2e-76,1.4e-06,0.0052,0.001,1,1,,5598,55.071,-58.836,4.63,0.029,-0.024,-0.78,0.188,-0.178,0.70,0.034,-0.036,0.76,0.036,-0.035,9.39,0.254,-0.219,843,46.754,-48.158,0.32,0.015,-0.035,0.34,nan,nan,nan,nan,nan,nan
K06728.01,6543682,1.196,0.692,71.23,6194,0.50,0,0,2.3e-144,0,0,0.8,0.001,1,0.8,,8962,35.448,-36.928,4.57,0.001,0.0,-2.49,0.01,-0.004,0.94,0.001,-0.002,1.21,0.004,-0.005,9.00,0.002,-0.002,2999,0.702,-1.607,0.00,0.002,-0.001,1.24,nan,nan,nan,nan,nan,nan
K06729.01,6545018,1.996,0.481,62.15,225,0.50,2.7e-289,8.4e-77,7.6e-20,2.2e-60,1.5e-18,5.8e-11,0.001,0.0047,1,,6457,236.464,-224.439,4.35,0.079,-0.089,-0.18,0.176,-0.205,1.19,0.186,-0.148,1.15,0.12,-0.103,9.25,0.19,-0.128,738,126.238,-99.78,0.64,0.142,-0.137,0.89,nan,nan,nan,nan,nan,nan
K06730.01,6548447,10.768,0.294,26.22,747,0.50,7e-164,3.4e-113,1.4e-09,7.8e-32,7.4e-29,2.9e-33,0.005,0.033,0.97,,5265,114.515,-99.178,4.55,0.04,-0.088,-0.03,0.149,-0.161,0.82,0.079,-0.05,0.85,0.048,-0.049,9.74,0.329,-0.447,255,25.892,-17.369,0.29,0.11,-0.103,0.88,nan,nan,nan,nan,nan,nan
K06731.01,6551106,3.846,0.011,1.18,78,3.60,1.2e-179,3.9e-07,0.01,1.7e-25,0.0001,0.1,0.110,0.11,1,,6851,107.168,-141.863,4.46,0.026,-0.027,-0.86,0.137,-0.147,0.99,0.046,-0.045,1.03,0.036,-0.037,9.10,0.134,-0.074,1252,63.54,-66.319,0.83,0.035,-0.072,0.88,nan,nan,nan,nan,nan,nan
K06732.01,6584167,0.734,0.006,0.70,25,2.40,0,6.6e-45,1.9e-16,3.3e-146,4.3e-13,6.7e-08,0.040,0.051,0.95,,6333,80.675,-86.018,4.42,0.05,-0.046,-0.23,0.164,-0.225,1.07,0.092,-0.098,1.09,0.069,-0.086,9.21,0.159,-0.106,651,58.73,-60.69,0.28,0.02,-0.042,0.30,nan,nan,nan,nan,nan,nan
K06733.01,6584278,1.289,0.005,0.56,11,2.34,0,5.2e-40,2.2e-113,0,6.2e-21,2e-22,0.013,1,0.00014,,6005,63.831,-60.683,4.45,0.025,-0.029,-0.02,0.103,-0.109,1.02,0.045,-0.048,1.07,0.033,-0.041,9.22,0.174,-0.113,736,35.006,-36.057,0.11,0.057,-0.053,0.28,5826,78,3.46,0.25,0.18,0.15
K06735.01,6591789,5.088,0.640,48.85,114703,0.50,2.6e-268,0.047,0.043,2.6e-19,3.9e-09,2.8e-05,0.001,0.089,1,,5531,50.431,-53.618,4.63,0.031,-0.025,-0.69,0.182,-0.215,0.70,0.035,-0.041,0.76,0.04,-0.039,9.41,0.279,-0.23,756,44.042,-47.367,0.28,0.012,-0.027,0.29,nan,nan,nan,nan,nan,nan
K06736.01,6593363,18.528,0.255,28.14,3383,0.50,1.3e-05,0.94,1.4e-07,6.8e-31,1.4e-08,1.1e-22,0.005,0.94,1,,6056,74.261,-79.388,4.45,0.05,-0.06,-0.15,0.19,-0.221,1.01,0.092,-0.091,1.04,0.067,-0.081,9.35,0.25,-0.2,432,41.343,-39.939,0.23,0.022,-0.046,0.26,nan,nan,nan,nan,nan,nan
K06737.01,6594972,10.819,0.626,52.90,109404,0.50,4.4e-08,0.72,0.00064,1e-11,4.1e-10,4.4e-14,0.001,0.72,1,,5654,58.926,-65.589,4.58,0.026,-0.045,-0.45,0.196,-0.16,0.78,0.062,-0.04,0.83,0.064,-0.047,9.38,0.333,-0.257,556,46.617,-31.839,0.26,0.022,-0.044,0.29,nan,nan,nan,nan,nan,nan
K06738.01,6595662,2.681,0.416,34.75,12201,0.50,3.2e-219,0.89,0.00071,2.5e-22,6e-08,7.8e-15,0.001,0.9,1,,5792,56.373,-62.284,4.59,0.024,-0.032,-0.60,0.157,-0.207,0.77,0.04,-0.037,0.83,0.043,-0.042,9.35,0.268,-0.209,690,40.661,-37.223,0.27,0.015,-0.03,0.29,nan,nan,nan,nan,nan,nan
K06739.01,6603765,19.164,0.015,1.09,199,3.90,1.5e-17,3.3e-05,0.1,1.1e-07,0.0002,0.098,0.104,0.2,1,,5195,41.927,-43.765,4.65,0.025,-0.029,-0.53,0.176,-0.205,0.67,0.042,-0.033,0.72,0.052,-0.033,9.38,0.351,-0.265,671,45.194,-36.472,0.24,0.011,-0.023,0.25,nan,nan,nan,nan,nan,nan
K06740.01,6606282,1.054,0.372,35.41,102,0.50,3.4e-11,0.00083,0.22,0.00015,0.55,0.23,0.001,1,1,,5715,78.671,-100.339,4.52,0.053,-0.077,-0.24,0.191,-0.217,0.87,0.084,-0.084,0.90,0.066,-0.078,9.52,0.353,-0.329,341,33.832,-34.26,0.25,0.053,-0.077,0.32,nan,nan,nan,nan,nan,nan
K06741.01,6606669,0.970,0.011,0.85,114,0.50,1e-14,3.9e-42,0.75,6e-09,3.2e-08,0.24,0.061,0.99,1,,4558,41.491,-41.142,4.59,0.025,-0.014,0.05,0.102,-0.101,0.71,0.016,-0.019,0.72,0.019,-0.019,10.07,0.08,-0.247,106,3.057,-3.279,0.15,0.068,-0.067,0.32,4555,54,2.35,0.20,0.10,0.15
K06742.01,6607610,63.520,0.163,14.26,5994,0.50,0,0.07,0.0065,5.7e-118,1e-16,7.8e-19,0.067,0.11,0.97,,4934,27.857,-30.406,4.54,0.043,-0.035,0.22,0.081,-0.078,0.80,0.031,-0.028,0.82,0.027,-0.026,9.96,0.17,-0.483,561,22.413,-20.196,0.27,0.014,-0.029,0.29,4938,58,3.39,0.19,0.34,0.10
K06743.01,6610219,11.301,0.614,75.26,623,0.50,0,4.6e-18,9.5e-10,1.1e-63,1.2e-15,2.9e-06,0.001,2.9e-06,1,,6230,63.397,-64.958,4.39,0.035,-0.042,-0.08,0.116,-0.096,1.12,0.07,-0.062,1.13,0.05,-0.043,9.27,0.175,-0.133,595,40.415,-34.557,0.24,0.039,-0.051,0.30,6143,83,4.17,0.16,-0.02,0.15
K06744.01,6610433,0.921,0.009,1.96,14,6.00,0,0,0,0,0,0,0.201,1,0,,7910,72.196,-71.829,4.08,0.108,-0.031,-0.18,0.062,-0.08,2.00,0.077,-0.313,1.74,0.014,-0.153,9.02,0.043,-0.014,429,17.033,-66.572,0.12,0.047,-0.048,0.31,7894,78,3.83,0.21,0.21,0.15
K06746.01,6628926,2.564,0.047,6.81,787,0.50,0.001,0.86,0.0011,0.00038,0.0013,3.3e-06,0.051,0.87,1,,7054,195.328,-275.155,4.29,0.071,-0.054,-0.33,0.177,-0.212,1.33,0.148,-0.159,1.26,0.137,-0.118,9.17,0.125,-0.077,1032,119.748,-134.338,0.91,0.104,-0.159,1.06,nan,nan,nan,nan,nan,nan
K06747.01,6629156,0.715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NoSeconary,7640,103.731,-112.498,4.42,0.018,-0.026,-0.91,0.094,-0.12,1.11,0.042,-0.031,1.18,0.03,-0.028,9.07,0.092,-0.053,1261,50.222,-40.196,0.89,0.02,-0.042,0.92,nan,nan,nan,nan,nan,nan
K06748.01,6629588,2.264,0.534,67.02,20139,0.50,0,7.9e-27,1.5e-21,2e-117,4.8e-34,9e-10,0.001,0.12,0.88,,6826,169.58,-222.343,4.37,0.062,-0.059,-0.51,0.165,-0.153,1.15,0.114,-0.116,1.12,0.077,-0.082,9.20,0.173,-0.111,844,90.541,-91.938,0.69,0.09,-0.129,0.82,nan,nan,nan,nan,nan,nan
K06750.01,6664842,5.214,0.008,0.78,45,2.64,3.1e-163,6.3e-15,0.0016,1.2e-25,5e-06,0.015,0.048,0.017,1,,5703,60.494,-62.121,4.52,0.023,-0.024,-0.08,0.114,-0.119,0.89,0.038,-0.037,0.97,0.037,-0.04,9.26,0.228,-0.156,731,34.619,-32.849,0.15,0.053,-0.06,0.24,5529,82,4.12,0.22,0.14,0.15
K06751.01,6665064,24.995,0.023,2.20,439,2.10,2.7e-90,3e-07,0.00074,5.9e-21,9.1e-05,0.00086,0.219,0.002,1,,5688,42.598,-43.369,4.52,0.017,-0.019,-0.15,0.104,-0.119,0.88,0.026,-0.026,0.94,0.036,-0.045,9.43,0.216,-0.228,937,31.4,-31.3,0.24,0.007,-0.016,0.25,5761,78,4.49,0.02,0.14,0.15
K06751.02,6665064,0.698,0.278,26.53,436,0.78,2.1e-80,5e-05,0.3,1.2e-37,0.0053,0.7,0.008,1,1,,5687,42.704,-41.891,4.52,0.017,-0.019,-0.15,0.104,-0.118,0.88,0.027,-0.026,0.94,0.035,-0.045,9.43,0.213,-0.243,937,31.191,-31.091,0.24,0.008,-0.016,0.25,5761,78,4.49,0.02,0.14,0.15
K06752.01,6670610,8.943,0.014,0.97,158,2.13,6.2e-14,3.9e-06,0.016,5.4e-06,0.00029,0.02,0.079,0.037,1,,4275,46.009,-69.741,4.66,0.031,-0.022,-0.05,0.203,-0.211,0.63,0.028,-0.05,0.66,0.039,-0.058,9.52,0.429,-0.329,396,23.486,-39.272,0.21,0.03,-0.061,0.26,nan,nan,nan,nan,nan,nan
K06754.01,6672229,23.832,0.584,42.48,167517,0.50,3.5e-11,0.72,0.031,6.7e-10,2.9e-06,2.9e-06,0.001,0.75,1,,5460,54.7,-52.581,4.65,0.028,-0.029,-0.80,0.214,-0.164,0.67,0.038,-0.033,0.73,0.036,-0.03,9.38,0.287,-0.221,800,49.585,-43.995,0.24,0.013,-0.028,0.26,nan,nan,nan,nan,nan,nan
K06755.01,6676725,1.429,0.009,0.80,32,1.74,0,0,3.2e-204,0,2.4e-316,1.1e-54,0.052,1,0,,6146,66.463,-70.261,4.56,0.022,-0.024,-0.73,0.158,-0.173,0.82,0.036,-0.033,0.89,0.033,-0.036,9.19,0.2,-0.131,822,39.838,-37.1,0.24,0.014,-0.029,0.26,nan,nan,nan,nan,nan,nan
K06757.01,6695889,1.107,0.500,40.13,64121,0.50,0,4.2e-35,0.94,8.3e-77,1.2e-10,5.1e-08,0.001,0.94,1,,5962,63.346,-64.491,4.61,0.019,-0.024,-0.94,0.191,-0.112,0.74,0.035,-0.024,0.81,0.035,-0.024,9.30,0.177,-0.131,953,50.645,-38.594,0.29,0.013,-0.028,0.31,nan,nan,nan,nan,nan,nan
K06758.01,6697716,0.722,0.520,41.85,2962,0.50,4.1e-65,6.4e-66,5e-05,2.9e-24,1.4e-12,0.99,0.001,1,0.99,,5085,47.981,-54.689,4.60,0.041,-0.045,-0.20,0.188,-0.221,0.74,0.048,-0.063,0.78,0.051,-0.061,9.64,0.353,-0.396,429,30.019,-39.379,0.29,0.031,-0.059,0.34,nan,nan,nan,nan,nan,nan
K06760.01,6698670,10.816,0.197,24.38,876,0.50,6.7e-07,0.61,5.6e-06,4.6e-27,6.4e-06,6.9e-41,0.011,0.61,1,,6471,94.116,-117.514,4.38,0.058,-0.061,-0.27,0.178,-0.222,1.14,0.116,-0.113,1.12,0.084,-0.089,9.25,0.183,-0.133,545,60.641,-55.901,0.34,0.037,-0.068,0.39,nan,nan,nan,nan,nan,nan
K06761.01,6706287,1.268,0.618,53.78,618,0.50,8.9e-52,2.4e-39,6.6e-12,5e-08,1,3.8e-08,0.001,1,1,,5188,92.968,-97.857,4.56,0.042,-0.072,-0.06,0.139,-0.171,0.80,0.063,-0.053,0.83,0.04,-0.049,9.80,0.288,-0.511,304,25.965,-22.532,0.45,0.094,-0.106,0.64,nan,nan,nan,nan,nan,nan
K06763.01,6763884,2.447,0.005,0.55,13,3.90,3.2e-06,0.16,0.38,0.0042,0.16,0.24,0.002,0.95,1,,5868,55.887,-60.251,4.45,0.035,-0.053,0.03,0.099,-0.098,1.01,0.063,-0.048,1.04,0.033,-0.038,9.48,0.216,-0.27,303,19.391,-15.27,0.15,0.051,-0.051,0.26,5821,69,4.42,0.06,0.10,0.15
K06764.01,6766748,7.003,0.565,59.45,724,0.50,2e-151,6.1e-16,0.00023,3e-28,6.3e-13,4.3e-11,0.001,0.00023,1,,6692,81.48,-80.798,4.47,0.026,-0.029,-0.81,0.145,-0.154,0.96,0.046,-0.043,1.01,0.035,-0.035,9.12,0.147,-0.084,801,42.323,-38.654,0.21,0.014,-0.03,0.23,nan,nan,nan,nan,nan,nan
K06765.01,6768616,13.056,0.012,0.94,71,1.83,5.1e-142,2.8e-15,0.0019,2.5e-19,1.2e-06,0.0016,0.081,0.0036,1,,5740,55.272,-59.462,4.62,0.029,-0.025,-0.78,0.208,-0.189,0.72,0.038,-0.037,0.79,0.039,-0.036,9.37,0.232,-0.179,785,45.223,-44.656,0.24,0.014,-0.028,0.26,nan,nan,nan,nan,nan,nan
K06765.02,nan,nan,0.010,0.79,86,3.30,2e-100,2.2e-16,0.0026,2.1e-18,7e-07,0.003,0.052,0.0057,1,,5741,56.734,-58.652,4.62,0.029,-0.024,-0.77,0.2,-0.192,0.72,0.036,-0.038,0.79,0.038,-0.036,9.37,0.227,-0.171,787,44.287,-45.699,0.24,0.012,-0.027,0.26,nan,nan,nan,nan,nan,nan
K06767.01,6778289,30.130,0.569,68.50,27130,0.50,9.9e-82,0.29,0.00022,1.1e-20,2.2e-09,2.1e-10,0.001,0.29,1,,6777,84.669,-89.985,4.39,0.045,-0.048,-0.56,0.187,-0.168,1.10,0.091,-0.077,1.10,0.068,-0.052,9.16,0.157,-0.105,616,52.52,-44.794,0.26,0.018,-0.038,0.29,nan,nan,nan,nan,nan,nan
K06768.01,6781047,7.044,0.035,3.96,16,1.35,0,0,0,0,0,0,0.100,1,0,,6235,78.804,-94.966,4.41,0.083,-0.109,-0.40,0.231,-0.181,1.04,0.151,-0.12,0.99,0.097,-0.071,9.52,0.246,-0.315,353,52.621,-41.81,0.30,0.027,-0.057,0.34,nan,nan,nan,nan,nan,nan
K06769.01,6781535,9.122,0.464,50.39,35307,0.50,1.2e-39,0.97,0.0032,6.6e-07,1.7e-09,5.1e-07,0.001,0.97,1,,5949,62.726,-62.372,4.46,0.029,-0.038,-0.06,0.103,-0.11,1.00,0.051,-0.048,1.04,0.04,-0.046,9.33,0.225,-0.186,590,31.625,-30.481,0.29,0.049,-0.054,0.37,5857,79,4.40,0.09,-0.04,0.15
K06770.01,6792124,0.529,0.007,0.93,30,1.11,4.9e-242,2.4e-87,9.2e-311,2.4e-94,4.2e-49,1.9e-19,0.084,1,0,,6499,103.29,-135.323,4.34,0.055,-0.063,-0.15,0.17,-0.178,1.22,0.126,-0.106,1.18,0.085,-0.081,9.24,0.17,-0.119,643,69.441,-61.006,0.51,0.044,-0.079,0.57,nan,nan,nan,nan,nan,nan
K06771.01,6804648,0.701,0.005,0.85,25,1.71,0.00033,0.041,0.43,0.00093,0.021,0.21,0.052,0.7,1,,6976,222.045,-230.403,4.20,0.077,-0.091,-0.08,0.151,-0.166,1.56,0.252,-0.194,1.42,0.142,-0.142,9.15,0.114,-0.077,671,112.81,-88.065,0.61,0.117,-0.138,0.81,nan,nan,nan,nan,nan,nan
K06772.01,6806632,9.469,0.246,29.75,7857,0.50,0,0.97,0.0033,4.2e-72,1.9e-17,8.6e-19,0.003,0.98,1,,9849,246.551,-294.612,4.49,0.013,-0.016,-1.50,0.078,-0.086,1.11,0.029,-0.027,1.39,0.034,-0.045,9.02,0.029,-0.013,1208,37.763,-41.226,0.40,0.054,-0.059,0.94,nan,nan,nan,nan,nan,nan
