,pp_host_prob_prov,pp_1hi_starid,pp_1hi_rel_prob,pp_2rel_prob,pp_unk_rel_prob,pp_1hi_ra,pp_1hi_mod_depth,pp_2hi_starid,pp_dv_run_id,pp_host_prob_score,pp_host_prior_prob,pp_2mod_depth,pp_koi_time0bk,pp_2hi_dec,pp_koi_period,pp_1hi_prob_prov,pp_host_rel_prob,pp_bkgd_density,pp_2prob_prov,pp_1hi_dec,pp_koi_depth,pp_2hi_ra,pp_1hi_kepmag,pp_2hi_kepmag,pp_2hi_rel_prob,pp_2hi_prob_prov,pp_2hi_mod_depth,pp_1prob_prov,pp_1rel_prob,pp_1mod_depth
K05786.01,PROB,KIC 10320341,1.0,,2.832e-07,282.197,705908.0,,q1_q17_dr24_tce,1.0,0.94,,158.5292,,30.11,KIC,1.0,4.975e-06,,47.4196,87472.0,,14.48,,,,,,,
K05790.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.91,,,,,,,,,,,,,,,,,,,
K05792.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.82,,,,,,,,,,,,,,,,,,,
K05797.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K05800.01,PROB,KIC 10525077,1.0,,0.0001684,287.3781,1105.0,,q1_q17_dr24_tce,0.22,0.91,,135.9866,,11.01,KIC,1.0,7.959e-06,,47.7712,126.0,,15.36,,,,,,,
K05801.02,PROB,KIC 10535708,0.89,,0.0004726,292.1145,517.0,KIC 10535711,q1_q17_dr24_tce,0.0,0.87,,131.5484,47.7295,0.93,KIC,0.89,1.168e-05,,47.7295,69.0,292.1153,15.61,18.59,0.11,KIC,8537.0,,,
K05804.01,PROB,KIC 10551346,1.0,,6.064e-07,297.6191,57516.0,,q1_q17_dr24_tce,1.0,0.8,,131.8967,,0.71,KIC,1.0,1.046e-05,,47.7679,2728.0,,13.73,,,,,,,
K05805.01,PROB,KIC 10552151,1.0,,3.465e-05,297.8389,1357.0,KIC 10552147,q1_q17_dr24_tce,1.0,0.8,,306.8834,47.7524,525.78,KIC,1.0,1.309e-05,,47.7517,976.0,297.8376,14.52,19.1,1.2e-16,KIC,125437.0,,,
K05814.01,PROB,KIC 10616656,1.0,,4.68e-07,297.6945,479378.0,,q1_q17_dr24_tce,1.0,0.8,,135.9662,,25.29,KIC,1.0,8.183e-06,,47.879,62932.0,,12.14,,,,,,,
K05817.01,PROB,KIC 10658177,1.0,,3.494e-05,288.7264,394.0,,q1_q17_dr24_tce,0.7,0.9,,217.1334,,113.09,KIC,1.0,4.867e-06,,47.9069,132.0,,13.34,,,,,,,
K05818.01,PROB,KIC 10661679,1.0,,0.0005962,290.2531,515.0,,q1_q17_dr24_tce,0.22,0.89,,131.8933,,1.23,KIC,1.0,7.904e-06,,47.9833,25.0,,14.8,,,,,,,
K05823.01,PROB,KIC 10724569,0.0027,,0.9973,289.1698,2000.0,UKIRT 44117906316644,q1_q17_dr24_tce,0.0,0.9,,131.8367,48.0659,0.75,KIC,0.0027,9.085e-06,,48.0668,82.0,289.17,15.49,20.7,4.5e-10,UKIRT,498897.0,,,
K05827.01,PROB,KIC 10777591,0.99,,0.0001156,282.2368,486.0,KIC 10777590,q1_q17_dr24_tce,0.78,0.94,,133.7992,48.1563,6.11,KIC,0.99,3.519e-06,,48.1542,61.0,282.2367,13.33,16.52,0.0063,KIC,39579.0,,,
K05831.01,PROB,KIC 10813078,1.0,,7.946e-06,297.4517,14712.0,,q1_q17_dr24_tce,1.0,0.81,,132.6588,,10.55,KIC,1.0,1.832e-05,,48.1569,864.0,,15.71,,,,,,,
K05832.01,PROB,KIC 10817596,0.0,,2.629e-06,298.7048,467955.0,KIC 10817600,q1_q17_dr24_tce,1.0,0.79,,131.7901,48.1009,2.75,KIC,0.0,9.385e-06,,48.1025,163.0,298.7069,17.45,12.6,0.0,KIC,3246.0,,,
K05833.01,PROB,KIC 10850327,8.1e-07,,1.0,286.5912,841.0,KIC 10850328,q1_q17_dr24_tce,1.0,0.92,,470.3621,48.2187,440.16,KIC,8.1e-07,3.944e-06,,48.2203,741.0,286.5928,13.01,17.19,0.0,KIC,161949.0,,,
K05834.01,PROB,KIC 10855545,1.0,,0.0001743,289.2173,2028.0,,q1_q17_dr24_tce,0.13,0.9,,159.7233,,37.54,KIC,1.0,9.87e-06,,48.2043,337.0,,15.77,,,,,,,
K05841.01,PROB,KIC 10920086,1.0,,3.84e-06,291.8521,5302.0,,q1_q17_dr24_tce,1.0,0.88,,132.1437,,3.21,KIC,1.0,5.023e-06,,48.3196,156.0,,12.52,,,,,,,
K05842.01,PROB,KIC 10933306,0.95,,0.0002311,297.1943,1675.0,UKIRT 44117905914131,q1_q17_dr24_tce,0.18,0.81,,154.2844,48.3217,57.77,KIC,0.95,1.28e-05,,48.3229,288.0,297.1942,14.75,19.03,0.052,UKIRT,146666.0,,,
K05846.01,PROB,KIC 10977671,1.0,,0.0003812,292.8158,225.0,KIC 10977676,q1_q17_dr24_tce,0.64,0.87,,180.2057,48.4225,199.04,KIC,1.0,7.982e-06,,48.4222,239.0,292.8175,14.32,16.91,9.5e-11,KIC,6993.0,,,
K05850.01,PROB,KIC 10991389,1.0,,0.0006007,298.2918,3958.0,,q1_q17_dr24_tce,0.94,0.8,,344.0653,,303.22,KIC,1.0,1.458e-05,,48.4657,1603.0,,14.9,,,,,,,
K05854.01,PROB,KIC 11026582,1.0,,8.088e-06,290.2508,1532.0,KIC 11026578,q1_q17_dr24_tce,1.0,0.89,,239.5001,48.5573,240.57,KIC,1.0,6.985e-06,,48.5587,925.0,290.2492,14.47,17.89,4.6e-23,KIC,435489.0,,,
K05855.01,PROB,KIC 11036168,1.0,,9.021e-07,294.7965,5845.0,,q1_q17_dr24_tce,1.0,0.85,,210.6945,,217.79,KIC,1.0,1.176e-05,,48.5579,1514.0,,15.14,,,,,,,
K05856.01,PROB,KIC 11037818,1.0,,4.862e-05,295.4824,311.0,,q1_q17_dr24_tce,0.98,0.84,,165.6748,,259.34,KIC,1.0,1.101e-05,,48.5244,328.0,,14.76,,,,,,,
K05858.01,PROB,UKIRT 44117905918355,8.5e-12,,1.0,298.7585,310826.0,KIC 11046870,q1_q17_dr24_tce,1.0,0.8,,136.5505,48.5978,8.34,UKIRT,0.0,1.593e-05,,48.599,275.0,298.7583,20.37,15.07,0.0,KIC,1428.0,,,
K05862.01,PROB,,,,5.407e-07,,,,q1_q17_dr24_tce,1.0,0.91,,131.8369,,0.7,,1.0,8.579e-06,,,372046.0,,,,,,,,,
K05863.01,PROB,KIC 11080702,1.0,,0.000213,290.0021,691.0,,q1_q17_dr24_tce,0.12,0.89,,132.5543,,8.67,KIC,1.0,6.393e-06,,48.6554,89.0,,14.22,,,,,,,
K05865.01,PROB,UKIRT 44117906008879,1.0,,1.648e-06,294.8693,806969.0,KIC 11090561,q1_q17_dr24_tce,1.0,0.85,,131.5573,48.6496,35.87,UKIRT,0.0,7.301e-06,,48.6488,1053.0,294.8682,18.36,13.38,0.0,KIC,7155.0,,,
K05874.01,PROB,KIC 11152511,0.0,,1.0,298.0623,290.0,UKIRT 44117905888676,q1_q17_dr24_tce,1.0,0.81,,360.841,48.7233,287.32,KIC,0.0,9.915e-06,,48.7249,387.0,298.0602,13.62,18.21,0.0,UKIRT,56670.0,,,
K05875.01,PROB,KIC 11176166,1.0,,4.169e-06,283.0686,4145.0,,q1_q17_dr24_tce,1.0,0.94,,134.4155,,9.88,KIC,1.0,5.023e-06,,48.8021,445.0,,14.5,,,,,,,
K05875.02,PROB,KIC 11176166,5.1e-05,,0.9999,283.0686,2306.0,,q1_q17_dr24_tce,1.0,0.94,,133.0326,,4.27,KIC,5.1e-05,5.023e-06,,48.8021,218.0,,14.5,,,,,,,
K05887.01,PROB,KIC 11341314,1.0,,6.472e-05,286.8315,285.0,UKIRT 44117905213191,q1_q17_dr24_tce,0.5,0.92,,132.5656,49.1871,9.83,KIC,1.0,3.679e-06,,49.1882,45.0,286.8326,12.79,21.56,1.8e-05,UKIRT,968231.0,,,
K05889.01,PROB,KIC 11351454,1.0,,7.037e-06,292.3992,830.0,,q1_q17_dr24_tce,0.82,0.88,,462.0019,,374.46,KIC,1.0,1.047e-05,,49.1736,438.0,,15.43,,,,,,,
K05894.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.89,,,,,,,,,,,,,,,,,,,
K05895.01,PROB,KIC 11407847,1.0,,0.0001879,294.3008,775.0,,q1_q17_dr24_tce,0.22,0.86,,140.1062,,11.83,KIC,1.0,1.161e-05,,49.2403,125.0,,15.34,,,,,,,
K05899.01,PROB,KIC 11446961,1.0,,0.0001141,287.1537,838.0,,q1_q17_dr24_tce,0.33,0.92,,168.6323,,58.67,KIC,1.0,4.918e-06,,49.332,179.0,,13.9,,,,,,,
K05900.02,PROB,KIC 11453930,1.0,,8.228e-05,291.1453,245.0,,q1_q17_dr24_tce,0.78,0.89,,131.7419,,0.69,KIC,1.0,5.099e-06,,49.3653,26.0,,13.13,,,,,,,
K05906.01,PROB,KIC 11506938,1.0,,1.311e-05,291.6465,895.0,,q1_q17_dr24_tce,1.0,0.89,,149.1271,,22.58,KIC,1.0,3.969e-06,,49.4934,1334.0,,11.61,,,,,,,
K05909.01,PROB,KIC 11520114,1.0,,0.0002561,297.395,2725.0,UKIRT 44117905358107,q1_q17_dr24_tce,0.0,0.82,,131.6072,49.4839,7.08,KIC,1.0,1.806e-05,,49.4849,334.0,297.3934,15.97,20.06,1.9e-08,UKIRT,415927.0,,,
K05915.01,PROB,KIC 11599937,1.0,,5.693e-05,285.4592,3083.0,,q1_q17_dr24_tce,0.59,0.93,,167.2187,,37.63,KIC,1.0,6.259e-06,,49.6619,471.0,,15.01,,,,,,,
K05917.01,PROB,KIC 11601425,1.0,,0.0004572,286.3562,1560.0,,q1_q17_dr24_tce,0.0,0.92,,143.8926,,41.99,KIC,1.0,6.174e-06,,49.6901,320.0,,14.85,,,,,,,
K05929.01,PROB,KIC 11716643,1.0,,2.497e-06,293.8653,4244.0,UKIRT 44117904960628,q1_q17_dr24_tce,1.0,0.87,,434.9989,49.7992,466.0,KIC,1.0,8.913e-06,,49.8003,2444.0,293.8652,14.69,20.08,0.0,UKIRT,837915.0,,,
K05934.01,PROB,KIC 11811382,1.0,,8.296e-05,290.3636,12067.0,,q1_q17_dr24_tce,0.67,0.9,,142.3933,,19.38,KIC,1.0,5.662e-06,,50.0526,338.0,,13.89,,,,,,,
K05940.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.93,,,,,,,,,,,,,,,,,,,
K05943.01,PROB,KIC 11923213,0.95,,0.0001539,296.2046,1293.0,UKIRT 44117904869925,q1_q17_dr24_tce,0.05,0.85,,151.8663,50.2358,27.2,KIC,0.95,8.843e-06,,50.2363,185.0,296.2055,14.17,20.17,0.05,UKIRT,407735.0,,,
K05944.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.84,,,,,,,,,,,,,,,,,,,
K05947.01,PROB,KIC 11968514,0.0,,4.836e-07,294.3617,17955.0,,q1_q17_dr24_tce,1.0,0.87,,132.0896,,1.04,KIC,0.0,4.585e-06,,50.3076,388.0,,11.45,,,,,,,
K05961.01,PROB,KIC 12253490,1.0,,2.08e-06,288.6433,273655.0,,q1_q17_dr24_tce,1.0,0.92,,141.568,,19.16,KIC,1.0,7.029e-06,,50.9012,32431.0,,15.05,,,,,,,
K05962.01,PROB,KIC 12257851,0.99,,0.009147,291.2072,383.0,,q1_q17_dr24_tce,0.0,0.9,,132.4033,,1.31,KIC,0.99,8.822e-06,,50.9166,60.0,,15.37,,,,,,,
K05963.01,PROB,KIC 12265146,0.0,,1.0,295.1236,80603.0,KIC 12265150,q1_q17_dr24_tce,0.44,0.86,,133.0626,50.9061,1.69,KIC,0.0,8.386e-06,,50.9065,415.0,295.1254,16.58,14.39,0.0,KIC,5008.0,,,
K05964.01,PROB,KIC 12300524,0.91,,0.0002114,287.0901,498.0,KIC 12300520,q1_q17_dr24_tce,0.22,0.92,,146.811,51.0145,32.03,KIC,0.91,3.88e-06,,51.0161,82.0,287.0885,13.19,16.24,0.09,KIC,26885.0,,,
K05965.01,PROB,KIC 12349560,1.0,,0.0003114,286.9379,3229.0,,q1_q17_dr24_tce,0.02,0.93,,153.937,,43.4,KIC,1.0,8.43e-06,,51.1235,559.0,,15.94,,,,,,,
K05974.01,PROB,KIC 12554212,1.0,,7.449e-05,288.9162,622.0,KIC 12554201,q1_q17_dr24_tce,0.12,0.92,,131.8498,51.5355,4.77,KIC,1.0,4.443e-06,,51.535,65.0,288.9125,13.44,19.05,0.00043,KIC,724623.0,,,
K05976.01,PROB,KIC 12645761,1.0,,2.704e-07,289.7039,102010.0,,q1_q17_dr24_tce,1.0,0.91,,134.0815,,2.71,KIC,1.0,4.511e-06,,51.7144,13010.0,,13.37,,,,,,,
K05980.01,PROB,KIC 12736658,0.0,,1.0,290.2696,62942.0,,q1_q17_dr24_tce,1.0,0.91,,131.6683,,0.86,KIC,0.0,4.989e-06,,51.9163,275.0,,13.68,,,,,,,
K05982.01,PROB,KIC 2309587,1.0,,1.144e-06,292.8997,983406.0,,q1_q17_dr24_tce,1.0,0.75,,132.1017,,1.84,KIC,1.0,1.42e-05,,37.6593,116916.0,,13.93,,,,,,,
K05983.01,PROB,,,,6.559e-07,,,,q1_q17_dr24_tce,1.0,0.78,,139.6485,,8.41,,1.0,1.165e-05,,,137150.0,,,,,,,,,
K05984.01,PROB,,,,1.459e-06,,,,q1_q17_dr24_tce,1.0,0.76,,133.4287,,3.91,,1.0,1.736e-05,,,286610.0,,,,,,,,,
K05985.01,PROB,KIC 3347485,1.0,,6.392e-07,292.7797,58534.0,,q1_q17_dr24_tce,1.0,0.77,,137.12,,7.54,KIC,1.0,1.115e-05,,38.4485,6528.0,,12.92,,,,,,,
K05986.01,PROB,,,,4.278e-07,,,,q1_q17_dr24_tce,1.0,0.86,,132.3158,,1.95,,1.0,7.562e-06,,,128073.0,,,,,,,,,
K05987.01,PROB,KIC 3532985,1.0,,2.063e-05,287.9152,17192.0,,q1_q17_dr24_tce,1.0,0.85,,135.8048,,5.29,KIC,1.0,5.084e-06,,38.6408,2162.0,,11.32,,,,,,,
K05988.01,PROB,KIC 3831911,4e-21,,1.0,285.0551,183466.0,,q1_q17_dr24_tce,1.0,0.89,,149.8136,,30.48,KIC,4e-21,8.537e-06,,38.985,19742.0,,15.02,,,,,,,
K05989.01,PROB,UKIRT 44117919896789,1.0,,4.823e-06,291.9801,649115.0,KIC 3852258,q1_q17_dr24_tce,1.0,0.79,,135.1097,38.9712,5.76,UKIRT,0.0,1.145e-05,,38.9725,814.0,291.981,18.43,13.82,0.0,KIC,6605.0,,,
K05990.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.75,,,,,,0.0,,,,,,,,,,,,,
K05991.01,PROB,KIC 3869326,1.0,,2.094e-05,296.033,8323.0,,q1_q17_dr24_tce,1.0,0.7,,136.2114,,8.59,KIC,1.0,1.401e-05,,38.9367,464.0,,11.6,,,,,,,
K05992.01,PROB,KIC 3971315,0.0,,1.0,295.6932,47643.0,,q1_q17_dr24_tce,1.0,0.71,,136.6937,,9.89,KIC,0.0,1.665e-05,,39.0065,6081.0,,13.66,,,,,,,
K05993.01,PROB,KIC 4037428,1.0,,3.691e-07,285.145,175974.0,,q1_q17_dr24_tce,1.0,0.89,,135.1979,,4.26,KIC,1.0,4.902e-06,,39.187,22492.0,,12.87,,,,,,,
K05994.01,PROB,,,,6.92e-07,,,,q1_q17_dr24_tce,0.94,0.84,,136.0047,,4.8,,1.0,1.089e-05,,,133651.0,,,,,,,,,
K05995.01,PROB,UKIRT 44117917920855,5.9e-17,,2.293e-06,294.6858,632752.0,KIC 4275328,q1_q17_dr24_tce,1.0,0.74,,132.5215,39.3966,6.15,UKIRT,0.0,1.358e-05,,39.3974,2666.0,294.6864,16.69,13.3,0.0,KIC,23225.0,,,
K05996.01,PROB,KIC 4753561,0.0,,1.675e-06,293.7371,13898.0,,q1_q17_dr24_tce,1.0,0.77,,131.612,,4.94,KIC,0.0,1.783e-05,,39.8259,1669.0,,14.93,,,,,,,
K05997.01,PROB,KIC 4912991,1.0,,5.232e-05,288.4721,204057.0,,q1_q17_dr24_tce,1.0,0.86,,133.6081,,4.44,KIC,1.0,4.906e-06,,40.0877,25260.0,,11.3,,,,,,,
K05998.01,PROB,,,,1.299e-06,,,,q1_q17_dr24_tce,1.0,0.67,,152.2193,,62.74,,1.0,2.24e-05,,,244786.0,,,,,,,,,
K05999.01,PROB,KIC 5254231,1.0,,5.988e-05,284.0492,436106.0,KIC 5254230,q1_q17_dr24_tce,1.0,0.9,,137.9454,40.4085,7.04,KIC,0.0,7.241e-06,,40.407,1833.0,284.0484,17.25,14.88,0.0,KIC,14715.0,,,
K06000.01,PROB,KIC 5385139,0.81,,0.001712,297.5207,840.0,UKIRT 44117917535514,q1_q17_dr24_tce,0.0,0.69,,141.4415,40.585,12.43,KIC,0.81,3.614e-05,,40.5854,228.0,297.5219,15.84,20.93,0.19,UKIRT,127916.0,,,
K06001.01,PROB,KIC 5385150,0.98,,0.000597,297.5228,550.0,KIC 5385155,q1_q17_dr24_tce,0.0,0.69,,141.1863,40.5813,12.43,KIC,0.98,3.141e-05,,40.5813,171.0,297.5245,15.47,16.77,0.015,KIC,5791.0,,,
K06002.01,PROB,KIC 5385269,0.41,,0.008207,297.551,372.0,KIC 5385266,q1_q17_dr24_tce,0.0,0.69,,141.6514,40.5587,12.42,KIC,0.41,2.107e-05,,40.5574,117.0,297.5509,14.33,17.42,0.39,KIC,16821.0,,,
K06003.01,PROB,KIC 5385509,1.0,,0.0008004,297.6044,1203.0,UKIRT 44117917612450,q1_q17_dr24_tce,0.02,0.69,,141.5542,40.5341,12.43,KIC,1.0,3.492e-05,,40.5329,307.0,297.6044,15.71,20.02,0.0028,UKIRT,210246.0,,,
K06004.01,PROB,KIC 5385566,0.96,,0.0009095,297.6176,977.0,UKIRT 44117917612899,q1_q17_dr24_tce,0.0,0.69,,141.5415,40.5058,12.43,KIC,0.96,3.283e-05,,40.5068,422.0,297.6158,15.54,18.69,0.039,UKIRT,151008.0,,,
K06005.01,PROB,KIC 5385773,1.0,,0.0006638,297.6673,408.0,UKIRT 44117917614835,q1_q17_dr24_tce,0.56,0.69,,141.5313,40.5127,12.43,KIC,1.0,2.38e-05,,40.5141,129.0,297.6668,14.67,19.4,0.004,UKIRT,91765.0,,,
K06006.01,PROB,KIC 5386163,1.0,,0.0003356,297.7536,172.0,,q1_q17_dr24_tce,0.44,0.68,,141.7121,,12.42,KIC,1.0,1.744e-05,,40.5526,48.0,,13.26,,,,,,,
K06007.01,PROB,KIC 5470960,0.84,,0.001847,297.5343,869.0,,q1_q17_dr24_tce,0.0,0.69,,141.6086,,12.42,KIC,0.84,3.749e-05,,40.6534,211.0,,15.96,,,,,,,
K06008.01,PROB,KIC 5471068,0.83,,0.0004189,297.5595,577.0,UKIRT 44117917537913,q1_q17_dr24_tce,0.22,0.69,,141.3201,40.6387,12.43,KIC,0.83,2.803e-05,,40.6395,174.0,297.5596,15.18,20.86,0.14,UKIRT,138996.0,,,
K06009.01,PROB,KIC 5471192,1.0,,0.001038,297.5877,532.0,KIC 5471195,q1_q17_dr24_tce,0.22,0.69,,141.4211,40.6306,12.43,KIC,1.0,2.075e-05,,40.6321,136.0,297.5885,14.29,17.48,7.2e-05,KIC,57614.0,,,
K06010.01,PROB,KIC 5471217,0.99,,0.001026,297.5953,400.0,UKIRT 44117917611995,q1_q17_dr24_tce,0.33,0.69,,141.5823,40.6607,12.43,KIC,0.99,2.153e-05,,40.6607,144.0,297.593,14.42,19.57,0.011,UKIRT,252544.0,,,
K06011.01,PROB,UKIRT 44117916059361,0.47,,0.0002403,297.7445,248516.0,KIC 5471764,q1_q17_dr24_tce,0.0,0.69,,141.6623,40.6736,12.42,UKIRT,0.16,2.63e-05,,40.6738,134.0,297.7436,20.86,17.12,0.26,KIC,44019.0,,,
K06012.01,PROB,KIC 5471770,0.96,,0.0007388,297.7457,307.0,KIC 5471775,q1_q17_dr24_tce,0.44,0.69,,141.5525,40.6529,12.43,KIC,0.96,1.814e-05,,40.6525,100.0,297.7467,13.61,17.7,0.025,KIC,16078.0,,,
K06013.01,PROB,KIC 5556804,1.0,,0.001617,297.6326,695.0,,q1_q17_dr24_tce,0.03,0.69,,141.8196,,12.42,KIC,1.0,3.699e-05,,40.7091,179.0,,15.9,,,,,,,
K06014.01,PROB,,,,2.218e-07,,,,q1_q17_dr24_tce,1.0,0.91,,137.21,,6.72,,1.0,3.954e-06,,,166570.0,,,,,,,,,
K06015.01,PROB,KIC 5643492,0.0,,2.107e-06,297.7605,32659.0,,q1_q17_dr24_tce,1.0,0.69,,161.1752,,41.87,KIC,0.0,2.237e-05,,40.8299,4492.0,,14.53,,,,,,,
K06016.01,PROB,KIC 5795648,1.0,,2.866e-06,293.2944,190382.0,,q1_q17_dr24_tce,1.0,0.79,,135.4339,,4.55,KIC,1.0,8.126e-06,,41.0354,23570.0,,11.47,,,,,,,
K06017.01,PROB,KIC 5961350,1.0,,5.317e-07,292.1745,179764.0,,q1_q17_dr24_tce,1.0,0.81,,135.6265,,5.26,KIC,1.0,9.433e-06,,41.2907,22578.0,,13.54,,,,,,,
K06018.01,PROB,KIC 5979863,1.0,,1.471e-06,297.0,418890.0,,q1_q17_dr24_tce,1.0,0.72,,133.5526,,16.62,KIC,1.0,2.538e-05,,41.29,55794.0,,15.23,,,,,,,
K06019.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K06020.01,PROB,KIC 6128027,1.0,,1.538e-06,293.2185,860297.0,,q1_q17_dr24_tce,1.0,0.8,,136.9073,,5.46,KIC,1.0,2.084e-05,,41.4173,106060.0,,15.86,,,,,,,
K06021.01,PROB,KIC 6146418,0.0,,2.27e-05,297.7937,14466.0,,q1_q17_dr24_tce,1.0,0.7,,149.1601,,22.45,KIC,0.0,1.427e-05,,41.4024,1931.0,,11.88,,,,,,,
K06022.01,PROB,KIC 6150977,0.0,,0.0005489,298.8244,192219.0,UKIRT 44117915222030,q1_q17_dr24_tce,1.0,0.67,,133.678,41.4354,2.77,KIC,0.0,3.651e-05,,41.4359,20636.0,298.8237,15.66,17.31,0.0,UKIRT,946891.0,,,
K06023.01,PROB,,,,8.227e-06,,,,q1_q17_dr24_tce,0.99,0.92,,134.1523,,3.66,,1.0,8.092e-06,,,128300.0,,,,,,,,,
K06024.01,PROB,KIC 6191945,1.0,,7.254e-09,287.3327,173142.0,,q1_q17_dr24_tce,1.0,0.88,,135.5298,,6.81,KIC,1.0,6.861e-06,,41.5067,14710.0,,14.04,,,,,,,
K06025.01,PROB,KIC 6209347,1.0,,9.509e-07,293.1983,593617.0,,q1_q17_dr24_tce,1.0,0.8,,133.027,,2.14,KIC,1.0,1.683e-05,,41.5583,77088.0,,15.28,,,,,,,
K06026.01,PROB,KIC 6268722,1.0,,2.437e-07,285.5184,380758.0,,q1_q17_dr24_tce,1.0,0.9,,133.004,,2.64,KIC,1.0,4.293e-06,,41.6605,48170.0,,12.6,,,,,,,
K06027.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.74,,,,,,,,,,,,,,,,,,,
K06028.01,PROB,KIC 6606934,1.0,,7.886e-07,292.0717,913763.0,,q1_q17_dr24_tce,1.0,0.82,,153.8409,,37.81,KIC,1.0,1.279e-05,,42.0764,107386.0,,14.9,,,,,,,
K06029.01,PROB,KIC 6614926,1.0,,2.315e-06,294.3314,564779.0,,q1_q17_dr24_tce,1.0,0.78,,133.328,,3.03,KIC,1.0,1.236e-05,,42.094,68340.0,,14.04,,,,,,,
K06030.01,PROB,KIC 6628237,1.0,,0.001171,297.471,512706.0,,q1_q17_dr24_tce,0.13,0.72,,135.1397,,3.84,KIC,1.0,1.925e-05,,42.0879,63416.0,,14.48,,,,,,,
K06031.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.81,,,,,,,,,,,,,,,,,,,
K06032.01,PROB,KIC 6934587,1.0,,3.076e-07,286.9976,504429.0,,q1_q17_dr24_tce,1.0,0.89,,132.4676,,1.57,KIC,1.0,5.492e-06,,42.4652,47399.0,,13.41,,,,,,,
K06033.01,PROB,UKIRT 44117913005055,1.0,,4.708e-05,297.0148,578627.0,KIC 7219906,q1_q17_dr24_tce,1.0,0.74,,153.396,42.7892,35.09,UKIRT,0.0,1.631e-05,,42.7881,4776.0,297.0146,16.73,14.27,0.0,KIC,41668.0,,,
K06034.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.93,,,,,,,,,,,,,,,,,,,
K06035.01,PROB,KIC 7295570,6.8e-23,,1.0,295.658,211727.0,,q1_q17_dr24_tce,1.0,0.77,,131.6465,,3.6,KIC,6.8e-23,1.517e-05,,42.8012,16361.0,,14.49,,,,,,,
K06036.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K06038.01,PROB,,,,9.941e-07,,,,q1_q17_dr24_tce,1.0,0.87,,143.9398,,19.93,,1.0,8.513e-06,,,174235.0,,,,,,,,,
K06039.01,PROB,KIC 7537945,0.0,,1.0,294.678,115023.0,,q1_q17_dr24_tce,1.0,0.79,,131.6119,,1.07,KIC,0.0,1.624e-05,,43.1993,10972.0,,15.08,,,,,,,
K06040.01,PROB,,,,7.519e-06,,,,q1_q17_dr24_tce,1.0,0.76,,148.6674,,18.02,,1.0,1.829e-05,,,180336.0,,,,,,,,,
K06041.01,PROB,,,,2.906e-06,,,,q1_q17_dr24_tce,0.76,0.77,,133.302,,4.03,,1.0,1.257e-05,,,120910.0,,,,,,,,,
K06042.01,PROB,,,,5.624e-07,,,,q1_q17_dr24_tce,1.0,0.86,,132.7421,,2.37,,1.0,9.153e-06,,,243085.0,,,,,,,,,
K06043.01,PROB,UKIRT 44117912125654,1.0,,1.529e-06,298.845,237508.0,KIC 7777397,q1_q17_dr24_tce,1.0,0.71,,135.1804,43.402,5.09,UKIRT,0.0,1.302e-05,,43.4026,102.0,298.843,17.23,11.59,0.0,KIC,1086.0,,,
K06044.01,PROB,KIC 7830321,1.0,,1.988e-06,294.4544,28256.0,,q1_q17_dr24_tce,1.0,0.8,,131.6883,,2.03,KIC,1.0,1.782e-05,,43.5005,2665.0,,15.48,,,,,,,
K06045.01,PROB,UKIRT 44117912154681,1.0,,2.388e-06,297.7399,812934.0,KIC 7841986,q1_q17_dr24_tce,1.0,0.74,,141.1124,43.5103,10.73,UKIRT,0.0,1.428e-05,,43.5112,6665.0,297.7398,16.31,13.6,0.0,KIC,52538.0,,,
K06046.01,PROB,KIC 7877820,0.0,,1.0,286.2869,104531.0,,q1_q17_dr24_tce,0.92,0.9,,136.0261,,9.45,KIC,0.0,4.65e-06,,43.6136,12532.0,,13.1,,,,,,,
K06047.01,PROB,KIC 7914906,1.0,,7.981e-07,298.8165,339310.0,,q1_q17_dr24_tce,1.0,0.72,,138.7247,,8.75,KIC,1.0,1.311e-05,,43.6733,41679.0,,11.96,,,,,,,
K06049.01,PROB,KIC 8023317,1.0,,3.415e-07,289.9703,350379.0,,q1_q17_dr24_tce,1.0,0.86,,146.714,,16.58,KIC,1.0,5.869e-06,,43.8205,38070.0,,12.89,,,,,,,
K06050.01,PROB,KIC 8121067,8.1e-26,,7.236e-06,298.7557,130172.0,,q1_q17_dr24_tce,0.79,0.72,,132.8756,,2.06,KIC,8.1e-26,1.959e-05,,43.9646,7312.0,,14.6,,,,,,,
K06051.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.9,,,,,,,,,,,,,,,,,,,
