koi mass mass_lo mass_hi radius radius_lo radius_hi Teff Teff_lo Teff_hi logg logg_lo logg_hi feh feh_lo feh_hi age age_lo age_hi distance distance_lo distance_hi AV AV_lo AV_hi maxAV Teff_prior_mu Teff_prior_sig logg_prior_mu logg_prior_sig feh_prior_mu feh_prior_sig
K07060.01 0.870 0.829 0.909 0.830 0.787 0.891 5272.451 5171.143 5335.977 4.547 4.474 4.582 0.047 -0.110 0.200 9.684 9.253 10.045 664.770 626.879 715.660 0.327 0.215 0.380 0.399 nan nan nan nan nan nan
K07061.01 1.431 1.269 1.649 1.713 1.390 2.362 6704.078 6518.097 6920.707 4.125 3.908 4.261 0.015 -0.155 0.142 9.241 9.143 9.361 996.145 807.666 1370.675 0.173 0.059 0.303 0.392 nan nan nan nan nan nan
K07063.01 0.829 0.771 0.875 0.789 0.734 0.848 5230.840 5082.490 5358.126 4.569 4.505 4.606 -0.097 -0.292 0.055 9.680 9.241 10.036 680.461 628.430 736.106 0.323 0.151 0.450 0.514 nan nan nan nan nan nan
K07064.01 1.431 1.234 1.669 1.714 1.350 2.391 6689.559 6377.271 6993.538 4.126 3.902 4.275 0.028 -0.136 0.161 9.242 9.123 9.399 971.140 759.758 1349.547 0.619 0.420 0.801 1.011 nan nan nan nan nan nan
K07065.01 1.579 1.309 2.286 2.067 1.459 108.491 6587.744 3779.046 7029.952 4.003 0.727 4.237 -0.068 -0.277 0.119 9.152 9.052 9.328 567.270 400.211 2023.380 0.357 0.135 0.603 3.866 nan nan nan nan nan nan
K07066.01 0.962 0.917 1.008 0.943 0.874 1.107 5599.942 5529.580 5663.535 4.476 4.331 4.533 0.071 -0.091 0.229 9.674 9.237 9.983 1089.633 1006.008 1280.011 0.126 0.063 0.158 0.171 nan nan nan nan nan nan
K07067.01 0.753 0.700 0.795 0.720 0.667 0.751 4864.454 4817.472 4913.695 4.609 4.572 4.641 -0.126 -0.328 0.034 9.696 9.295 10.032 476.797 440.264 500.596 0.070 0.021 0.123 0.153 nan nan nan nan nan nan
K07068.01 1.084 1.024 1.160 1.114 1.001 1.362 5973.812 5879.634 6061.999 4.377 4.223 4.458 0.056 -0.099 0.195 9.550 9.241 9.734 1321.261 1182.921 1614.735 0.114 0.048 0.165 0.185 nan nan nan nan nan nan
K07069.01 1.020 0.969 1.067 1.022 0.932 1.233 5798.245 5704.709 5871.644 4.429 4.275 4.499 0.052 -0.102 0.190 9.647 9.257 9.870 1409.423 1278.602 1697.675 0.163 0.087 0.202 0.217 nan nan nan nan nan nan
K07070.01 0.997 0.931 1.067 0.997 0.899 1.149 5832.240 5688.463 5963.018 4.445 4.320 4.514 -0.040 -0.230 0.121 9.591 9.220 9.848 610.761 546.989 706.236 0.186 0.066 0.278 0.322 nan nan nan nan nan nan
K07071.01 1.240 1.128 1.450 1.386 1.174 1.997 6362.313 6231.997 6536.770 4.244 3.997 4.362 0.007 -0.184 0.133 9.383 9.216 9.519 858.280 719.712 1229.231 0.111 0.033 0.219 0.293 nan nan nan nan nan nan
K07072.01 1.299 1.163 1.521 1.500 1.232 2.146 6445.110 6250.452 6636.147 4.197 3.954 4.330 0.023 -0.146 0.150 9.349 9.205 9.495 1126.101 920.931 1596.733 0.204 0.078 0.324 0.384 nan nan nan nan nan nan
K07074.01 1.003 0.941 1.068 1.000 0.905 1.194 5801.860 5680.717 5952.695 4.446 4.302 4.513 -0.005 -0.196 0.133 9.587 9.228 9.869 1062.988 954.700 1272.671 0.145 0.049 0.261 0.34 nan nan nan nan nan nan
K07075.01 0.974 0.895 1.046 0.978 0.873 1.175 5833.642 5683.190 5928.181 4.450 4.295 4.526 -0.108 -0.315 0.067 9.656 9.253 9.895 696.271 615.822 837.590 0.335 0.212 0.398 0.425 nan nan nan nan nan nan
K07076.01 1.357 1.188 1.600 1.568 1.260 2.290 6510.939 6279.266 6762.456 4.176 3.921 4.317 0.048 -0.115 0.179 9.288 9.164 9.455 1468.685 1171.152 2128.794 0.279 0.124 0.439 0.538 nan nan nan nan nan nan
K07077.01 1.464 1.283 1.695 1.765 1.414 2.436 6749.365 6489.391 6977.086 4.109 3.892 4.251 0.034 -0.128 0.167 9.215 9.119 9.350 1203.102 963.690 1660.356 0.284 0.119 0.420 0.489 nan nan nan nan nan nan
K07078.01 1.133 1.025 1.338 1.233 1.030 1.744 6253.813 6039.427 6405.731 4.308 4.069 4.433 -0.061 -0.288 0.094 9.458 9.242 9.650 672.674 554.787 947.158 0.380 0.235 0.474 0.516 nan nan nan nan nan nan
K07079.01 1.583 1.398 1.779 1.951 1.542 2.500 7035.177 6721.099 7320.640 4.055 3.889 4.209 0.009 -0.167 0.158 9.136 9.067 9.246 1558.038 1227.636 1997.730 0.620 0.433 0.769 0.94 nan nan nan nan nan nan
K07080.01 1.660 1.465 1.845 2.094 1.671 2.643 6952.245 6656.586 7181.257 4.018 3.856 4.160 0.162 -0.007 0.308 9.106 9.039 9.205 772.054 611.028 969.231 0.966 0.790 1.087 1.163 nan nan nan nan nan nan
K07081.01 0.857 0.795 1.107 0.815 0.751 1.280 5127.265 4797.596 5400.546 4.551 4.235 4.598 -0.045 -0.525 0.137 9.520 9.170 9.981 185.488 168.300 300.024 0.508 0.223 0.868 3.147 nan nan nan nan nan nan
K07082.01 0.955 0.895 1.002 0.930 0.860 1.091 5679.058 5612.509 5747.742 4.484 4.338 4.537 -0.053 -0.243 0.094 9.645 9.248 9.949 568.222 522.053 665.289 0.072 0.024 0.119 0.142 nan nan nan nan nan nan
K07083.01 0.834 0.775 0.885 0.802 0.733 0.881 5408.415 5350.142 5481.814 4.561 4.474 4.609 -0.220 -0.442 -0.067 9.646 9.187 10.033 1019.543 926.309 1122.277 0.062 0.018 0.125 0.176 nan nan nan nan nan nan
K07084.01 1.312 1.175 2.150 1.547 1.232 96.644 6332.850 3898.945 6448.899 4.168 0.805 4.333 0.018 -0.205 0.172 9.342 9.092 9.482 526.053 417.651 2350.985 0.086 0.028 0.143 0.168 nan nan nan nan nan nan
K07085.01 0.994 0.934 1.051 0.988 0.898 1.175 5801.247 5691.662 5903.878 4.449 4.308 4.514 -0.021 -0.208 0.113 9.626 9.241 9.870 955.873 864.039 1141.000 0.136 0.050 0.208 0.239 nan nan nan nan nan nan
K07086.01 0.983 0.926 1.045 0.977 0.888 1.192 5715.673 5558.066 5842.815 4.455 4.294 4.523 0.034 -0.125 0.167 9.654 9.242 9.927 834.123 751.487 1014.907 0.241 0.101 0.342 0.385 nan nan nan nan nan nan
K07087.01 2.076 1.000 2.207 91.146 1.047 102.610 3968.763 3830.902 6265.580 0.835 0.757 4.409 -0.413 -0.543 -0.243 9.125 9.078 9.534 2711.124 380.513 2925.370 0.113 0.036 0.239 0.566 nan nan nan nan nan nan
K07088.01 0.888 0.819 0.947 0.854 0.779 0.944 5510.703 5377.015 5669.556 4.531 4.445 4.582 -0.127 -0.350 0.044 9.620 9.210 9.964 1049.305 949.460 1165.995 0.200 0.071 0.342 0.432 nan nan nan nan nan nan
K07089.01 0.779 0.739 0.818 0.736 0.701 0.772 4832.440 4708.038 4962.725 4.601 4.564 4.624 0.019 -0.148 0.169 9.639 9.260 10.016 353.566 334.998 374.296 0.286 0.104 0.458 0.559 nan nan nan nan nan nan
K07090.01 1.306 1.181 1.540 1.494 1.231 2.237 6413.934 6227.819 6537.142 4.203 3.925 4.335 0.071 -0.072 0.215 9.344 9.206 9.471 867.281 710.855 1289.549 0.785 0.661 0.857 0.887 nan nan nan nan nan nan
K07091.01 1.416 1.214 1.652 1.684 1.305 2.369 6577.751 6271.840 6903.879 4.134 3.905 4.297 0.058 -0.080 0.197 9.254 9.132 9.431 982.343 757.756 1376.877 0.812 0.615 1.015 2.578 nan nan nan nan nan nan
K07092.01 1.020 0.962 1.073 1.028 0.932 1.251 5843.484 5765.543 5917.249 4.421 4.264 4.495 0.006 -0.173 0.148 9.638 9.258 9.840 1413.937 1277.121 1717.699 0.085 0.029 0.129 0.147 nan nan nan nan nan nan
K07093.01 1.206 1.117 1.405 1.347 1.148 1.966 6233.664 6139.906 6321.681 4.255 3.997 4.376 0.036 -0.103 0.169 9.456 9.259 9.572 910.512 774.348 1324.141 0.106 0.044 0.148 0.166 nan nan nan nan nan nan
K07094.01 0.914 0.855 0.971 0.890 0.812 1.005 5584.781 5446.363 5710.590 4.509 4.398 4.563 -0.084 -0.270 0.084 9.640 9.230 9.978 1111.585 1006.878 1260.257 0.233 0.105 0.340 0.391 nan nan nan nan nan nan
K07095.01 1.482 1.319 1.711 1.809 1.455 2.455 6804.001 6612.824 7042.634 4.094 3.888 4.240 0.013 -0.165 0.143 9.202 9.108 9.314 926.440 743.427 1252.739 0.189 0.071 0.326 0.442 nan nan nan nan nan nan
K07096.01 1.578 1.447 1.679 1.773 1.530 2.076 7823.542 7658.545 8122.703 4.136 4.028 4.232 -0.319 -0.486 -0.194 9.088 9.037 9.156 1521.549 1309.982 1777.436 0.074 0.021 0.195 0.559 nan nan nan nan nan nan
K07097.01 1.927 1.842 1.991 129.566 119.895 137.725 3569.034 3521.858 3647.706 0.501 0.455 0.548 -0.181 -0.293 -0.123 9.365 9.327 9.397 2709.649 2494.387 2891.124 0.954 0.810 1.052 1.099 nan nan nan nan nan nan
K07098.01 1.550 1.363 1.757 1.888 1.506 2.479 6927.137 6602.150 7265.238 4.074 3.888 4.223 0.027 -0.152 0.172 9.155 9.072 9.285 1201.998 951.396 1571.356 0.775 0.576 0.955 1.198 nan nan nan nan nan nan
K07099.01 0.705 0.652 0.746 0.674 0.624 0.710 4560.684 4465.352 4714.913 4.633 4.601 4.666 -0.110 -0.307 0.041 9.671 9.286 10.028 512.269 468.732 545.795 0.182 0.046 0.407 1.195 nan nan nan nan nan nan
K07100.01 1.028 0.932 1.185 1.069 0.913 1.379 5900.315 5631.990 6220.359 4.394 4.213 4.501 -0.038 -0.240 0.104 9.534 9.207 9.843 330.613 277.979 432.591 0.374 0.154 0.601 2.141 nan nan nan nan nan nan
K07101.01 2.102 2.034 2.146 29.223 26.910 31.903 4254.797 4201.587 4294.213 1.830 1.758 1.893 0.103 0.038 0.187 9.037 9.011 9.075 2576.644 2378.180 2802.036 1.919 1.791 2.023 2.148 nan nan nan nan nan nan
K07102.01 0.900 0.859 0.937 0.857 0.811 0.935 5407.935 5340.864 5472.010 4.534 4.443 4.569 0.021 -0.134 0.152 9.610 9.204 10.020 1266.503 1193.387 1380.741 0.107 0.041 0.153 0.173 nan nan nan nan nan nan
K07104.01 1.042 0.973 1.110 1.057 0.949 1.373 5879.762 5733.915 5979.027 4.406 4.198 4.486 0.036 -0.133 0.167 9.624 9.257 9.832 903.604 805.651 1171.025 0.240 0.122 0.305 0.332 nan nan nan nan nan nan
K07105.01 0.969 0.912 1.025 0.946 0.868 1.084 5693.042 5570.300 5821.698 4.478 4.355 4.535 -0.007 -0.190 0.130 9.602 9.224 9.911 1066.495 970.379 1228.105 0.162 0.058 0.265 0.319 nan nan nan nan nan nan
K07106.01 1.206 1.104 1.387 1.304 1.115 1.901 6216.083 6053.510 6325.213 4.285 4.025 4.392 0.075 -0.072 0.214 9.436 9.221 9.567 1240.382 1048.944 1795.006 0.289 0.177 0.348 0.373 nan nan nan nan nan nan
K07107.01 1.451 1.292 1.674 1.750 1.419 2.385 6718.527 6555.570 6959.037 4.112 3.905 4.251 0.021 -0.147 0.149 9.230 9.122 9.345 786.725 634.828 1067.132 0.142 0.043 0.289 0.506 nan nan nan nan nan nan
K07108.01 2.205 1.364 2.350 104.558 1.544 119.374 3771.620 3631.694 6635.173 0.748 0.654 4.196 -0.057 -0.196 0.160 9.093 9.027 9.303 2243.750 456.662 2590.283 0.350 0.066 0.961 1.086 nan nan nan nan nan nan
K07109.01 0.844 0.778 0.899 0.812 0.740 0.895 5478.050 5421.265 5540.149 4.553 4.463 4.604 -0.249 -0.469 -0.068 9.637 9.196 10.024 439.207 398.772 486.110 0.048 0.013 0.100 0.137 nan nan nan nan nan nan
K07110.01 0.938 0.895 0.973 0.915 0.856 1.075 5552.464 5485.151 5612.402 4.489 4.342 4.544 0.034 -0.119 0.158 9.720 9.252 10.037 886.807 825.911 1040.437 0.097 0.039 0.135 0.151 nan nan nan nan nan nan
K07111.01 0.828 0.767 0.880 0.793 0.730 0.856 5302.118 5189.879 5400.280 4.568 4.498 4.609 -0.160 -0.368 0.010 9.654 9.218 10.025 815.105 744.925 883.910 0.196 0.075 0.286 0.332 nan nan nan nan nan nan
K07112.01 0.784 0.725 0.832 0.748 0.690 0.794 5054.638 4963.821 5145.656 4.593 4.543 4.630 -0.141 -0.359 0.037 9.688 9.269 10.039 622.957 571.421 665.437 0.184 0.067 0.286 0.333 nan nan nan nan nan nan
K07113.01 1.319 1.208 1.525 1.497 1.269 2.127 6429.102 6316.682 6602.253 4.206 3.964 4.318 0.066 -0.083 0.202 9.327 9.181 9.447 556.815 470.765 787.721 0.084 0.024 0.198 0.332 nan nan nan nan nan nan
K07114.01 1.189 1.094 1.374 1.289 1.106 1.879 6212.493 6073.485 6318.787 4.288 4.029 4.395 0.045 -0.105 0.177 9.455 9.246 9.580 794.080 674.610 1149.386 0.256 0.156 0.310 0.333 nan nan nan nan nan nan
K07115.01 1.427 1.276 1.659 1.696 1.390 2.360 6689.523 6528.152 6922.890 4.131 3.911 4.263 0.018 -0.151 0.150 9.235 9.129 9.357 668.840 547.640 927.325 0.139 0.042 0.282 0.46 nan nan nan nan nan nan
K07116.01 1.136 1.042 1.280 1.213 1.042 1.666 6119.004 5939.357 6224.641 4.322 4.097 4.429 0.036 -0.115 0.165 9.514 9.262 9.668 703.163 596.202 961.094 0.337 0.204 0.402 0.429 nan nan nan nan nan nan
K07117.01 0.968 0.894 1.039 0.965 0.875 1.121 5794.721 5694.075 5958.792 4.457 4.336 4.526 -0.118 -0.321 0.049 9.612 9.240 9.885 1259.127 1133.393 1464.720 0.103 0.029 0.233 0.427 nan nan nan nan nan nan
K07117.02 0.970 0.898 1.037 0.963 0.871 1.108 5793.634 5692.982 5968.443 4.461 4.345 4.526 -0.114 -0.327 0.056 9.593 9.233 9.877 1256.469 1128.694 1452.693 0.103 0.028 0.237 0.427 nan nan nan nan nan nan
K07118.01 1.031 0.944 1.130 1.047 0.912 1.296 5888.272 5638.186 6072.038 4.412 4.252 4.504 0.017 -0.151 0.159 9.591 9.233 9.828 825.457 708.339 1024.485 0.602 0.402 0.744 0.803 nan nan nan nan nan nan
K07120.01 0.773 0.719 0.814 0.736 0.685 0.771 4966.869 4916.258 5016.654 4.600 4.558 4.633 -0.127 -0.326 0.036 9.678 9.269 10.028 622.248 575.842 654.808 0.087 0.030 0.137 0.157 nan nan nan nan nan nan
K07121.01 0.856 0.812 0.897 0.816 0.773 0.870 5249.807 5185.523 5309.979 4.556 4.487 4.588 -0.006 -0.171 0.142 9.667 9.240 10.036 934.783 880.066 999.204 0.113 0.043 0.162 0.181 nan nan nan nan nan nan
K07122.01 1.604 1.443 1.789 1.987 1.615 2.552 7035.432 6926.182 7147.036 4.042 3.876 4.182 0.021 -0.121 0.163 9.131 9.071 9.201 685.399 555.178 874.786 0.070 0.023 0.118 0.143 nan nan nan nan nan nan
K07123.01 1.017 0.961 1.070 1.010 0.928 1.229 5829.211 5758.603 5896.277 4.436 4.277 4.500 0.006 -0.167 0.140 9.612 9.249 9.848 986.354 901.773 1198.151 0.088 0.035 0.125 0.142 nan nan nan nan nan nan
K07124.01 0.878 0.824 0.931 0.843 0.784 0.924 5437.124 5284.840 5576.760 4.537 4.455 4.582 -0.084 -0.256 0.071 9.647 9.224 10.001 947.691 876.304 1045.343 0.254 0.101 0.382 0.454 nan nan nan nan nan nan
K07125.01 1.080 1.006 1.168 1.105 0.986 1.370 5964.430 5798.908 6081.503 4.385 4.223 4.466 0.058 -0.099 0.203 9.545 9.236 9.735 1071.458 948.865 1331.483 0.283 0.155 0.362 0.395 nan nan nan nan nan nan
K07126.01 0.936 0.881 0.993 0.915 0.845 1.037 5591.562 5435.903 5755.734 4.494 4.377 4.548 -0.018 -0.181 0.127 9.646 9.238 9.964 469.281 429.653 533.442 0.235 0.091 0.372 0.437 nan nan nan nan nan nan
K07127.01 1.536 1.338 1.737 1.871 1.476 2.466 6872.983 6563.352 7197.496 4.079 3.893 4.234 0.034 -0.135 0.168 9.170 9.084 9.304 974.753 764.045 1281.255 0.893 0.698 1.068 1.331 nan nan nan nan nan nan
K07128.01 0.773 0.717 0.819 0.737 0.684 0.778 4985.694 4908.885 5069.460 4.599 4.555 4.633 -0.139 -0.338 0.037 9.692 9.284 10.040 844.701 781.151 896.421 0.142 0.045 0.247 0.302 nan nan nan nan nan nan
K07129.01 1.061 0.987 1.151 1.091 0.966 1.335 5982.235 5826.730 6102.024 4.389 4.232 4.475 0.001 -0.173 0.145 9.549 9.240 9.753 711.923 625.932 871.112 0.216 0.093 0.294 0.325 nan nan nan nan nan nan
K07131.01 1.027 0.943 1.134 1.050 0.917 1.264 5935.914 5736.817 6184.420 4.410 4.274 4.501 -0.058 -0.250 0.088 9.533 9.231 9.791 1113.487 963.611 1350.107 0.268 0.104 0.451 0.592 nan nan nan nan nan nan
K07132.01 0.962 0.901 1.020 0.948 0.862 1.113 5635.873 5440.743 5770.554 4.473 4.329 4.539 0.046 -0.108 0.175 9.663 9.251 9.972 427.025 384.062 501.659 0.407 0.229 0.523 0.575 nan nan nan nan nan nan
K07133.01 0.990 0.918 1.053 0.985 0.887 1.150 5798.001 5620.944 5912.358 4.452 4.321 4.519 -0.014 -0.205 0.130 9.634 9.250 9.873 926.892 826.637 1084.934 0.400 0.255 0.484 0.519 nan nan nan nan nan nan
K07134.01 1.055 0.975 1.147 1.072 0.954 1.376 5925.838 5738.377 6033.865 4.398 4.214 4.482 0.040 -0.132 0.175 9.596 9.253 9.782 1323.361 1166.571 1704.959 0.376 0.225 0.449 0.479 nan nan nan nan nan nan
K07135.01 1.405 1.204 1.625 1.658 1.280 2.276 6556.059 6249.643 6879.728 4.144 3.928 4.309 0.060 -0.084 0.201 9.263 9.139 9.437 907.917 691.119 1240.144 1.070 0.872 1.272 1.614 nan nan nan nan nan nan
K07136.01 0.943 0.895 0.983 0.915 0.856 1.047 5555.519 5430.831 5645.560 4.494 4.369 4.544 0.048 -0.091 0.185 9.681 9.235 10.005 1147.476 1063.101 1310.442 0.251 0.133 0.318 0.347 nan nan nan nan nan nan
K07137.01 0.595 0.556 0.626 0.572 0.537 0.602 3967.715 3905.282 4041.295 4.699 4.674 4.725 -0.015 -0.169 0.119 9.631 9.236 10.009 332.363 305.429 357.552 0.166 0.068 0.273 0.36 nan nan nan nan nan nan
K07138.01 2.126 2.092 2.162 83.608 82.429 84.959 4084.737 4052.151 4123.270 0.922 0.904 0.936 -0.622 -0.708 -0.562 9.035 9.011 9.068 2528.191 2351.632 2670.628 0.054 0.015 0.131 0.372 nan nan nan nan nan nan
K07139.01 1.376 1.264 1.598 1.581 1.340 2.285 6460.564 6370.447 6605.594 4.174 3.925 4.290 0.146 -0.006 0.297 9.274 9.150 9.389 1352.443 1144.991 1942.146 0.055 0.015 0.143 0.563 nan nan nan nan nan nan
K07140.01 1.221 1.132 1.421 1.383 1.161 2.023 6203.908 6117.757 6281.636 4.234 3.979 4.371 0.078 -0.051 0.229 9.465 9.276 9.564 793.737 665.706 1152.800 0.477 0.422 0.503 0.512 nan nan nan nan nan nan
K07141.01 1.447 1.243 1.741 1.768 1.357 2.599 6641.511 6283.793 6942.777 4.104 3.846 4.273 0.029 -0.162 0.169 9.226 9.102 9.392 555.062 423.409 814.011 0.448 0.243 0.626 0.808 nan nan nan nan nan nan
K07142.01 1.073 0.989 1.153 1.106 0.977 1.363 6074.072 5880.325 6270.247 4.378 4.222 4.464 -0.063 -0.251 0.082 9.516 9.243 9.732 978.379 855.897 1201.466 0.947 0.798 1.079 1.232 nan nan nan nan nan nan
K07143.01 1.263 1.080 1.511 1.426 1.111 2.047 6385.082 6083.548 6730.242 4.232 3.989 4.384 0.011 -0.168 0.133 9.356 9.179 9.549 1434.070 1093.248 2062.663 0.625 0.427 0.845 1.357 nan nan nan nan nan nan
K07144.01 0.781 0.736 0.817 0.744 0.702 0.772 4921.908 4876.453 4967.109 4.597 4.556 4.622 -0.057 -0.233 0.100 9.702 9.291 10.039 775.667 729.952 810.006 0.072 0.024 0.119 0.14 nan nan nan nan nan nan
K07145.01 1.416 1.295 1.513 1.616 1.421 1.888 6835.996 6743.286 6937.047 4.169 4.062 4.253 -0.038 -0.215 0.101 9.229 9.126 9.313 2331.723 2044.703 2718.878 0.055 0.016 0.107 0.144 nan nan nan nan nan nan
K07146.01 1.298 1.167 1.528 1.499 1.236 2.209 6448.475 6356.261 6542.862 4.196 3.934 4.329 0.015 -0.185 0.140 9.362 9.225 9.458 1107.668 913.001 1621.826 0.072 0.024 0.114 0.132 nan nan nan nan nan nan
K07147.01 0.813 0.767 0.855 0.776 0.730 0.818 5122.841 5045.361 5193.559 4.577 4.523 4.609 -0.074 -0.244 0.082 9.692 9.277 10.047 278.147 260.134 294.273 0.143 0.053 0.217 0.25 nan nan nan nan nan nan
K07148.01 1.155 1.053 1.317 1.255 1.064 1.716 6184.439 6020.498 6307.163 4.302 4.087 4.417 0.011 -0.162 0.140 9.479 9.270 9.639 1500.425 1262.982 2063.196 0.240 0.122 0.312 0.341 nan nan nan nan nan nan
K07149.01 1.551 1.369 1.742 1.889 1.513 2.479 6930.606 6631.613 7246.308 4.072 3.892 4.218 0.017 -0.162 0.162 9.160 9.083 9.284 1076.601 855.102 1397.079 0.363 0.182 0.536 0.85 nan nan nan nan nan nan
K07151.01 0.655 0.619 0.713 0.631 0.599 0.666 4320.939 4275.738 4362.728 4.656 4.639 4.680 -0.107 -0.240 0.170 9.545 9.187 9.979 213.319 200.174 228.306 0.070 0.021 0.117 0.141 nan nan nan nan nan nan
K07152.01 1.328 1.189 1.546 1.528 1.262 2.212 6489.525 6300.511 6629.546 4.186 3.936 4.318 0.034 -0.130 0.166 9.331 9.200 9.454 791.837 647.190 1127.421 0.236 0.113 0.319 0.352 nan nan nan nan nan nan
K07153.01 0.875 0.832 0.913 0.832 0.787 0.897 5269.666 5184.593 5326.625 4.547 4.472 4.582 0.068 -0.112 0.230 9.654 9.226 10.039 640.710 602.738 692.000 0.244 0.154 0.287 0.302 nan nan nan nan nan nan
K07154.01 0.931 0.872 0.988 0.905 0.836 1.043 5590.072 5440.781 5717.542 4.499 4.367 4.553 -0.024 -0.204 0.120 9.660 9.227 9.989 715.644 655.440 825.517 0.230 0.093 0.337 0.391 nan nan nan nan nan nan
K07155.01 1.410 1.221 1.631 1.679 1.359 2.232 6877.407 6766.884 7045.598 4.133 3.947 4.268 -0.114 -0.408 0.060 9.227 9.129 9.364 1612.696 1308.012 2135.236 0.067 0.018 0.166 0.432 nan nan nan nan nan nan
K07155.02 1.408 1.213 1.627 1.659 1.349 2.219 6875.366 6768.266 7043.381 4.143 3.953 4.275 -0.114 -0.412 0.058 9.227 9.128 9.354 1595.419 1295.354 2126.812 0.067 0.019 0.161 0.432 nan nan nan nan nan nan
K07157.01 1.186 1.036 1.419 1.294 1.034 1.926 6215.881 5896.568 6489.880 4.284 4.021 4.429 0.038 -0.121 0.173 9.417 9.232 9.624 768.926 598.818 1136.472 0.716 0.484 0.897 1.019 nan nan nan nan nan nan
K07158.01 1.457 1.305 1.704 1.760 1.426 2.531 6678.778 6475.899 6813.584 4.111 3.863 4.251 0.086 -0.048 0.227 9.223 9.130 9.338 1072.063 869.691 1534.208 1.117 0.989 1.189 1.218 nan nan nan nan nan nan
K07160.01 0.851 0.804 0.891 0.810 0.764 0.863 5260.413 5211.060 5310.389 4.559 4.493 4.592 -0.049 -0.210 0.106 9.661 9.225 10.027 482.646 453.631 515.044 0.070 0.023 0.111 0.13 nan nan nan nan nan nan
K07162.01 0.792 0.741 0.835 0.757 0.707 0.795 5041.206 4970.102 5150.480 4.587 4.542 4.620 -0.108 -0.300 0.055 9.713 9.302 10.039 243.302 226.426 257.137 0.112 0.033 0.239 0.347 nan nan nan nan nan nan
K07163.01 1.282 1.164 1.491 1.460 1.212 2.120 6381.595 6234.334 6513.807 4.214 3.958 4.343 0.041 -0.117 0.164 9.377 9.218 9.491 1100.100 910.072 1583.596 0.152 0.059 0.233 0.272 nan nan nan nan nan nan
K07164.01 1.171 1.068 1.367 1.278 1.080 1.834 6195.948 6004.857 6337.356 4.288 4.046 4.407 0.030 -0.140 0.162 9.458 9.238 9.631 460.421 385.214 660.944 0.269 0.133 0.354 0.392 nan nan nan nan nan nan
K07165.01 1.612 1.464 1.759 1.973 1.615 2.400 7423.678 7184.700 7810.317 4.059 3.926 4.193 -0.152 -0.349 0.056 9.098 9.038 9.165 906.007 748.132 1095.436 0.174 0.060 0.335 0.509 nan nan nan nan nan nan
K07166.01 0.597 0.517 0.663 0.576 0.503 0.632 4071.735 3976.133 4199.439 4.695 4.658 4.750 -0.146 -0.433 0.111 9.547 9.201 9.948 317.112 261.897 361.756 0.092 0.024 0.237 0.514 nan nan nan nan nan nan
K07167.01 0.894 0.825 0.976 0.895 0.800 1.016 5812.769 5747.078 5890.651 4.497 4.385 4.566 -0.344 -0.536 -0.121 9.634 9.216 9.940 843.312 750.863 958.819 0.046 0.013 0.101 0.147 nan nan nan nan nan nan
K07168.01 1.572 1.549 1.590 1.444 1.402 1.475 9817.551 9640.326 9992.509 4.317 4.299 4.338 -1.015 -1.122 -0.937 9.009 9.002 9.024 2923.356 2842.961 2978.208 0.016 0.004 0.038 0.152 nan nan nan nan nan nan
K07169.01 1.399 1.261 1.641 1.665 1.359 2.462 6544.654 6399.485 6653.771 4.135 3.873 4.280 0.081 -0.055 0.223 9.284 9.168 9.389 856.875 697.267 1253.972 0.202 0.110 0.255 0.277 nan nan nan nan nan nan
K07170.01 0.984 0.916 1.049 0.986 0.886 1.247 5748.230 5601.152 5855.423 4.442 4.257 4.520 0.007 -0.190 0.139 9.700 9.289 9.929 884.981 787.737 1119.473 0.291 0.163 0.369 0.404 nan nan nan nan nan nan
K07171.01 0.922 0.877 0.962 0.899 0.838 1.051 5497.567 5406.152 5563.272 4.500 4.359 4.554 0.043 -0.124 0.189 9.735 9.239 10.061 757.270 700.571 885.937 0.309 0.222 0.352 0.369 nan nan nan nan nan nan
K07172.01 0.844 0.797 0.886 0.801 0.756 0.856 5205.866 5061.323 5308.547 4.564 4.501 4.597 -0.010 -0.171 0.139 9.663 9.244 10.034 295.589 276.597 317.563 0.402 0.234 0.512 0.556 nan nan nan nan nan nan
K07173.01 1.177 1.102 1.330 1.267 1.115 1.758 6150.564 6065.486 6230.411 4.297 4.068 4.394 0.071 -0.062 0.215 9.484 9.246 9.603 513.791 448.818 708.362 0.080 0.032 0.114 0.129 nan nan nan nan nan nan
K07174.01 0.726 0.686 0.755 0.679 0.652 0.705 4429.470 4367.237 4482.909 4.638 4.614 4.652 0.146 -0.052 0.286 9.416 9.142 9.902 209.552 199.661 219.728 0.135 0.044 0.214 0.247 nan nan nan nan nan nan
K07175.01 1.031 0.967 1.097 1.030 0.937 1.250 5868.559 5749.522 5965.074 4.426 4.269 4.493 0.015 -0.149 0.153 9.588 9.232 9.807 449.354 405.314 544.032 0.161 0.065 0.229 0.257 nan nan nan nan nan nan
K07177.01 1.367 1.221 1.590 1.595 1.318 2.279 6558.566 6401.657 6758.134 4.160 3.921 4.291 0.025 -0.151 0.149 9.295 9.171 9.420 993.108 819.109 1408.638 0.137 0.041 0.267 0.356 nan nan nan nan nan nan
K07178.01 1.345 1.203 1.587 1.563 1.284 2.307 6499.906 6304.208 6628.970 4.174 3.910 4.307 0.055 -0.099 0.192 9.316 9.181 9.441 622.504 508.904 911.135 0.294 0.165 0.368 0.398 nan nan nan nan nan nan
