koi rprs secthresh maxrad lhood_heb pr_heb lhood_heb_Px2 pr_heb_Px2 lhood_eb pr_eb lhood_eb_Px2 pr_eb_Px2 lhood_beb pr_beb lhood_beb_Px2 pr_beb_Px2 lhood_boxy pr_boxy lhood_long pr_long lhood_pl pr_pl lhood_tot fp FPP
K06949.01 0.006 19 2.31 3.470e-50 1.170e-51 2.040e-14 1.610e-17 5.980e-06 1.580e-06 8.620e-02 1.000e-03 1.780e-01 2.450e-02 1.730e-01 1.610e-02 6.470e-05 1.360e-07 5.870e-06 1.230e-08 2.840e+00 9.580e-01 3.277e+00 0.048 4.160e-02
K06950.01 0.267 4438 0.50 6.000e-154 1.230e-154 2.980e-27 6.750e-30 2.940e-01 8.230e-01 5.510e-03 7.160e-05 7.350e-03 1.670e-04 6.190e-14 6.820e-16 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.230e+00 1.760e-01 1.537e+00 0.014 8.240e-01
K06951.01 0.392 10444 0.50 2.600e-23 2.230e-24 6.290e-08 1.000e-10 8.860e-01 9.840e-01 7.170e-06 5.920e-08 8.160e-03 7.550e-05 3.800e-09 1.790e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.190e+00 1.620e-02 5.084e+00 0.001 9.840e-01
K06952.01 0.197 91 0.78 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.220e-03 1.000e+00 0.000e+00 0.000e+00 9.220e-03 0.032 1.000e+00
K06954.01 0.005 18 2.10 8.000e-161 1.290e-159 6.960e-20 1.730e-20 3.210e-25 3.140e-23 1.010e-07 1.880e-07 2.680e-04 1.290e-02 5.210e-04 1.580e-02 2.140e-03 2.060e-03 1.940e-03 1.870e-03 1.050e-01 9.670e-01 1.099e-01 0.006 3.270e-02
K06955.01 0.007 89 0.69 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.310e-03 1.000e+00 0.000e+00 0.000e+00 8.310e-03 0.077 1.000e+00
K06956.01 0.009 82 2.67 0.000e+00 0.000e+00 3.010e-317 1.540e-316 0.000e+00 0.000e+00 4.390e-66 2.470e-64 5.510e-45 3.630e-41 1.140e-04 5.100e-01 0.000e+00 0.000e+00 1.000e-02 4.900e-01 3.530e-46 1.480e-42 1.011e-02 0.107 1.000e+00
K06957.01 0.007 23 2.28 0.000e+00 0.000e+00 3.810e-242 1.790e-240 5.910e-32 2.940e-28 2.700e-15 2.580e-12 1.260e-21 1.070e-17 2.710e-13 3.230e-09 3.260e-03 2.820e-01 8.090e-03 7.010e-01 1.690e-06 1.620e-02 1.135e-02 0.033 9.840e-01
K06958.01 0.653 83251 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.980e-137 3.280e-133 6.480e-36 3.460e-34 2.650e-02 9.310e-01 0.000e+00 0.000e+00 8.210e-03 6.870e-02 4.400e-297 1.930e-295 3.471e-02 0.001 1.000e+00
K06959.01 0.462 22668 0.50 1.740e-100 3.510e-102 5.240e-06 2.400e-09 1.090e+00 7.620e-01 2.060e-05 1.210e-07 6.280e-02 2.370e-04 7.850e-09 1.500e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.090e+02 2.370e-01 1.102e+02 0.001 7.630e-01
K06960.01 0.011 71 2.82 5.000e-16 1.880e-17 9.150e-03 1.860e-05 1.250e-01 3.340e-02 4.010e-01 6.290e-03 7.090e-01 2.650e-01 5.330e-01 2.160e-01 2.160e-03 7.470e-06 0.000e+00 0.000e+00 8.160e-01 4.800e-01 2.595e+00 0.104 5.200e-01
K06961.01 0.593 108514 0.50 2.920e-01 1.150e-04 4.810e+01 2.290e-04 3.170e+02 9.970e-01 2.390e-08 7.860e-13 1.220e-01 2.980e-06 1.280e-13 1.300e-18 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.550e+02 2.660e-03 6.205e+02 0.001 9.970e-01
K06962.01 0.200 118 1.32 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.880e-266 8.300e-263 0.000e+00 0.000e+00 8.860e-03 1.000e+00 0.000e+00 0.000e+00 8.860e-03 0.061 1.000e+00
K06963.01 0.385 451 0.50 1.770e-304 3.540e-301 2.340e-66 1.820e-64 1.750e-246 2.920e-242 6.460e-44 3.130e-41 4.390e-179 4.960e-176 6.000e-11 3.000e-08 0.000e+00 0.000e+00 8.240e-03 1.000e+00 0.000e+00 0.000e+00 8.240e-03 0.001 1.000e+00
K06964.01 0.631 411 0.50 6.720e-167 7.900e-168 1.510e-14 1.020e-16 1.420e-19 2.780e-19 1.720e-07 9.250e-09 4.780e-14 2.150e-15 1.870e-08 6.230e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.060e+01 1.000e+00 3.060e+01 0.001 9.880e-09
K06965.01 0.004 15 1.11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K06966.01 0.016 132 2.37 5.800e-101 2.950e-101 7.280e-09 6.600e-11 8.910e-07 2.150e-06 4.040e-03 3.290e-04 5.870e-03 9.070e-03 9.370e-03 1.230e-02 4.550e-03 1.190e-04 0.000e+00 0.000e+00 2.950e-01 9.780e-01 3.188e-01 0.123 2.180e-02
K06967.01 0.211 243 2.46 4.320e-188 1.490e-188 1.300e-38 5.040e-40 4.530e-34 1.060e-33 5.120e-11 1.570e-11 5.690e-03 3.210e-02 2.520e-01 9.680e-01 0.000e+00 0.000e+00 6.530e-03 1.690e-04 2.540e-50 9.500e-50 2.642e-01 0.060 1.000e+00
K06968.01 0.540 30055 0.50 9.950e-11 1.000e-11 7.870e-04 1.730e-06 6.340e-01 9.800e-01 1.870e-07 2.080e-09 1.190e-02 3.760e-04 1.290e-10 2.160e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.810e+00 1.950e-02 4.457e+00 0.001 9.800e-01
K06969.01 0.242 6302 0.50 3.700e-06 6.010e-08 2.710e-10 3.460e-14 2.340e+00 9.840e-01 6.690e-08 1.160e-10 3.900e-02 2.050e-04 8.660e-29 1.930e-31 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.860e+00 1.580e-02 1.224e+01 0.001 9.840e-01
K06970.01 0.014 131 2.40 8.000e-18 1.910e-18 1.630e-06 7.050e-09 2.140e-02 2.430e-02 1.130e-01 4.450e-03 2.850e-02 8.210e-02 6.590e-02 1.170e-01 2.090e-03 5.680e-05 0.000e+00 0.000e+00 4.390e-01 7.720e-01 6.699e-01 0.148 2.280e-01
K06971.01 0.023 277 2.79 1.630e-61 7.510e-62 4.030e-18 3.770e-20 4.680e-09 8.980e-09 1.640e-04 7.450e-06 2.170e-03 7.650e-03 1.130e-03 2.310e-03 2.990e-03 2.030e-04 0.000e+00 0.000e+00 4.120e-01 9.900e-01 4.185e-01 0.198 1.020e-02
K06974.01 0.423 798 0.50 2.340e-28 7.510e-28 1.500e-06 6.670e-08 2.860e-06 7.110e-05 5.450e-07 1.810e-07 2.890e-07 2.920e-07 3.850e-13 2.190e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.780e+00 1.000e+00 3.780e+00 0.001 7.170e-05
K06975.01 0.442 24373 0.50 2.150e-03 1.500e-01 1.320e-16 3.310e-17 2.110e-03 6.840e-01 1.240e-05 8.590e-06 1.910e-05 3.240e-04 1.070e-13 5.490e-13 0.000e+00 0.000e+00 1.180e-02 3.390e-02 6.210e-02 1.330e-01 7.819e-02 0.001 8.670e-01
K06976.01 0.210 25024 0.50 5.370e-23 1.040e-20 8.280e-17 3.400e-17 1.140e-04 1.340e-01 7.010e-11 1.370e-10 3.000e-05 3.390e-04 1.510e-21 8.570e-21 0.000e+00 0.000e+00 1.010e-02 6.250e-02 4.450e-03 8.030e-01 1.469e-02 0.049 1.970e-01
K06977.01 0.405 628 0.50 0.000e+00 0.000e+00 2.230e-72 3.990e-71 3.390e-135 2.130e-132 2.790e-31 3.540e-29 6.710e-06 1.340e-04 7.810e-02 9.760e-01 0.000e+00 0.000e+00 8.060e-03 2.340e-02 3.920e-12 2.400e-10 8.617e-02 0.004 1.000e+00
K06978.01 0.006 30 1.68 1.260e-64 2.490e-65 1.650e-08 1.790e-10 5.070e-06 8.200e-06 1.890e-02 2.680e-03 1.390e-01 7.020e-02 4.170e-01 1.860e-01 3.340e-03 7.080e-05 0.000e+00 0.000e+00 6.010e-01 7.410e-01 1.179e+00 0.025 2.590e-01
K06979.01 0.437 5799 0.50 2.390e-08 1.120e-09 1.490e-02 3.730e-05 1.540e+00 9.840e-01 4.780e-03 1.020e-04 3.560e-01 2.780e-03 3.610e-03 2.410e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.320e+00 1.310e-02 7.239e+00 0.001 9.870e-01
K06980.01 0.009 59 2.19 2.830e-111 7.000e-112 7.500e-24 6.220e-26 1.040e-11 1.510e-11 2.890e-04 1.420e-05 1.130e-02 1.080e-02 4.030e-02 3.160e-02 1.870e-03 4.070e-05 4.620e-04 1.000e-05 7.600e-01 9.580e-01 8.142e-01 0.047 4.240e-02
K06982.01 0.007 18 3.00 4.030e-53 1.450e-53 9.940e-16 1.660e-17 8.350e-19 9.970e-19 2.910e-05 4.300e-06 3.260e-02 9.900e-02 5.890e-02 1.700e-01 1.990e-03 2.350e-05 3.230e-06 3.820e-08 1.010e+01 7.310e-01 1.019e+01 0.001 2.690e-01
K06988.01 0.466 49852 0.50 6.590e-05 7.190e-06 1.440e-06 1.350e-09 6.760e-01 8.570e-01 5.760e-09 3.590e-11 1.380e-02 2.000e-04 1.300e-11 8.100e-14 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.430e+01 1.430e-01 3.499e+01 0.001 8.570e-01
K06989.01 0.459 2323 0.50 2.980e-26 9.350e-27 4.600e-10 6.870e-12 4.990e-05 2.050e-04 5.560e-02 6.600e-03 6.010e-03 9.990e-04 4.040e-05 3.150e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.210e+01 9.920e-01 2.216e+01 0.001 7.810e-03
K06990.01 0.500 39533 0.50 8.000e-02 1.220e-03 5.530e-03 5.440e-07 6.310e+00 9.660e-01 1.270e-04 8.220e-08 4.160e-02 7.840e-05 3.750e-10 3.950e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.780e+01 3.290e-02 6.424e+01 0.001 9.670e-01
K06992.01 0.009 29 2.76 0.000e+00 0.000e+00 1.720e-198 2.020e-196 1.580e-119 1.230e-115 4.710e-61 5.980e-58 1.140e-54 8.040e-51 7.700e-24 5.770e-20 0.000e+00 0.000e+00 8.100e-03 9.890e-01 1.070e-06 1.110e-02 8.101e-03 0.032 9.890e-01
K06993.01 0.013 124 1.32 1.030e-117 1.890e-117 9.340e-29 2.470e-30 5.310e-19 4.260e-18 1.190e-06 1.800e-07 2.800e-04 6.180e-04 7.900e-04 9.710e-04 3.950e-03 4.710e-04 2.240e-05 2.670e-06 1.360e-01 9.980e-01 1.410e-01 0.087 2.060e-03
K06997.01 0.314 430 0.50 0.000e+00 0.000e+00 1.260e-138 7.460e-137 2.490e-229 5.690e-225 1.980e-30 9.530e-28 2.050e-09 1.160e-06 5.740e-37 1.500e-34 0.000e+00 0.000e+00 8.500e-03 1.000e+00 1.730e-17 5.510e-15 8.500e-03 0.001 1.000e+00
K06999.01 0.676 9633 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.270e-178 4.890e-173 1.650e-65 8.030e-61 1.270e-87 5.530e-84 2.520e-10 8.420e-07 0.000e+00 0.000e+00 8.040e-03 1.000e+00 5.100e-205 7.160e-202 8.040e-03 0.001 1.000e+00
K07003.01 0.008 31 2.37 3.070e-115 1.390e-116 5.600e-30 1.250e-32 4.680e-08 1.650e-08 6.730e-04 2.490e-05 2.250e-02 1.500e-02 1.700e-01 9.700e-02 2.480e-03 8.020e-06 2.150e-05 6.970e-08 1.850e+00 8.880e-01 2.046e+00 0.055 1.120e-01
K07004.01 0.518 62063 0.50 6.230e-97 1.320e-95 2.770e-19 2.440e-20 7.400e-10 1.680e-07 5.910e-04 3.530e-04 1.940e-02 4.620e-02 4.750e-09 5.080e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.280e+00 9.530e-01 1.300e+00 0.001 4.650e-02
K07007.01 0.012 52 1.71 3.030e-13 5.460e-15 5.280e-10 4.320e-13 1.210e-02 7.790e-04 8.000e-01 8.830e-03 4.470e-01 8.720e-03 2.430e+00 4.870e-02 1.070e-04 5.190e-08 0.000e+00 0.000e+00 7.020e+00 9.330e-01 1.071e+01 0.064 6.700e-02
K07008.01 0.420 40171 0.50 0.000e+00 0.000e+00 1.850e-24 1.950e-25 2.140e-02 9.410e-01 1.880e-18 7.810e-19 1.600e-04 4.410e-05 2.940e-04 4.550e-05 0.000e+00 0.000e+00 8.570e-03 8.050e-04 9.960e-02 5.820e-02 1.300e-01 0.004 9.420e-01
K07010.01 0.449 555 0.50 1.960e-36 2.390e-34 2.650e-07 1.010e-06 1.060e-22 6.890e-20 1.920e-05 5.510e-04 2.410e-02 9.910e-01 3.250e-04 6.020e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.940e-05 1.970e-03 2.453e-02 0.001 9.980e-01
K07012.01 0.709 138382 0.50 6.450e-07 5.420e-06 2.530e-04 4.360e-04 1.190e-04 9.500e-03 3.800e-12 2.980e-11 7.870e-03 7.540e-03 5.110e-04 3.100e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.390e+00 9.820e-01 3.399e+00 0.001 1.780e-02
K07014.01 0.402 116 1.35 4.450e-07 1.500e-07 6.510e-02 5.370e-04 4.440e-03 7.690e-03 1.650e-02 8.570e-04 7.790e-11 7.700e-11 4.310e-14 2.270e-14 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.690e+01 9.910e-01 1.699e+01 0.001 9.090e-03
K07015.01 0.010 46 2.04 0.000e+00 0.000e+00 1.310e-142 1.700e-142 2.140e-33 2.240e-31 6.460e-15 1.080e-13 6.410e-08 6.720e-06 4.570e-05 5.670e-03 2.510e-03 4.020e-03 7.790e-03 1.250e-02 5.480e-03 9.780e-01 1.583e-02 0.052 2.220e-02
K07016.01 0.012 115 1.95 1.080e-16 6.460e-16 1.170e-13 6.690e-15 1.630e-05 3.950e-04 3.250e-05 1.470e-05 5.190e-05 1.590e-03 9.680e-06 1.390e-04 5.310e-03 8.020e-03 0.000e+00 0.000e+00 3.710e-02 9.900e-01 4.252e-02 0.143 1.020e-02
K07018.01 0.431 197675 0.50 2.810e-03 1.310e-02 3.230e-21 4.450e-23 2.780e-02 9.670e-01 1.060e-04 1.160e-05 5.910e-04 3.710e-04 6.240e-21 1.700e-21 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.850e-01 1.950e-02 2.163e-01 0.001 9.810e-01
K07019.01 0.430 26824 0.50 3.230e-68 6.600e-69 1.340e-09 2.930e-12 1.840e-01 8.540e-01 7.950e-04 1.320e-05 2.380e-02 1.210e-03 6.330e-07 2.100e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.020e+01 1.450e-01 1.041e+01 0.001 8.550e-01
K07020.01 0.454 6376 0.50 8.380e-62 6.720e-60 9.450e-13 9.880e-13 1.060e-51 1.370e-48 2.760e-09 2.610e-08 2.760e-28 6.870e-27 1.870e-06 1.990e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.390e-01 1.000e+00 1.390e-01 0.001 2.000e-05
K07021.01 0.469 20954 0.50 1.260e-20 1.880e-21 2.300e-13 7.640e-16 3.750e-01 9.620e-01 6.070e-06 1.660e-07 3.910e-01 6.480e-03 7.250e-03 5.580e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.840e+00 3.120e-02 4.613e+00 0.001 9.690e-01
K07023.01 0.007 40 3.30 1.750e-203 7.130e-203 5.620e-45 2.150e-45 5.490e-18 1.710e-16 3.480e-08 1.350e-07 1.910e-04 1.130e-02 3.640e-03 2.160e-01 1.510e-04 6.380e-05 8.040e-03 3.400e-03 2.970e-02 7.690e-01 4.172e-02 0.028 2.310e-01
K07024.01 0.606 90834 0.50 4.310e-01 1.630e-02 1.740e-02 2.040e-06 4.150e+00 9.720e-01 5.040e-05 2.750e-08 1.510e-02 2.580e-05 1.690e-11 1.620e-14 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.310e+01 1.120e-02 1.771e+01 0.001 9.890e-01
K07026.01 0.513 49951 0.50 0.000e+00 0.000e+00 9.260e-27 3.230e-27 1.100e-03 4.970e-01 9.710e-11 1.800e-10 1.050e-02 6.600e-02 2.100e-07 8.610e-07 0.000e+00 0.000e+00 8.530e-03 5.810e-03 2.940e-01 4.310e-01 3.141e-01 0.001 5.690e-01
K07027.01 0.336 32834 0.50 2.540e-43 1.770e-43 5.130e-13 2.480e-15 8.410e-02 9.770e-01 8.550e-04 2.820e-05 8.910e-06 1.050e-06 3.360e-32 1.960e-33 0.000e+00 0.000e+00 8.680e-03 9.180e-05 6.320e-01 2.330e-02 7.256e-01 0.001 9.770e-01
K07028.01 0.627 56852 0.50 3.000e-15 1.240e-14 2.690e-05 1.210e-05 1.620e-02 7.690e-01 7.700e-09 3.000e-08 3.550e-03 4.910e-03 9.970e-05 9.710e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.360e+00 2.260e-01 1.380e+00 0.001 7.740e-01
K07029.01 0.374 13980 0.50 1.200e-215 2.550e-212 6.760e-17 9.300e-16 1.150e-184 1.110e-180 6.730e-23 2.650e-21 4.670e-04 2.050e-01 2.150e-05 4.880e-03 0.000e+00 0.000e+00 8.430e-03 4.230e-01 9.390e-04 3.670e-01 9.858e-03 0.005 6.330e-01
K07030.01 0.471 265 0.50 0.000e+00 0.000e+00 1.230e-37 5.790e-36 2.720e-38 9.590e-35 6.250e-08 3.300e-05 5.200e-04 1.400e-01 6.060e-04 1.220e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.540e-03 7.380e-01 8.666e-03 0.001 2.620e-01
K07031.01 0.019 116 0.50 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K07032.01 0.006 24 4.20 3.040e-42 8.370e-43 2.610e-05 2.640e-07 1.730e-04 3.640e-04 1.470e-02 2.090e-03 3.100e-02 6.280e-01 1.990e-02 3.190e-01 3.570e-03 1.100e-04 0.000e+00 0.000e+00 5.390e-02 4.970e-02 1.233e-01 0.015 9.500e-01
K07033.01 0.007 21 2.13 6.310e-69 1.450e-56 5.570e-13 1.000e+00 0.000e+00 0.000e+00 1.910e-21 9.630e-10 0.000e+00 0.000e+00 6.650e-33 6.110e-18 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.180e-104 5.110e-89 5.570e-13 0.164 1.000e+00
K07034.01 0.648 5646 0.50 0.000e+00 0.000e+00 1.900e-37 7.710e-35 3.200e-163 1.330e-159 3.800e-46 3.490e-43 2.140e-16 1.530e-14 5.640e-03 2.460e-01 0.000e+00 0.000e+00 8.070e-03 7.290e-02 1.220e-02 6.810e-01 2.591e-02 0.001 3.190e-01
K07035.01 0.892 45152 0.50 7.570e-41 2.150e-41 4.790e-10 1.200e-12 1.310e-01 4.840e-01 1.380e-09 2.720e-11 4.820e-02 1.040e-03 1.360e-07 1.480e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.320e+01 5.150e-01 4.338e+01 0.001 4.850e-01
K07036.01 0.010 43 1.47 1.990e-35 1.690e-34 2.040e-06 1.310e-07 6.320e-32 1.550e-30 5.550e-07 1.110e-07 1.310e-03 6.290e-03 5.080e-04 1.650e-03 2.230e-03 7.360e-04 3.530e-05 1.170e-05 3.070e-01 9.910e-01 3.111e-01 0.015 8.690e-03
K07038.01 0.186 155 0.96 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.410e-03 1.000e+00 0.000e+00 0.000e+00 9.410e-03 0.013 1.000e+00
K07039.01 0.613 3748 0.50 0.000e+00 0.000e+00 6.990e-248 9.250e-246 0.000e+00 0.000e+00 1.140e-53 2.610e-50 3.870e-56 4.920e-53 5.740e-07 3.630e-04 0.000e+00 0.000e+00 8.360e-03 1.000e+00 9.540e-32 8.100e-29 8.361e-03 0.001 1.000e+00
K07041.01 0.009 54 2.22 2.520e-146 3.100e-146 4.580e-14 8.640e-16 5.510e-24 3.480e-23 1.120e-05 1.970e-06 8.010e-04 3.810e-03 2.980e-03 1.460e-02 2.790e-03 1.700e-04 9.960e-04 6.070e-05 2.600e-01 9.810e-01 2.676e-01 0.055 1.860e-02
K07042.01 0.373 432 0.50 5.270e-25 5.910e-25 1.410e-01 2.360e-03 2.540e-02 1.880e-01 2.360e-02 3.720e-03 1.010e-01 2.930e-02 4.010e-05 7.700e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.060e+01 7.770e-01 1.089e+01 0.001 2.230e-01
K07043.01 0.519 241 0.50 1.070e-100 6.970e-100 2.430e-19 6.570e-20 2.230e-25 1.300e-23 3.020e-06 5.130e-06 6.790e-08 2.210e-07 2.900e-07 6.710e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.080e-01 1.000e+00 9.080e-01 0.001 6.020e-06
K07044.01 0.361 446 0.50 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K07045.01 0.500 83721 0.50 5.560e-20 4.110e-19 1.670e-24 1.460e-25 1.350e-03 1.400e-01 1.480e-09 1.460e-09 1.250e+00 6.180e-01 4.640e-05 9.090e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.630e-01 2.420e-01 2.014e+00 0.001 7.580e-01
K07047.01 0.191 834 0.50 4.320e-48 2.220e-48 1.840e-06 2.060e-08 2.530e-02 3.020e-01 7.910e-04 4.010e-05 1.020e-02 1.510e-03 3.260e-09 3.050e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.190e+00 6.970e-01 1.226e+00 0.008 3.030e-01
K07048.01 0.517 53298 0.50 6.880e-165 1.740e-164 1.040e-27 2.810e-29 1.260e-02 7.100e-01 1.720e-09 4.540e-10 7.970e-03 4.640e-03 6.320e-08 1.770e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.520e+00 2.850e-01 1.541e+00 0.001 7.150e-01
K07049.01 0.294 6760 0.50 2.740e-14 1.150e-14 1.690e-18 1.580e-20 6.070e-02 9.590e-01 1.200e-05 1.040e-06 6.200e-02 1.200e-02 4.300e-06 4.350e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.130e-01 2.880e-02 7.357e-01 0.001 9.710e-01
K07050.01 0.007 11 1.98 2.840e-02 1.020e-04 1.690e-01 5.340e-05 1.840e+00 1.240e-02 3.970e+00 9.310e-03 4.020e+00 1.580e-01 1.120e+01 4.770e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.650e+00 3.430e-01 2.888e+01 0.043 6.570e-01
K07051.01 0.015 127 2.61 2.980e-09 1.560e-11 2.680e-04 3.430e-07 3.570e-09 4.500e-11 3.990e-05 2.410e-07 1.930e-01 1.430e-02 1.840e+00 1.190e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.060e+00 8.670e-01 1.109e+01 0.116 1.330e-01
K07052.01 0.272 19672 0.50 1.470e-01 5.560e-04 3.990e+00 2.290e-04 2.040e+01 8.660e-01 9.370e-01 2.570e-04 4.610e-01 1.510e-04 1.650e-03 2.950e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.670e+01 1.330e-01 5.264e+01 0.033 8.670e-01
K07053.01 0.086 13 2.97 0.000e+00 0.000e+00 1.940e-153 2.520e-151 7.570e-59 3.210e-55 8.110e-21 1.770e-17 1.480e-30 1.820e-26 8.050e-06 2.100e-01 0.000e+00 0.000e+00 7.970e-03 7.900e-01 1.710e-201 5.510e-197 7.978e-03 0.052 1.000e+00
K07054.01 0.853 223293 1.38 1.230e-148 7.210e-144 9.680e-19 6.300e-17 1.480e-165 7.470e-161 4.830e-12 2.610e-09 4.860e-110 8.270e-106 4.780e-22 4.490e-18 0.000e+00 0.000e+00 8.140e-03 1.000e+00 3.330e-116 1.380e-114 8.140e-03 0.001 1.000e+00
K07056.01 0.649 52868 0.50 1.600e-21 2.960e-20 5.130e-03 1.110e-02 1.110e-03 2.500e-01 1.020e-05 2.520e-04 1.420e-04 3.830e-04 6.200e-06 1.260e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.160e-01 7.380e-01 9.224e-01 0.001 2.620e-01
K07057.01 0.026 75 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.100e-03 1.000e+00 0.000e+00 0.000e+00 8.100e-03 0.169 1.000e+00
K07062.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K07063.01 0.418 9197 0.50 2.860e-06 6.430e-07 1.160e-03 5.460e-06 4.430e-01 9.470e-01 7.320e-01 1.720e-02 5.110e-01 2.970e-02 6.090e-03 1.840e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.660e-01 5.570e-03 2.259e+00 0.001 9.940e-01
K07064.01 0.555 83759 0.50 5.890e-04 1.310e-05 4.460e-06 5.010e-10 3.580e+00 9.960e-01 7.480e-04 1.130e-06 2.000e-03 6.140e-06 4.280e-12 6.490e-15 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.480e+00 4.330e-03 8.063e+00 0.001 9.960e-01
K07065.01 0.408 6184 0.50 8.010e-02 1.290e-02 4.070e-01 6.130e-04 2.170e+00 9.070e-01 1.540e+00 9.390e-03 9.360e-02 3.160e-03 1.570e-08 2.440e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.040e+00 6.710e-02 1.333e+01 0.001 9.330e-01
K07066.01 0.343 21240 0.50 4.370e-94 2.170e-94 9.580e-33 1.260e-34 7.390e-02 9.030e-01 2.930e-02 2.320e-03 4.410e-01 2.880e-02 5.260e-03 1.440e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.090e-01 6.540e-02 7.585e-01 0.009 9.350e-01
K07067.01 0.646 235072 0.50 4.910e-202 2.890e-199 4.620e-31 5.260e-29 2.750e-241 1.260e-237 4.490e-22 1.380e-19 9.540e-30 1.820e-28 7.370e-02 9.860e-01 0.000e+00 0.000e+00 8.020e-03 1.370e-02 8.010e-44 1.220e-42 8.172e-02 0.001 1.000e+00
K07068.01 0.622 105125 0.50 2.480e-03 1.640e-02 1.370e-10 1.180e-11 4.140e-05 3.370e-03 1.880e-12 7.120e-13 1.320e-02 1.450e-02 1.270e-04 4.640e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.370e+00 9.660e-01 3.386e+00 0.001 3.440e-02
K07069.01 0.014 131 1.71 1.330e-209 1.360e-210 9.810e-74 9.000e-76 6.420e-16 4.380e-16 1.120e-07 1.460e-08 2.340e-03 8.070e-04 3.100e-03 8.950e-04 2.060e-03 9.600e-06 4.620e-04 2.160e-06 5.560e-01 9.980e-01 5.640e-01 0.102 1.710e-03
