koi rprs secthresh maxrad lhood_heb pr_heb lhood_heb_Px2 pr_heb_Px2 lhood_eb pr_eb lhood_eb_Px2 pr_eb_Px2 lhood_beb pr_beb lhood_beb_Px2 pr_beb_Px2 lhood_boxy pr_boxy lhood_long pr_long lhood_pl pr_pl lhood_tot fp FPP
K07070.01 0.919 57501 0.50 6.390e-115 1.540e-115 3.230e-14 8.160e-17 3.260e-03 1.560e-02 6.990e-07 1.340e-08 4.760e-02 1.500e-03 1.120e-09 1.930e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.980e+01 9.830e-01 6.985e+01 0.001 1.710e-02
K07075.01 0.593 20192 0.50 8.770e-151 2.350e-149 5.230e-21 4.010e-21 1.510e-03 6.380e-01 2.870e-13 1.200e-12 3.960e-06 1.720e-05 6.440e-06 1.530e-05 0.000e+00 0.000e+00 1.010e-02 1.370e-02 2.320e-01 3.480e-01 2.436e-01 0.001 6.520e-01
K07076.01 0.010 68 2.37 2.150e-106 3.910e-107 1.480e-16 3.890e-19 5.850e-07 5.010e-07 3.430e-03 6.030e-05 2.570e-03 2.450e-03 5.820e-03 3.550e-03 8.900e-04 1.080e-05 0.000e+00 0.000e+00 9.370e-01 9.940e-01 9.497e-01 0.104 6.070e-03
K07077.01 0.662 321775 0.50 7.660e-02 3.400e-01 7.370e-01 2.760e-01 9.670e-03 2.910e-01 1.160e-09 3.810e-09 6.420e-03 5.120e-03 3.630e-05 1.830e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.040e-01 8.840e-02 1.634e+00 0.001 9.120e-01
K07078.01 0.992 232 0.50 2.940e-230 5.970e-230 3.620e-36 3.190e-37 3.050e-53 5.440e-52 4.220e-10 3.200e-10 8.020e-20 1.120e-19 1.000e-11 8.300e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.110e+00 1.000e+00 3.110e+00 0.001 3.280e-10
K07079.01 0.683 72023 0.50 3.840e-06 4.570e-06 1.000e-01 3.760e-02 1.710e-02 2.370e-01 6.270e-06 1.900e-05 2.450e-03 6.450e-04 1.580e-04 2.880e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.400e+01 7.250e-01 1.412e+01 0.001 2.750e-01
K07081.01 0.526 368 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.850e-79 2.940e-77 2.090e-04 8.480e-01 3.860e-117 1.140e-114 7.570e-05 1.530e-02 0.000e+00 0.000e+00 1.360e-04 1.870e-03 1.170e-03 1.350e-01 1.591e-03 0.001 8.650e-01
K07082.01 0.616 1645 0.50 1.470e-268 3.130e-267 5.300e-85 3.510e-84 4.020e-43 1.790e-40 4.390e-17 1.820e-15 2.340e-10 1.250e-09 3.920e-05 1.320e-04 0.000e+00 0.000e+00 8.310e-03 1.030e-02 2.170e-01 9.900e-01 2.253e-01 0.001 1.040e-02
K07083.01 0.430 6828 0.50 1.020e-95 1.270e-95 1.190e-12 8.830e-14 5.340e-02 9.760e-01 9.980e-03 2.500e-03 4.070e-02 7.980e-03 9.030e-04 9.980e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.890e-02 1.340e-02 2.039e-01 0.002 9.870e-01
K07085.01 0.334 9248 0.50 9.240e-06 1.050e-07 1.620e-03 5.700e-07 3.080e+00 8.630e-01 4.570e-03 9.740e-06 2.240e-01 5.580e-04 7.870e-04 1.170e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.840e+01 1.360e-01 3.171e+01 0.006 8.640e-01
K07086.01 0.230 133 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.020e-186 3.770e-183 0.000e+00 0.000e+00 8.080e-03 1.000e+00 0.000e+00 0.000e+00 8.080e-03 0.026 1.000e+00
K07087.01 0.463 3604 0.50 1.190e-71 2.380e-69 8.890e-15 2.000e-14 1.370e-53 2.360e-50 2.230e-09 2.900e-08 6.960e-21 3.100e-19 7.130e-09 1.420e-07 0.000e+00 0.000e+00 8.310e-03 2.220e-02 4.750e-02 9.780e-01 5.581e-02 0.001 2.220e-02
K07088.01 0.011 69 3.60 9.670e-24 5.370e-26 1.990e-06 1.240e-09 7.750e-03 3.110e-04 3.910e-01 2.530e-03 1.690e+00 1.650e-01 4.250e+00 4.600e-01 7.260e-04 4.180e-07 1.630e-06 9.380e-10 4.530e+00 3.720e-01 1.087e+01 0.072 6.280e-01
K07089.01 0.007 30 0.50 1.520e-120 1.470e-117 1.810e-43 5.140e-41 0.000e+00 0.000e+00 1.910e-136 2.180e-133 4.910e-181 8.280e-178 3.520e-52 5.280e-49 0.000e+00 0.000e+00 7.980e-03 1.000e+00 3.690e-132 1.760e-128 7.980e-03 0.007 1.000e+00
K07090.01 0.379 123893 0.50 4.530e-03 2.650e-03 1.600e-04 3.440e-07 2.160e-01 9.790e-01 3.620e-03 4.340e-05 2.010e-04 1.810e-05 1.380e-13 6.260e-15 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.240e+00 1.800e-02 1.465e+00 0.001 9.820e-01
K07091.01 0.521 448 0.50 1.280e-34 9.010e-35 3.300e-11 4.690e-13 3.220e-09 2.460e-08 7.520e-02 1.170e-02 2.160e-10 7.510e-11 2.020e-11 3.010e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.330e+00 9.880e-01 8.405e+00 0.001 1.170e-02
K07093.01 0.011 104 2.49 2.140e-17 1.160e-17 3.160e-06 1.790e-08 2.420e-03 5.370e-03 1.660e-01 9.410e-03 7.350e-02 1.410e-01 2.500e-01 1.700e-01 1.930e-03 1.670e-04 0.000e+00 0.000e+00 2.960e-01 6.740e-01 7.899e-01 0.103 3.260e-01
K07095.01 0.006 31 0.81 0.000e+00 0.000e+00 2.120e-115 1.150e-113 0.000e+00 0.000e+00 5.910e-84 4.960e-81 0.000e+00 0.000e+00 9.980e-23 1.540e-19 0.000e+00 0.000e+00 8.260e-03 1.000e+00 0.000e+00 0.000e+00 8.260e-03 0.067 1.000e+00
K07096.01 0.694 178389 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.740e-182 3.760e-177 1.840e-49 1.830e-45 9.100e-10 8.530e-07 6.060e-04 3.640e-01 0.000e+00 0.000e+00 8.310e-03 6.360e-01 4.440e-18 2.220e-15 8.916e-03 0.001 1.000e+00
K07097.01 0.479 15392 0.50 0.000e+00 0.000e+00 5.620e-228 3.620e-226 0.000e+00 0.000e+00 5.630e-206 1.110e-203 3.440e-140 9.760e-137 2.990e-11 3.290e-08 0.000e+00 0.000e+00 8.130e-03 1.000e+00 0.000e+00 0.000e+00 8.130e-03 0.001 1.000e+00
K07098.01 0.501 720 0.50 3.220e-105 6.630e-105 1.240e-16 6.430e-18 1.690e-07 6.210e-06 2.520e-04 1.160e-04 1.990e-06 1.870e-06 7.670e-10 4.670e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.150e+00 1.000e+00 3.150e+00 0.001 1.250e-04
K07101.01 0.022 83 4.00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K07102.01 0.018 79 1.86 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.440e-254 4.900e-252 0.000e+00 0.000e+00 1.860e-42 4.100e-39 0.000e+00 0.000e+00 8.220e-03 1.000e+00 0.000e+00 0.000e+00 8.220e-03 0.120 1.000e+00
K07103.01 0.393 1503 1.20 1.950e-01 7.360e-04 2.060e-03 1.120e-07 6.320e+00 9.870e-01 2.920e-02 2.770e-05 9.370e-02 5.880e-04 5.700e-07 1.820e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.580e+01 1.210e-02 2.244e+01 0.001 9.880e-01
K07104.01 0.281 2254 0.50 5.220e-10 8.690e-11 2.070e-04 4.800e-07 1.670e-01 3.410e-01 1.390e-03 2.420e-05 4.260e-02 1.690e-03 1.790e-04 3.690e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.090e+00 6.570e-01 7.301e+00 0.009 3.430e-01
K07105.01 0.714 750 0.50 4.150e-238 4.540e-236 1.560e-79 1.280e-76 4.020e-30 5.470e-27 3.600e-09 1.960e-05 8.380e-18 4.610e-16 1.760e-02 7.440e-01 0.000e+00 0.000e+00 3.200e-04 2.200e-03 7.900e-03 2.530e-01 2.582e-02 0.001 7.470e-01
K07106.01 0.009 53 1.11 5.960e-107 4.790e-108 9.980e-16 2.360e-18 6.900e-06 4.040e-06 3.200e-02 6.510e-04 5.340e-02 5.340e-03 1.320e-01 1.570e-02 2.560e-03 1.910e-05 0.000e+00 0.000e+00 1.220e+00 9.780e-01 1.440e+00 0.069 2.170e-02
K07108.01 0.649 16230 0.50 9.490e+00 4.640e-01 3.850e-02 8.850e-06 2.880e+00 5.320e-01 2.310e-02 2.480e-05 1.740e-02 6.020e-05 4.820e-14 1.180e-16 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.520e+00 4.270e-03 1.497e+01 0.001 9.960e-01
K07110.01 0.500 1026 0.50 0.000e+00 0.000e+00 5.470e-284 5.850e-282 1.250e-249 2.930e-245 3.850e-89 5.380e-86 8.210e-25 5.150e-22 4.100e-05 1.220e-02 0.000e+00 0.000e+00 8.130e-03 9.880e-01 0.000e+00 0.000e+00 8.171e-03 0.001 1.000e+00
K07113.01 0.533 533 0.50 0.000e+00 0.000e+00 2.380e-86 8.590e-85 3.730e-164 1.820e-159 1.470e-29 1.120e-26 1.240e-50 9.870e-48 4.080e-11 1.640e-08 0.000e+00 0.000e+00 8.640e-03 1.000e+00 5.050e-08 2.810e-05 8.640e-03 0.001 1.000e+00
K07114.01 0.007 19 1.41 0.000e+00 0.000e+00 6.280e-176 1.780e-174 7.630e-93 5.180e-89 4.360e-29 1.890e-26 5.830e-166 1.250e-162 2.580e-54 4.580e-51 4.470e-03 3.510e-01 8.270e-03 6.490e-01 1.090e-43 8.660e-40 1.274e-02 0.039 1.000e+00
K07115.01 0.046 19 2.19 0.000e+00 0.000e+00 5.010e-212 2.250e-210 0.000e+00 0.000e+00 2.050e-210 1.760e-207 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.340e-03 1.000e+00 0.000e+00 0.000e+00 8.340e-03 0.052 1.000e+00
K07116.01 0.005 16 2.49 2.020e-234 1.700e-235 3.050e-43 1.030e-45 4.570e-13 2.680e-13 4.520e-05 1.960e-06 3.300e-03 2.140e-03 1.280e-02 7.940e-03 4.060e-04 2.600e-06 2.470e-03 1.580e-05 3.780e+00 9.900e-01 3.799e+00 0.015 1.010e-02
K07120.01 0.571 42682 0.50 1.910e-88 2.520e-88 6.050e-14 1.720e-15 5.720e-02 9.530e-01 5.590e-03 8.990e-04 2.720e-03 2.640e-04 1.540e-03 8.500e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.420e-01 4.620e-02 9.091e-01 0.001 9.540e-01
K07121.01 0.494 65517 0.50 0.000e+00 0.000e+00 1.020e-167 7.500e-168 1.780e-04 1.850e-01 5.700e-49 5.040e-48 1.010e-01 5.570e-01 2.160e-05 3.960e-05 0.000e+00 0.000e+00 8.250e-03 7.400e-03 7.760e-02 2.500e-01 1.870e-01 0.001 7.500e-01
K07122.01 0.500 26183 0.50 2.830e-107 9.440e-108 8.820e-24 1.560e-26 3.510e-02 3.820e-01 2.550e-13 1.030e-14 3.170e-04 1.080e-05 4.870e-13 7.550e-15 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.700e+01 6.180e-01 1.704e+01 0.001 3.820e-01
K07123.01 0.006 16 2.37 0.000e+00 0.000e+00 4.660e-118 1.800e-116 1.200e-22 2.270e-19 2.420e-12 1.310e-09 8.860e-07 1.780e-03 1.790e-04 5.550e-01 3.570e-05 1.940e-03 8.050e-03 4.380e-01 2.170e-05 3.710e-03 8.287e-03 0.001 9.960e-01
K07124.01 0.394 1765 0.50 8.890e-01 6.370e-02 2.110e+01 6.430e-02 1.470e+00 8.550e-01 2.590e-04 2.440e-06 1.860e-01 4.600e-03 7.780e-06 9.790e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.760e+00 1.210e-02 2.641e+01 0.001 9.880e-01
K07124.02 0.031 1270 4.50 2.810e-49 3.760e-49 7.920e-20 4.580e-21 3.590e-04 2.250e-03 8.780e-03 2.120e-03 2.520e-02 9.330e-01 8.530e-04 1.590e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.040e-03 4.630e-02 4.023e-02 0.210 9.540e-01
K07125.01 0.008 60 2.01 0.000e+00 0.000e+00 3.720e-24 5.870e-26 8.750e-15 5.180e-14 5.090e-06 9.940e-07 6.220e-04 1.530e-03 1.000e-02 2.200e-02 1.560e-03 8.550e-05 3.470e-03 1.900e-04 3.350e-01 9.760e-01 3.507e-01 0.046 2.380e-02
K07126.01 0.501 288 0.50 8.910e-55 1.080e-54 3.330e-10 2.620e-11 3.940e-21 3.950e-20 1.270e-04 8.240e-05 1.490e-10 1.030e-10 7.250e-05 3.270e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.930e+00 1.000e+00 2.930e+00 0.001 1.150e-04
K07127.01 0.009 28 0.50 4.010e-268 1.440e-264 6.750e-54 1.330e-51 0.000e+00 0.000e+00 5.680e-43 8.490e-40 0.000e+00 0.000e+00 7.690e-287 1.490e-283 0.000e+00 0.000e+00 8.350e-03 1.000e+00 0.000e+00 0.000e+00 8.350e-03 0.182 1.000e+00
K07128.01 0.011 67 2.67 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.870e-106 2.500e-102 1.390e-251 2.570e-247 3.560e-22 7.120e-18 0.000e+00 0.000e+00 8.060e-03 1.000e+00 2.240e-72 5.250e-68 8.060e-03 0.050 1.000e+00
K07130.01 0.003 6 1.41 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.970e-171 1.320e-166 6.580e-51 7.140e-48 0.000e+00 0.000e+00 2.450e-235 1.630e-231 1.300e-04 1.550e-02 8.230e-03 9.840e-01 1.650e-20 1.140e-17 8.360e-03 0.001 1.000e+00
K07131.01 0.241 6221 0.50 0.000e+00 0.000e+00 1.120e-124 1.770e-127 2.940e-01 9.110e-01 5.700e-12 1.300e-13 2.580e-02 7.090e-04 1.430e-31 1.440e-33 0.000e+00 0.000e+00 8.320e-03 2.310e-05 7.650e-01 8.820e-02 1.093e+00 0.013 9.120e-01
K07132.01 0.600 716 0.50 2.260e-03 1.920e-04 1.570e-01 2.110e-04 1.850e+00 9.290e-01 7.710e-03 6.230e-05 2.520e-04 2.820e-06 1.260e-07 1.010e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.290e+01 7.050e-02 1.492e+01 0.001 9.300e-01
K07133.01 0.013 131 2.34 4.100e-56 5.830e-56 5.200e-19 8.100e-21 2.330e-06 1.500e-05 8.390e-04 1.610e-04 2.500e-03 2.890e-02 7.830e-03 3.000e-02 1.440e-03 3.280e-04 0.000e+00 0.000e+00 1.120e-01 9.410e-01 1.246e-01 0.133 5.940e-02
K07134.01 0.145 18 2.52 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.240e-78 4.820e-74 1.880e-34 2.070e-31 5.200e-113 5.980e-109 1.250e-31 2.120e-27 2.330e-04 2.780e-02 8.140e-03 9.720e-01 3.390e-124 9.870e-120 8.373e-03 0.078 1.000e+00
K07135.01 0.562 226509 0.50 6.290e-01 2.590e-02 7.940e-03 2.060e-06 5.060e+00 9.700e-01 1.380e-01 1.450e-04 1.630e-02 4.760e-05 2.110e-08 2.960e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.190e+00 3.820e-03 1.104e+01 0.001 9.960e-01
K07138.01 0.671 15627 0.50 0.000e+00 0.000e+00 2.130e-110 8.510e-109 0.000e+00 0.000e+00 1.690e-57 4.820e-55 1.750e-66 1.580e-63 1.950e-24 8.570e-22 0.000e+00 0.000e+00 8.740e-03 1.000e+00 9.550e-25 5.100e-22 8.740e-03 0.001 1.000e+00
K07139.01 0.514 5724 0.50 0.000e+00 0.000e+00 2.940e-182 2.910e-180 7.150e-191 2.360e-185 2.170e-43 4.520e-40 4.850e-66 1.130e-62 1.710e-19 1.600e-16 0.000e+00 0.000e+00 8.180e-03 1.000e+00 3.950e-14 4.480e-11 8.180e-03 0.001 1.000e+00
K07142.01 0.381 457 0.50 3.420e-203 1.360e-201 9.620e-35 3.740e-34 1.410e-33 1.020e-30 2.310e-05 1.150e-03 3.450e-12 1.480e-10 1.550e-04 4.210e-03 0.000e+00 0.000e+00 8.500e-03 3.240e-02 7.760e-02 9.620e-01 8.628e-02 0.001 3.780e-02
K07143.01 0.318 616 1.38 0.000e+00 0.000e+00 5.080e-128 9.530e-126 3.480e-98 1.690e-93 4.160e-37 6.480e-34 7.410e-45 1.160e-40 8.460e-15 5.890e-11 0.000e+00 0.000e+00 8.490e-03 1.000e+00 4.110e-41 2.160e-38 8.490e-03 0.001 1.000e+00
K07147.01 0.499 116061 2.43 3.900e-31 3.430e-29 1.460e-09 4.210e-10 5.580e-40 3.350e-37 1.300e-06 3.290e-06 1.120e-02 7.780e-01 2.890e-08 8.500e-07 0.000e+00 0.000e+00 8.100e-03 2.120e-03 1.200e-01 2.200e-01 1.393e-01 0.001 7.800e-01
K07148.01 0.018 154 2.25 4.960e-69 7.780e-71 6.240e-36 1.670e-38 2.050e-04 3.000e-05 1.200e-02 3.030e-04 7.570e-02 1.370e-02 1.880e-01 2.420e-02 3.320e-03 4.090e-06 0.000e+00 0.000e+00 1.800e+00 9.620e-01 2.079e+00 0.152 3.820e-02
K07149.01 0.475 66915 0.50 5.100e-24 1.250e-24 3.900e-11 5.000e-14 2.210e-01 7.520e-01 5.260e-07 8.280e-09 1.410e-03 3.810e-05 2.180e-09 2.640e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.240e+01 2.480e-01 2.262e+01 0.001 7.520e-01
K07150.01 0.309 163 0.50 1.870e-07 4.570e-07 4.230e-04 5.900e-06 5.080e-02 5.910e-01 3.510e-01 3.070e-02 4.480e-04 1.710e-04 3.430e-08 8.590e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.210e+00 3.780e-01 3.613e+00 0.001 6.220e-01
K07151.01 0.442 22780 0.50 1.540e-73 8.610e-72 1.290e-02 9.650e-03 3.720e-05 1.420e-02 9.970e-02 1.660e-01 1.240e-01 5.640e-01 2.790e-05 6.840e-05 0.000e+00 0.000e+00 8.390e-03 1.240e-02 3.930e-02 2.330e-01 2.844e-01 0.002 7.670e-01
K07152.01 0.339 1927 0.50 3.340e-28 6.260e-29 7.390e-04 5.520e-06 9.510e-02 7.710e-01 3.260e-01 3.820e-02 2.620e+00 1.890e-01 5.280e-02 2.460e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.190e-05 1.250e-06 3.095e+00 0.001 1.000e+00
K07155.01 0.693 47808 0.50 0.000e+00 0.000e+00 5.740e-280 8.600e-278 0.000e+00 0.000e+00 9.170e-65 9.830e-62 1.710e-23 1.870e-20 4.270e-24 2.890e-21 0.000e+00 0.000e+00 8.660e-03 1.000e+00 1.330e-145 5.350e-143 8.660e-03 0.001 1.000e+00
K07155.02 0.475 4855 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.800e-165 1.550e-161 1.320e-166 1.430e-163 4.500e-13 3.740e-10 0.000e+00 0.000e+00 8.520e-03 1.000e+00 0.000e+00 0.000e+00 8.520e-03 0.001 1.000e+00
K07156.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K07157.01 0.008 55 4.50 5.180e-61 5.930e-60 1.700e-13 1.870e-14 2.180e-21 1.050e-19 5.570e-08 4.140e-08 3.190e-04 7.080e-02 1.090e-03 2.120e-01 3.310e-04 1.570e-04 3.500e-03 1.650e-03 1.610e-02 7.150e-01 2.134e-02 0.107 2.850e-01
K07159.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K07160.01 0.007 22 1.56 4.200e-100 1.630e-101 4.230e-23 5.630e-26 9.930e-13 1.470e-13 8.040e-06 1.700e-07 1.010e-01 6.860e-03 3.700e-01 2.360e-02 3.610e-06 5.340e-09 9.070e-05 1.340e-07 2.140e+01 9.690e-01 2.187e+01 0.006 3.050e-02
K07161.01 0.070 3772 0.50 8.630e-89 8.880e-88 5.660e-28 1.460e-28 2.280e-08 1.890e-06 3.190e-03 4.310e-03 3.930e-02 7.040e-02 6.430e-06 4.800e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.760e-02 9.250e-01 7.010e-02 0.078 7.470e-02
K07163.01 0.630 190257 0.50 4.580e-174 1.500e-172 3.840e-22 5.680e-23 2.180e-04 6.560e-02 8.170e-13 9.890e-13 5.750e-03 2.130e-02 1.410e-11 2.540e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.320e-01 9.130e-01 8.380e-01 0.001 8.680e-02
K07165.01 0.525 39105 0.50 1.840e-209 5.980e-208 2.600e-53 5.800e-53 1.340e-21 1.040e-18 4.940e-12 7.720e-11 4.450e-04 2.820e-03 1.800e-05 6.740e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.790e-01 9.970e-01 3.795e-01 0.001 2.890e-03
K07168.01 0.019 162 0.50 1.570e-21 1.340e-19 3.410e-103 7.900e-100 1.350e-04 3.940e-01 1.240e-05 2.170e-01 1.380e-03 1.250e-01 1.480e-03 1.280e-01 3.060e-03 5.250e-02 4.890e-03 8.400e-02 5.540e-11 7.340e-07 1.096e-02 0.213 1.000e+00
K07169.01 0.005 19 4.20 2.490e-176 2.280e-175 2.010e-20 1.100e-21 2.110e-19 9.830e-18 5.940e-07 4.610e-07 3.390e-04 2.010e-02 2.280e-03 7.720e-02 8.640e-04 2.700e-04 1.400e-03 4.360e-04 1.090e-01 9.020e-01 1.139e-01 0.021 9.800e-02
K07170.01 0.410 148 0.50 9.470e-260 9.910e-258 1.840e-72 7.810e-72 1.310e-52 7.970e-50 2.650e-17 9.460e-16 2.620e-06 8.460e-05 5.790e-02 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.510e-11 1.030e-09 5.790e-02 0.001 1.000e+00
K07171.01 0.674 32991 0.50 2.540e-158 1.260e-156 3.100e-57 1.330e-57 3.710e-06 2.330e-03 7.470e-21 2.790e-20 3.670e-05 3.000e-04 2.350e-04 7.600e-04 0.000e+00 0.000e+00 9.470e-03 1.230e-02 4.280e-01 9.840e-01 4.377e-01 0.001 1.570e-02
K07172.01 0.406 2521 0.50 3.220e-01 5.550e-02 4.170e-01 8.290e-04 1.370e+00 9.320e-01 7.220e-01 4.700e-03 1.350e-01 5.450e-03 5.880e-04 1.140e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.030e-01 1.550e-03 3.170e+00 0.001 9.980e-01
K07173.01 0.558 91205 0.50 7.840e-262 1.070e-260 6.400e-37 3.510e-38 7.430e-54 1.720e-51 5.060e-16 4.850e-16 1.190e-02 9.820e-03 5.080e-06 1.830e-06 0.000e+00 0.000e+00 8.280e-03 9.620e-04 1.300e+00 9.890e-01 1.320e+00 0.001 1.080e-02
K07174.01 0.006 18 2.16 1.020e-16 2.900e-16 5.790e-06 2.060e-06 5.080e-14 8.380e-13 3.420e-06 8.890e-06 2.810e-03 7.630e-02 3.850e-03 1.030e-01 4.820e-03 2.460e-03 2.860e-04 1.460e-04 5.960e-01 8.180e-01 6.078e-01 0.001 1.820e-01
K07176.01 0.328 6711 0.50 2.070e-15 1.420e-17 4.900e-02 1.440e-05 5.350e+00 9.660e-01 1.420e+00 1.990e-03 6.080e-01 1.400e-03 3.510e-03 4.790e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.330e+00 3.040e-02 1.276e+01 0.008 9.700e-01
K07177.01 0.290 3363 0.50 6.780e-230 3.810e-231 3.560e-28 1.070e-31 8.330e-01 9.830e-01 4.880e-06 1.480e-08 2.450e-03 2.670e-05 1.460e-28 7.800e-31 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.000e+00 1.730e-02 5.835e+00 0.001 9.830e-01
K07178.01 0.345 122201 0.50 1.090e-17 6.480e-17 5.130e-38 7.870e-40 1.900e-02 9.900e-01 5.850e-12 7.480e-13 3.510e-05 1.710e-05 6.210e-29 1.820e-29 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.450e-02 9.850e-03 8.354e-02 0.001 9.900e-01
K07181.01 0.555 230269 0.50 2.990e-06 1.130e-05 1.030e-01 2.660e-02 3.960e-02 8.780e-01 5.170e-02 9.330e-02 1.900e-02 1.720e-03 1.360e-03 8.650e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.020e-03 1.370e-04 2.167e-01 0.001 1.000e+00
K07182.01 0.023 496 1.35 7.730e-35 3.340e-35 4.130e-10 1.580e-11 1.770e-13 3.410e-13 2.350e-05 2.890e-06 9.060e-03 3.330e-03 1.860e-02 5.240e-03 3.150e-03 8.160e-05 2.410e-04 6.250e-06 4.140e-01 9.910e-01 4.451e-01 0.108 8.660e-03
K07183.01 0.617 2414 0.50 0.000e+00 0.000e+00 5.220e-301 1.060e-297 3.120e-22 4.600e-18 1.320e-12 1.830e-08 5.880e-16 6.940e-14 1.100e-02 8.400e-01 0.000e+00 0.000e+00 8.020e-03 1.600e-01 1.160e-06 9.310e-05 1.902e-02 0.001 1.000e+00
K07184.01 0.007 144 0.69 3.660e-238 1.050e-237 1.400e-33 1.650e-34 2.700e-23 5.710e-22 7.700e-09 1.020e-08 5.220e-05 1.250e-04 2.790e-04 3.880e-04 3.040e-03 6.280e-04 1.220e-03 2.510e-04 1.500e-01 9.990e-01 1.546e-01 0.014 1.390e-03
K07185.01 0.433 7893 0.50 8.160e-11 2.930e-12 1.090e-02 5.390e-06 1.750e+00 9.950e-01 2.050e-02 6.870e-05 1.480e-01 1.190e-03 5.380e-05 2.380e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.900e+00 3.820e-03 3.829e+00 0.001 9.960e-01
K07186.01 0.007 34 2.25 5.410e-05 2.080e-06 2.600e-01 1.030e-03 3.340e-01 1.110e-01 6.900e-01 2.930e-02 7.030e-01 3.290e-01 7.790e-01 3.730e-01 2.660e-03 1.650e-05 0.000e+00 0.000e+00 2.350e-01 1.560e-01 3.004e+00 0.051 8.440e-01
K07187.01 0.608 1654 0.50 2.000e-74 1.840e-71 4.820e-07 2.330e-03 2.430e-16 5.240e-12 2.090e-05 5.970e-01 1.090e-12 5.450e-10 5.750e-04 2.040e-01 0.000e+00 0.000e+00 8.070e-03 1.930e-01 1.990e-05 3.410e-03 8.686e-03 0.001 9.970e-01
K07188.01 0.006 18 2.25 0.000e+00 0.000e+00 2.480e-209 1.320e-207 2.390e-192 1.650e-188 2.960e-49 1.950e-46 2.780e-317 2.770e-313 3.150e-55 3.490e-51 3.360e-04 3.860e-02 8.370e-03 9.610e-01 1.490e-79 1.110e-75 8.706e-03 0.031 1.000e+00
K07189.01 0.009 39 2.46 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.280e-107 4.050e-103 2.340e-53 7.340e-50 5.800e-159 1.640e-154 5.180e-67 1.910e-62 0.000e+00 0.000e+00 7.980e-03 1.000e+00 6.710e-77 2.930e-72 7.980e-03 0.057 1.000e+00
K07190.01 0.011 10 0.69 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.970e-50 9.670e-47 0.000e+00 0.000e+00 8.180e-03 1.000e+00 0.000e+00 0.000e+00 8.180e-03 0.148 1.000e+00
